id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
525,N1,LRP221C,218.88,22.4773049,91.7211104,Bridge end,bridge,Bridge,88.99999999999864,B
526,N1,LRP222,218.969,22.4765271,91.7213327,Info.Missing,link,,883.0000000000098,N/A
527,N1,LRP222A,219.852,22.4694438,91.7250549,Box culvert,bridge,Box Culvert,135.99999999999568,A
528,N1,LRP223,219.988,22.468416,91.7255827,Ctg 22 km,link,,1000.0,N/A
529,N1,LRP224,220.988,22.4603056,91.7295827,Km post missing,link,,183.9999999999975,N/A
530,N1,LRP224A,221.172,22.4588333,91.7303604,Bridge start,bridge,Bridge,26.00000000001046,B
531,N1,LRP224B,221.198,22.4586389,91.7304716,Bridge end,bridge,Bridge,807.9999999999927,B
532,N1,LRP225,222.006,22.45182350044248,91.7331283022124,Info.Missing,link,,1000.0,N/A
533,N1,LRP226,223.006,22.4433886,91.7364163,Km post missing,link,,104.00000000001342,N/A
534,N1,LRP226A,223.11,22.4424997,91.7366663,Bridge start,bridge,Box Culvert,30.99999999997749,A
535,N1,LRP226B,223.141,22.4422219,91.7367497,Bridge end,bridge,Bridge,925.0000000000114,A
536,N1,LRP227,224.066,22.4349719,91.7396941,Km post missing,link,,137.00000000000045,N/A
537,N1,LRP227A,224.203,22.4333049,91.7403608,Box culvert,bridge,Bridge,311.00000000000705,A
538,N1,LRP227B,224.514,22.4307493,91.7415274,Bridge start,bridge,Bridge,42.999999999977945,A
539,N1,LRP227C,224.557,22.4304438,91.7417219,Bridge end,bridge,Bridge,449.0000000000123,A
540,N1,LRP228,225.006,22.4269716,91.7439997,Km post missing,link,,1000.0,N/A
541,N1,LRP229,226.006,22.4198882,91.7497774,Km post missing,link,,164.99999999999204,N/A
542,N1,LRP229A,226.171,22.4185549,91.7504722,Bridge start,bridge,Bridge,38.000000000010914,B
543,N1,LRP229B,226.209,22.4182771,91.7506667,Bridge end,bridge,Bridge,796.999999999997,B
544,N1,LRP230,227.006,22.4119167,91.7543611,Km post missing,link,,199.99999999998863,N/A
545,N1,LRP230A,227.206,22.4101111,91.7544444,End of Bituminous Pavement,link,,206.00000000001728,N/A
546,N1,LRP230B,227.412,22.4084167,91.7551389,Box culvert,bridge,Box Culvert,1.999999999981128,A
547,N1,LRP230C,227.414,22.40839921010101,91.75514357643098,Start of Bituminous Pavement,link,,592.000000000013,N/A
548,N1,LRP231,228.006,22.4032222,91.7565278,Km post missing,link,,400.0000000000057,N/A
549,N1,LRP231A,228.406,22.3996108,91.7573333,Road to Biman Bandar (Z1016),link,,103.999999999985,N/A
550,N1,LRP231B,228.51,22.3988608,91.7576667,Bridge start,bridge,Bridge,7.000000000005002,A
551,N1,LRP231C,228.517,22.3988052,91.7576667,Bridge end,bridge,Box Culvert,489.0000000000043,A
552,N1,LRP232,229.006,22.3944997,91.7586944,Km post missing,link,,58.9999999999975,N/A
553,N1,LRP232A,229.065,22.3937774,91.7588056,"N111, Port Connecting Road",link,,217.00000000001296,N/A
554,N1,LRP232B,229.282,22.3921108,91.75925,Box culvert,bridge,Bridge,350.9999999999991,A
555,N1,LRP232C,229.633,22.3892497,91.7605,Bridge start,bridge,Bridge,58.9999999999975,A
556,N1,LRP232D,229.692,22.3887497,91.7607222,Bridge end,bridge,Box Culvert,313.99999999999295,A
557,N1,LRP233,230.006,22.3861663,91.7618333,Km post missing,link,,625.0,N/A
558,N1,LRP233A,230.631,22.3815271,91.7652222,Box culvert,bridge,Box Culvert,375.0,A
559,N1,LRP234,231.006,22.379166,91.7675827,Km post missing,link,,436.00000000000705,N/A
560,N1,LRP234A,231.442,22.3764716,91.770416,Bridge start,bridge,Box Culvert,19.000000000005457,A
561,N1,LRP234B,231.461,22.3762254893617,91.77054326631206,Bridge end,bridge,Box Culvert,544.9999999999875,A
562,N1,LRP235,232.006,22.369166,91.7741938,Km post missing,link,,555.0000000000068,N/A
563,N1,LRP235A,232.561,22.3691382,91.777666,End of Bituminous Road,link,,192.99999999998363,N/A
564,N1,LRP235B,232.754,22.3586667,91.7822771,The chittagong city area starts from Alongka cinema Hall,link,,8308.999999999998,N/A
565,N1,LRP244B,241.063,22.3644444,91.8511111,Chittagong city area ends and the survey of N1 starts again,link,,393.0000000000007,N/A
566,N1,LRP245,241.456,22.3646111,91.8508333,Km post missing,link,,169.00000000001114,N/A
567,N1,LRP245A,241.625,22.3632778,91.8514722,Box culvert,bridge,Box Culvert,830.9999999999889,C
568,N1,LRP246,242.456,22.3561111,91.8531667,Km post missing,link,,70.99999999999795,N/A
569,N1,LRP246A,242.527,22.3555,91.8530833,Bridge start,bridge,Bridge,14.000000000010004,A
570,N1,LRP246B,242.541,22.3553889,91.8530556,Bridge end,bridge,Bridge,914.999999999992,A
571,N1,LRP247,243.456,22.3473886,91.8519444,Km post missing,link,,549.0000000000066,N/A
572,N1,LRP247A,244.005,22.3427219,91.8531389,Bridge start,bridge,Bridge,44.00000000001114,B
573,N1,LRP247B,244.049,22.3423608,91.8530833,Bridge end,bridge,Bridge,406.99999999998226,B
574,N1,LRP248,244.456,22.3387497,91.8534722,Km post missing,link,,52.00000000002092,N/A
575,N1,LRP248A,244.508,22.338362487628867,91.853695585567,Bridge start,bridge,Bridge,44.999999999987494,B
576,N1,LRP248B,244.553,22.3380274,91.8538889,Bridge end,bridge,Bridge,80.0000000000125,B
577,N1,LRP248C,244.633,22.3373886,91.8542778,Bridge start,bridge,Bridge,46.999999999997044,B
578,N1,LRP248D,244.68,22.3370274,91.8545278,Bridge end,bridge,Bridge,775.999999999982,B
579,N1,LRP249,245.456,22.3314716,91.8515556,Km post missing,link,,209.00000000000318,N/A
580,N1,LRP249A,245.665,22.3297493,91.8521111,Shah Amanath (Karnaphuli) Bridge,bridge,PC Box,790.9999999999968,A
581,N1,LRP250,246.456,22.3228327,91.8535556,Km post missing,link,,177.99999999999727,N/A
582,N1,LRP250A,246.634,22.3212771,91.8536111,Bridge end,bridge,PC Box,702.0000000000266,A
583,N1,LRP250B,247.336,22.3153611,91.8553056,Bridge start,bridge,Bridge,15.999999999991132,A
584,N1,LRP250C,247.352,22.3152222,91.8553333,Bridge end,bridge,Bridge,44.999999999987494,A
585,N1,LRP251,247.397,22.3148889,91.8553889,"Cox,s Bazar 143 km,Patiya 16 km",link,,496.0000000000093,N/A
586,N1,LRP251A,247.893,22.3108333,91.8570278,Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division. / Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.,link,,30.000000000001137,N/A
587,N1,LRP251B,247.923,22.3106111,91.8570833,Road to Balakkhati (Z1065),link,,326.9999999999982,N/A
588,N1,LRP251C,248.25,22.30825,91.8589722,Box culvert,bridge,Box Culvert,146.99999999999136,C
589,N1,LRP252,248.397,22.3071944,91.8598611,Cox's Bazar 142 km,link,,400.0000000000057,N/A
590,N1,LRP252A,248.797,22.3043056,91.8621667,Box culvert,bridge,Box Culvert,308.9999999999975,A
591,N1,LRP252B,249.106,22.3021667,91.8639444,Box culvert,bridge,Box Culvert,293.00000000000637,A
592,N1,LRP253,249.399,22.2998886,91.8655833,Cox's Bazar 141km,link,,568.000000000012,N/A
593,N1,LRP253A,249.967,22.2950274,91.8671938,Box culvert,bridge,Culvert,426.9999999999925,A
594,N1,LRP254,250.394,22.2919441,91.8693327,Cox's Bazar 140km,link,,50.99999999998772,N/A
595,N1,LRP254A,250.445,22.2916663,91.8696382,Road to Arowana (Z1018),link,,170.00000000001592,N/A
596,N1,LRP254B,250.615,22.2916108,91.8711382,Box culvert,bridge,Box Culvert,447.00000000000273,A
597,N1,LRP254C,251.062,22.293583,91.8748604,Box culvert,bridge,Box Culvert,262.00000000000045,A
598,N1,LRP254D,251.324,22.2946386,91.8770827,Bridge start,bridge,Box Culvert,66.99999999997885,A
599,N1,LRP255,251.391,22.2949163,91.877666,Cox's Bazar 139 km,link,,54.000000000002046,N/A
600,N1,LRP255A,251.445,22.2951108,91.8781104,Bridge end,bridge,Box Culvert,263.00000000000523,A
601,N1,LRP255B,251.708,22.2983886,91.885583,Box Culvert,bridge,Box Culvert,688.999999999993,B
602,N1,LRP256,252.397,22.2985552,91.886333,Cox's Bazar 138 km,link,,558.9999999999975,N/A
603,N1,LRP256A,252.956,22.3,91.8915552,Road to Kaliganj (Z1071),link,,441.0000000000025,N/A
604,N1,LRP257,253.397,22.3005833,91.892833,Cox's Bazar 137 km,link,,173.00000000000182,N/A
605,N1,LRP257A,253.57,22.3015833,91.897333,Box culvert,bridge,Box Culvert,454.00000000000773,B
606,N1,LRP258,254.024,22.3027222,91.9015556,"Cox,s Bazar 136 km,Patiya 11 km",link,,103.00000000000864,N/A
607,N1,LRP258A,254.127,22.3029722,91.9025,Box culvert,bridge,Box Culvert,871.9999999999857,A
608,N1,LRP259,254.999,22.3053611,91.9106389,"Cox,s Bazar 135 km,Patiya 10 km",link,,302.99999999999727,N/A
609,N1,LRP259A,255.302,22.3070556,91.9128056,Box culvert,bridge,Box Culvert,424.0000000000066,A
610,N1,LRP259B,255.726,22.3096944,91.91575,Road to Kaliganj (Z1070),link,,272.99999999999613,N/A
611,N1,LRP260,255.999,22.3114167,91.9176382,Box culvert,bridge,Box Culvert,167.99999999997794,A
612,N1,LRP260A,256.167,22.3124722,91.9188327,Box culvert,bridge,Box Culvert,521.000000000015,A
613,N1,LRP260B,256.688,22.3156389,91.9224993,Box culvert,bridge,Box Culvert,121.00000000003774,A
614,N1,LRP260C,256.809,22.3158889,91.9235827,Road to Kalurghat (N107),link,,189.99999999999773,N/A
615,N1,LRP261,256.999,22.3155556,91.9253882,Km post missing,link,,750.0,N/A
616,N1,LRP261A,257.749,22.3137778,91.9322216,Box culvert,bridge,Steel Beam & RCC Slab,250.0,A
617,N1,LRP262,257.999,22.31375,91.9345274,Km post missing,link,,1000.0,N/A
618,N1,LRP263,258.999,22.3136389,91.9438886,Km post missing,link,,617.999999999995,N/A
619,N1,LRP263A,259.617,22.3098611,91.9477219,Box culvert,bridge,Box Culvert,392.99999999997226,A
620,N1,LRP264,260.01,22.3067222,91.9491941,Info.Missing,link,,1000.0,N/A
621,N1,LRP265,261.01,22.3025,91.9553889,Km post missing,link,,925.9999999999877,N/A
622,N1,LRP265A,261.936,22.3010278,91.9641667,Bridge start,bridge,Bridge,52.00000000002092,B
623,N1,LRP265B,261.988,22.3009444,91.9646667,Bridge end,bridge,Bridge,21.99999999999136,B
624,N1,LRP266,262.01,22.3009167,91.9648889,Km post missing,link,,1000.0,N/A
625,N1,LRP267,263.01,22.2979441,91.973916,Km post missing,link,,567.9999999999836,N/A
626,N1,LRP267A,263.578,22.2956941,91.9787493,Slab Culvert,bridge,Box Culvert,166.00000000005366,A
627,N1,LRP267B,263.744,22.295333,91.9803049,Road to Boalkhali (Z1059),link,,265.9999999999627,N/A
628,N1,LRP268,264.01,22.2934997,91.9816382,Km post missing,link,,60.000000000002274,N/A
629,N1,LRP268A,264.07,22.2933608,91.9821104,Road to Haidgaon (Z1057),link,,146.000000000015,N/A
630,N1,LRP268B,264.216,22.292083,91.9822493,Box culvert,bridge,Box Culvert,21.000000000015007,A
631,N1,LRP268C,264.237,22.291833,91.9823327,Road to Anowara (R170),link,,772.9999999999677,N/A
632,N1,LRP269,265.01,22.2878052,91.9883886,Km post missing,link,,302.99999999999727,N/A
633,N1,LRP269A,265.313,22.286583,91.9911108,Bridge start,bridge,Bridge,72.00000000000273,B
634,N1,LRP269B,265.385,22.2863052,91.991583,Bridge end,bridge,Bridge,25.000000000034106,B
635,N1,LRP269C,265.41,22.2862497,91.9916941,Road to Chandnaisa(Z1039),link,,599.9999999999659,N/A
636,N1,LRP270,266.01,22.2836386,91.9967497,Km post missing,link,,269.9999999999818,N/A
637,N1,LRP270A,266.28,22.2820549,91.9986663,Box Culvert,bridge,Box Culvert,925.0000000000114,B
638,N1,LRP271,267.205,22.2761938,92.0043889,Info.Missing,link,,213.99999999999864,N/A
639,N1,LRP271A,267.419,22.2745827,92.0053056,Box culvert,bridge,Box Culvert,270.00000000003865,A
640,N1,LRP271B,267.689,22.2722493,92.0055278,Box culvert,bridge,Box Culvert,515.9999999999627,A
641,N1,LRP272,268.205,22.2676104,92.0058056,Km post missing,link,,626.0000000000332,N/A
642,N1,LRP272A,268.831,22.2622222,92.0070556,Bridge start,bridge,Bridge,14.000000000010004,B
643,N1,LRP272B,268.845,22.26210145564516,92.00708382580645,Bridge end,bridge,Bridge,233.99999999998045,B
644,N1,LRP272C,269.079,22.2600833,92.0075556,Box Culvert,bridge,Bridge,125.99999999997635,B
645,N1,LRP273,269.205,22.259,92.0081389,Km post missing,link,,403.00000000002,N/A
646,N1,LRP273A,269.608,22.2557222,92.0096111,Box culvert,bridge,Box Culvert,267.99999999997226,A
647,N1,LRP273B,269.876,22.2538611,92.01125,Box culvert,bridge,Box Culvert,329.00000000000773,A
648,N1,LRP274,270.205,22.2517222,92.0133333,Km post missing,link,,343.00000000001774,N/A
649,N1,LRP274A,270.548,22.249333,92.0152778,Box culvert,bridge,Box Culvert,656.9999999999823,A
650,N1,LRP275,271.205,22.2449997,92.019166,Km post missing,link,,602.0000000000323,N/A
651,N1,LRP275A,271.807,22.2410552,92.0215271,Box culvert,bridge,Box Culvert,478.999999999985,A
652,N1,LRP275B,272.286,22.2371941,92.0230549,Box culvert,bridge,Box Culvert,139.00000000001,A
653,N1,LRP276,272.425,22.236083,92.0234716,Info.Missing,link,,384.9999999999909,N/A
654,N1,LRP276A,272.81,22.2327771,92.0245549,Box culvert,bridge,Steel Beam & RCC Slab,178.99999999997362,B
655,N1,LRP276B,272.989,22.2316938,92.0248882,Bridge start,bridge,Steel Beam & RCC Slab,14.000000000010004,B
656,N1,LRP276C,273.003,22.2315827,92.0249438,Bridge end,bridge,Steel Beam & RCC Slab,216.00000000000819,B
657,N1,LRP277,273.219,22.227916,92.0258882,Info.Missing,link,,12.000000000000455,N/A
658,N1,LRP277A,273.231,22.2278882,92.025916,Bridge start,bridge,Box Culvert,12.000000000000455,B
659,N1,LRP277B,273.243,22.2277771,92.0259438,Bridge end,bridge,Box Culvert,437.0000000000118,B
660,N1,LRP277C,273.68,22.2240271,92.0270827,Box culvert,bridge,Box Culvert,538.9999999999873,A
661,N1,LRP278,274.219,22.2192493,92.0278882,Km post missing,link,,247.99999999999045,N/A
662,N1,LRP278A,274.467,22.2170549,92.0281382,Box culvert,bridge,Box Culvert,515.0000000000432,A
663,N1,LRP278B,274.982,22.2131389,92.0304993,Road To Dhupchheri (Z1026),link,,236.99999999996635,N/A
664,N1,LRP279,275.219,22.2116111,92.0318049,Km post missing,link,,542.00000000003,N/A
665,N1,LRP279A,275.761,22.2084444,92.0356663,Bridge start,bridge,Bridge,54.99999999994998,C
666,N1,LRP279B,275.816,22.2080278,92.0357774,Bridge end,bridge,Bridge,286.00000000000136,C
667,N1,LRP279C,276.102,22.2059444,92.0370274,Bridge start,bridge,Bridge,12.000000000000455,C
668,N1,LRP279D,276.114,22.2058889,92.0371386,Bridge end,bridge,Bridge,105.00000000001819,C
669,N1,LRP280,276.219,22.2054167,92.0380274,Km post missing,link,,1093.999999999994,N/A
670,N1,LRP281,277.313,22.1977774,92.0433886,Info.Missing,link,,699.9999999999886,N/A
671,N1,LRP281A,278.013,22.1917219,92.0453608,Road to Barma (Z1036),link,,313.000000000045,N/A
672,N1,LRP282,278.326,22.1897497,92.046583,Info.Missing,link,,1012.9999999999768,N/A
673,N1,LRP283,279.339,22.1822771,92.0513889,Info.Missing,link,,821.0000000000264,N/A
674,N1,LRP283A,280.16,22.1750827,92.0528611,Box culvert,bridge,Box Culvert,178.99999999997362,B
675,N1,LRP284,280.339,22.1735827,92.0534167,Km post missing,link,,1000.0,N/A
676,N1,LRP285,281.339,22.1652222,92.0548889,Km post missing,link,,1000.0,N/A
677,N1,LRP286,282.339,22.1629722,92.0641944,Km post missing,link,,514.9999999999864,N/A
678,N1,LRP286A,282.854,22.1596667,92.0674716,Bridge start,bridge,Bridge,217.00000000004138,B
679,N1,LRP286B,283.071,22.1580556,92.0686104,Bridge end,bridge,Bridge,267.99999999997226,B
680,N1,LRP287,283.339,22.156,92.0701104,Km post missing,link,,663.9999999999873,N/A
681,N1,LRP287A,284.003,22.1509722,92.0696938,Bridge start,bridge,Box Culvert,9.000000000014552,A
682,N1,LRP287B,284.012,22.1508889,92.069666,Bridge end,bridge,Box Culvert,206.00000000001728,A
683,N1,LRP288,284.218,22.1491386,92.0696104,"Cox,s Bazar 111 km,Kasherhat 5 km",link,,950.999999999965,N/A
684,N1,LRP289,285.169,22.1406663,92.0697771,Keranirhat 4 km,link,,302.99999999999727,N/A
685,N1,LRP289A,285.472,22.1379163,92.0698882,Box Culvert,bridge,Box Culvert,501.0000000000332,A
686,N1,LRP289B,285.973,22.1334441,92.0700827,Box Culvert,bridge,Box Culvert,161.00000000000136,A
687,N1,LRP290,286.134,22.1320549,92.0701938,"Cox,s Bazar 109 km",link,,118.99999999997135,N/A
688,N1,LRP290A,286.253,22.1308049,92.070416,Bridge start,bridge,Bridge,61.00000000003547,A
689,N1,LRP290B,286.314,22.1304716,92.0704993,Bridge end,bridge,Bridge,223.99999999998954,A
690,N1,LRP290C,286.538,22.1285271,92.0708604,Bridge start,bridge,Bridge,31.00000000000591,A
691,N1,LRP290D,286.569,22.1282771,92.070916,Bridge end,bridge,Bridge,484.9999999999568,A
692,N1,LRP291,287.054,22.1240271,92.0715827,Info.Missing,link,,10.000000000047748,N/A
693,N1,LRP291A,287.064,22.123666,92.0716382,Box culvert,bridge,Box Culvert,388.99999999995316,A
694,N1,LRP291B,287.453,22.1208049,92.0719438,Box culvert,bridge,Box Culvert,600.9999999999991,A
695,N1,LRP292,288.054,22.1151944,92.072416,Km post missing,link,,282.0000000000391,N/A
696,N1,LRP292A,288.336,22.1133056,92.0726938,Box culvert,bridge,Box Culvert,717.9999999999609,A
697,N1,LRP293,289.054,22.1062222,92.0738049,Km post missing,link,,558.0000000000496,N/A
698,N1,LRP293A,289.612,22.1021667,92.0740549,Road to Bandarban(N108),link,,111.99999999996635,N/A
699,N1,LRP293B,289.724,22.0993052,92.0743604,Box culvert,bridge,Box Culvert,250.0,A
700,N1,LRP293C,289.974,22.0977497,92.0750271,Road to Satkaria (Z1019),link,,30.00000000002956,N/A
701,N1,LRP294,290.004,22.097583,92.0752216,Km post missing,link,,611.9999999999663,N/A
702,N1,LRP294A,290.616,22.0942219,92.0798604,Box culvert,bridge,Box Culvert,222.00000000003683,A
703,N1,LRP295,290.838,22.092833,92.0812493,"Cox,s Bazar 104 km",link,,955.9999999999604,N/A
704,N1,LRP296,291.794,22.0876941,92.088583,"Cox,s Bazar 103 km,Pasea 5 km",link,,545.9999999999923,N/A
705,N1,LRP296A,292.34,22.0844441,92.0924997,Box culvert,bridge,Box Culvert,418.00000000000637,A
706,N1,LRP297,292.758,22.0826104,92.0958886,"Cox,s Bazar 102 km,Pasha 3 km",link,,300.00000000001137,N/A
707,N1,LRP297A,293.058,22.081166,92.0982774,Box culvert,bridge,Box Culvert,699.9999999999886,A
708,N1,LRP298,293.758,22.0752216,92.1001944,Km post missing,link,,704.0000000000077,N/A
709,N1,LRP298A,294.462,22.0699438,92.1038333,Bridge start,bridge,Bridge,33.00000000001546,A
710,N1,LRP298B,294.495,22.0698049,92.104,Bridge end,bridge,Bridge,177.00000000002092,A
711,N1,LRP299,294.672,22.0686938,92.10525,"Cox,s Bazar 100 km,Pasra 2 km",link,,565.9999999999741,N/A
712,N1,LRP299A,295.238,22.0641667,92.107,Bridge start,bridge,Bridge,45.000000000015916,A
713,N1,LRP299B,295.283,22.0638611,92.1070833,Bridge end,bridge,Bridge,379.99999999999545,A
714,N1,LRP299C,295.663,22.0605556,92.1078056,Box culvert,bridge,Box Culvert,9.000000000014552,A
715,N1,LRP300,295.672,22.0604722,92.1078611,Km post missing,link,,423.0000000000018,N/A
716,N1,LRP300A,296.095,22.0568611,92.1090833,Box culvert,bridge,Box Culvert,514.9999999999864,A
717,N1,LRP300B,296.61,22.0522778,92.1091111,Box culvert,bridge,Box Culvert,62.00000000001182,A
718,N1,LRP301,296.672,22.0516944,92.1090278,Km post missing,link,,329.9999999999841,N/A
719,N1,LRP301A,297.002,22.0486386,92.1082222,Box culvert,bridge,Box Culvert,438.99999999996453,A
720,N1,LRP301B,297.441,22.0449719,92.1078333,Road to Tonkabati (Z1013),link,,95.00000000002728,N/A
721,N1,LRP301C,297.536,22.0443052,92.1073056,Box culvert,bridge,Box Culvert,136.0000000000241,A
722,N1,LRP302,297.672,22.0434441,92.1063056,Km post missing,link,,694.9999999999932,N/A
723,N1,LRP302A,298.367,22.0379163,92.104,Box culvert,bridge,Box Culvert,96.99999999997999,A
724,N1,LRP303,298.464,22.037083,92.1039722,"Cox.s Bazar 96 km,Lohaona 3 km",link,,567.0000000000073,N/A
725,N1,LRP303A,299.031,22.0320827,92.1041667,Box culvert,bridge,Box Culvert,377.9999999999859,A
726,N1,LRP303B,299.409,22.028916,92.1035556,Bridge start,bridge,Bridge,55.00000000000682,A
727,N1,LRP304,299.464,22.0284438,92.1032778,Km post missing,link,,19.000000000005457,N/A
728,N1,LRP304A,299.483,22.0283327,92.1031944,Bridge end,bridge,Bridge,899.0000000000009,A
729,N1,LRP305,300.382,22.020666,92.1015556,"Cox,s Bazar 94 km,Lohaona 1 km",link,,14.000000000010004,N/A
730,N1,LRP305A,300.396,22.0205549,92.1015,Box culvert,bridge,Box Culvert,923.0000000000018,A
731,N1,LRP306,301.319,22.0153056,92.094833,"Cox,s Bazar 93 km,Lohagora 6 km",link,,930.0000000000068,N/A
732,N1,LRP306A,302.249,22.0077222,92.0927497,Box culvert,bridge,Box Culvert,48.99999999997817,A
733,N1,LRP307,302.298,22.0074167,92.0924997,"Cox,s Bazar 92 km,Lohagra 0 km",link,,464.999999999975,N/A
734,N1,LRP307A,302.763,22.0039167,92.0904163,Box culvert,bridge,Box Culvert,540.0000000000205,A
735,N1,LRP307B,303.303,21.9999441,92.0880274,Box culvert,bridge,Box Culvert,16.000000000019554,A
736,N1,LRP308,303.319,21.999833,92.0879997,"Cox,s Bazar 87 km",link,,546.9999999999686,N/A
737,N1,LRP308A,303.866,21.9951108,92.0873608,Box culvert,bridge,Box Culvert,16.999999999995907,A
738,N1,LRP308B,303.883,21.9950552,92.0872774,Box culvert,bridge,Box Culvert,434.0000000000259,A
739,N1,LRP308C,304.317,21.9913886,92.086083,Bridge start,bridge,Bridge,60.000000000002274,A
740,N1,LRP308D,304.377,21.9908886,92.0859163,Bridge end,bridge,Box Culvert,19.000000000005457,A
741,N1,LRP309,304.396,21.9907219,92.0858608,"Cox,s Bazar 86 km,Chokaria 28 km",link,,159.99999999996817,N/A
742,N1,LRP309A,304.556,21.9893886,92.085333,Box culvert,bridge,Box Culvert,406.0000000000059,A
743,N1,LRP309B,304.962,21.9862219,92.0835274,Bridge start,bridge,Bridge,24.00000000000091,A
744,N1,LRP309C,304.986,21.9860552,92.0834441,Bridge end,bridge,Bridge,389.00000000001,A
745,N1,LRP310,305.375,21.9829716,92.0817771,"Cox,s Bazar 87 km,Chokaria 27 km",link,,264.99999999998636,N/A
746,N1,LRP310A,305.64,21.9811104,92.0800271,Bridge start,bridge,Bridge,25.000000000034106,A
747,N1,LRP310B,305.665,21.9810549,92.0799438,Bridge end,bridge,Bridge,253.99999999996226,A
748,N1,LRP310C,305.919,21.9798882,92.0778327,Box culvert,bridge,Box Culvert,342.0000000000414,A
749,N1,LRP310D,306.261,21.9789716,92.0747493,Box culvert,bridge,Box Culvert,132.99999999998136,A
750,N1,LRP311,306.394,21.9781104,92.0739993,"Cox,s Bazar 88 km,Chowria 27 km",link,,1016.9999999999959,N/A
751,N1,LRP312,307.411,21.9729438,92.0670827,"Cox,s Bazar 83 km,Chokaria 25 km",link,,170.99999999999227,N/A
752,N1,LRP312A,307.582,21.9720827,92.0657222,Road to Banskhali (R171),link,,564.0000000000214,N/A
753,N1,LRP312B,308.146,21.967666,92.0635,Box culvert,bridge,Box Culvert,264.99999999998636,A
754,N1,LRP313,308.411,21.9654167,92.0625556,Km post missing,link,,254.99999999999545,N/A
755,N1,LRP313A,308.666,21.9620278,92.0633611,Bridge start,bridge,Bridge,21.000000000015007,A
756,N1,LRP313B,308.687,21.9618611,92.0634444,Bridge end,bridge,Bridge,372.0000000000141,A
757,N1,LRP313C,309.059,21.9590833,92.0653889,Box culvert,bridge,Box Culvert,351.99999999997544,A
758,N1,LRP314,309.411,21.9578333,92.0665833,Km post missing,link,,84.99999999997954,N/A
759,N1,LRP314A,309.496,21.9569167,92.0673327,Box culvert,bridge,Box Culvert,521.000000000015,A
760,N1,LRP314B,310.017,21.9516111,92.0678604,Bridge start,bridge,Bridge,21.000000000015007,A
761,N1,LRP314C,310.038,21.9514444,92.0678604,Bridge end,bridge,Bridge,302.99999999999727,A
762,N1,LRP315,310.341,21.9489441,92.0675271,Info.Missing,link,,461.00000000001273,N/A
763,N1,LRP315A,310.802,21.9446663,92.0668049,Box culvert,bridge,Box Culvert,538.9999999999873,A
764,N1,LRP316,311.341,21.940583,92.0643889,Km post missing,link,,615.0000000000091,N/A
765,N1,LRP316A,311.956,21.9354441,92.0623056,Box culvert,bridge,Box Culvert,252.9999999999859,A
766,N1,LRP316B,312.209,21.9333608,92.0614167,Box culvert,bridge,Box Culvert,156.99999999998226,A
767,N1,LRP317,312.366,21.9322216,92.06075,"Cox,s Bazar 78 km",link,,78.00000000003138,N/A
768,N1,LRP317A,312.444,21.931666,92.0603611,Box culvert,bridge,Box Culvert,264.00000000001,A
769,N1,LRP317B,312.708,21.9296104,92.0592778,Box culvert,bridge,Box Culvert,672.999999999945,A
770,N1,LRP318,313.381,21.9235827,92.0585,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",link,,585.0000000000364,N/A
771,N1,LRP318A,313.966,21.9177216,92.0597778,Box culvert,bridge,Box Culvert,302.99999999999727,A
772,N1,LRP318B,314.269,21.9160833,92.0601389,Box culvert,bridge,Box Culvert,146.99999999999136,A
773,N1,LRP319,314.416,21.9148333,92.0604722,"Cox,s Bazar 76 km",link,,223.0000000000132,N/A
774,N1,LRP319A,314.639,21.9128611,92.0606667,Box culvert,bridge,Box Culvert,510.99999999996726,A
775,N1,LRP319B,315.15,21.9083889,92.0605278,Box culvert,bridge,Box Culvert,270.00000000003865,A
776,N1,LRP320,315.42,21.9059444,92.0609167,"Cox,s Bazar 75 km",link,,307.9999999999927,N/A
777,N1,LRP320A,315.728,21.9031667,92.0611667,Road to Lama(Z1007),link,,564.9999999999977,N/A
778,N1,LRP321,316.293,21.8969997,92.0612222,"Cox,s Bazar 74 km",link,,62.99999999998818,N/A
779,N1,LRP321A,316.356,21.89646793301105,92.06108684571824,Road to Toitong (Z1124),link,,661.0000000000014,N/A
780,N1,LRP321B,317.017,21.8908886,92.0596667,Box culvert,bridge,Box Culvert,281.99999999998226,A
781,N1,LRP322,317.299,21.8883886,92.0600833,"Cox,s Bazar 73 km",link,,833.0000000000268,N/A
782,N1,LRP322A,318.132,21.8810271,92.0589722,Box culvert,bridge,Box Culvert,178.99999999997362,A
783,N1,LRP323,318.311,21.879416,92.0590833,Cox's Bazar 72 km,link,,508.0000000000382,N/A
784,N1,LRP323A,318.819,21.874916,92.0591111,Box culvert,bridge,Box Culvert,500.99999999997635,A
785,N1,LRP324,319.32,21.8704993,92.0591389,Info.Missing,link,,906.9999999999823,N/A
786,N1,LRP324A,320.227,21.8625,92.0595,Box culvert,bridge,Box Culvert,93.00000000001774,A
787,N1,LRP325,320.32,21.8616389,92.0596111,Km post missing,link,,221.99999999998,N/A
