id,road,lrp,chainage,lat,lon,name,model_type,structure_type,length,condition
1044,N1,LRP402B,397.141,21.3238049,92.0857219,Bridge end,bridge,Bridge,509.9999999999909,C
1045,N1,LRP402C,397.651,21.3207493,92.0893052,Box culvert,bridge,Arch Masonry,336.9999999999891,B
1046,N1,LRP403,397.988,21.3187493,92.0916108,Km post broken,link,,115.0000000000091,N/A
1047,N1,LRP403A,398.103,21.3179438,92.0921663,Bridge start,bridge,Steel Beam & RCC Slab,19.99999999998181,C
1048,N1,LRP403B,398.123,21.3177771,92.0922497,Bridge end,bridge,Steel Beam & RCC Slab,81.99999999999363,C
1049,N1,LRP403C,398.205,21.317666,92.0930274,Road to Ramu(Z1009),link,,713.0000000000223,N/A
1050,N1,LRP403D,398.918,21.3125,92.096333,Bridge start,bridge,Steel Beam & RCC Slab,52.00000000002092,C
1051,N1,LRP403E,398.97,21.3121944,92.0966941,Bridge end,bridge,Box Culvert,24.00000000000091,B
1052,N1,LRP404,398.994,21.3120278,92.0969163,"Teknaf 63 km,Uthia 9 km",link,,219.99999999997044,N/A
1053,N1,LRP404A,399.214,21.3101667,92.0974997,"Z1503, Maricha Dakbunglow Road",link,,759.9999999999909,N/A
1054,N1,LRP404B,399.974,21.3039722,92.0967497,Box culvert,bridge,Culvert,23.000000000024556,C
1055,N1,LRP405,399.997,21.3037778,92.0968052,"Teknaf 62 km,Uthia 8 km",link,,555.0000000000068,N/A
1056,N1,LRP405A,400.552,21.2989441,92.0976108,Box culvert,bridge,Steel Beam & RCC Slab,425.9999999999877,D
1057,N1,LRP405B,400.978,21.2956386,92.0993886,Bridge start,bridge,Steel Beam & RCC Slab,74.00000000001228,D
1058,N1,LRP405C,401.052,21.2949997,92.0993886,Bridge end,bridge,Steel Beam & RCC Slab,7.999999999981355,D
1059,N1,LRP406,401.06,21.2949163,92.0994163,"Teknaf 61 km,Uthia 7 km",link,,963.9999999999986,N/A
1060,N1,LRP407,402.024,21.2863608,92.1001667,"Teknaf 60 km,Uthia 6 km",link,,274.99999999997726,N/A
1061,N1,LRP407A,402.299,21.2839441,92.1005278,Box culvert,bridge,Box Culvert,136.0000000000241,A
1062,N1,LRP407B,402.435,21.282777512080536,92.10067986442952,Bridge start,bridge,Box Culvert,12.999999999976808,A
1063,N1,LRP407C,402.448,21.282666,92.1006944,Bridge end,bridge,Box Culvert,427.99999999999727,A
1064,N1,LRP407D,402.876,21.2790827,92.1019722,Box culvert,bridge,Box Culvert,168.00000000000637,A
1065,N1,LRP408,403.044,21.277666,92.1026111,"Teknaf 59 km,Uthia 5 km",link,,996.0000000000377,N/A
1066,N1,LRP409,404.04,21.2695827,92.1066111,"Teknaf 58 km,Uthia 4 km",link,,14.999999999986358,N/A
1067,N1,LRP409A,404.055,21.2694716,92.1066667,Box culvert,bridge,Steel Beam & RCC Slab,291.99999999997317,A
1068,N1,LRP409B,404.347,21.2678604,92.1088333,Bridge start,bridge,Steel Beam & RCC Slab,26.00000000001046,C
1069,N1,LRP409C,404.373,21.2677493,92.109,Bridge end,bridge,Steel Beam & RCC Slab,581.0000000000173,C
1070,N1,LRP409D,404.954,21.2646111,92.1134444,Box Culvert,bridge,Steel Beam & RCC Slab,89.99999999997499,C
1071,N1,LRP410,405.044,21.2641111,92.1140833,"Teknaf 57 km,Uthia 3 km",link,,14.000000000010004,N/A
1072,N1,LRP410A,405.058,21.2639722,92.1141944,Bridge start,bridge,Steel Beam & RCC Slab,45.000000000015916,C
1073,N1,LRP410B,405.103,21.2637222,92.1144722,Bridge end,bridge,Steel Beam & RCC Slab,233.99999999998045,C
1074,N1,LRP410C,405.337,21.2623611,92.1161667,Bridge start,bridge,Steel Beam & RCC Slab,18.000000000029104,C
1075,N1,LRP410D,405.355,21.26225,92.1163056,Bridge end,bridge,Steel Beam & RCC Slab,714.999999999975,C
1076,N1,LRP411,406.07,21.2580278,92.1214438,"Teknaf 56 km,Uthia 2 km",link,,223.99999999998954,N/A
1077,N1,LRP411A,406.294,21.2565556,92.122916,Bridge start,bridge,Arch Masonry,13.000000000033651,A
1078,N1,LRP411B,406.307,21.2565,92.1229716,Bridge end,bridge,Arch Masonry,238.9999999999759,A
1079,N1,LRP411C,406.546,21.2550278,92.1245827,Box culvert,bridge,Culvert,250.0,A
1080,N1,LRP411D,406.796,21.2537778,92.1266382,Box culvert,bridge,Steel Beam & RCC Slab,276.00000000001046,C
1081,N1,LRP412,407.072,21.2521944,92.1286104,"Teknaf 55 km,Uthia 1 km",link,,16.999999999995907,N/A
1082,N1,LRP412A,407.089,21.2521111,92.1287493,Box culvert,bridge,Steel Beam & RCC Slab,120.00000000000455,C
1083,N1,LRP412B,407.209,21.2504722,92.1307493,Bridge start,bridge,Steel Beam & RCC Slab,89.99999999997499,C
1084,N1,LRP412C,407.299,21.2504167,92.1307493,Bridge end,bridge,Steel Beam & RCC Slab,781.0000000000059,C
1085,N1,LRP412D,408.08,21.248083,92.1341108,Bridge start,bridge,Culvert,13.000000000033651,C
1086,N1,LRP412E,408.093,21.2479997,92.1342219,Bridge end,bridge,Culvert,40.99999999999682,C
1087,N1,LRP413,408.134,21.2462219,92.1364719,Teknaf 54 km,link,,300.00000000001137,N/A
1088,N1,LRP413A,408.434,21.2447497,92.1389441,"Z1503, Maricha Dukbanglow road",link,,382.99999999998136,N/A
1089,N1,LRP413B,408.817,21.242333,92.1413608,Bridge start,bridge,Steel Beam & RCC Slab,21.99999999999136,B
1090,N1,LRP413C,408.839,21.2422219,92.1415552,Bridge end,bridge,Steel Beam & RCC Slab,302.0000000000209,B
1091,N1,LRP414,409.141,21.2412497,92.1440552,Teknaf 53 km,link,,979.9999999999613,N/A
1092,N1,LRP415,410.121,21.2357774,92.1511667,Teknaf 52 km,link,,998.0000000000473,N/A
1093,N1,LRP416,411.119,21.236333,92.1586667,Teknaf 51km,link,,1009.9999999999909,N/A
1094,N1,LRP417,412.129,21.2283604,92.1617222,Teknaf 50 km,link,,264.99999999998636,N/A
1095,N1,LRP417A,412.394,21.2261382,92.1611667,Box culvert,bridge,Steel Beam & RCC Slab,209.00000000000318,C
1096,N1,LRP417B,412.603,21.2243327,92.1614444,Box culvert,bridge,Culvert,527.9999999999632,B
1097,N1,LRP418,413.131,21.2198049,92.1618611,Info.Missing,link,,400.0000000000341,N/A
1098,N1,LRP418A,413.531,21.2165556,92.1626944,Box culvert,bridge,Culvert,302.99999999999727,C
1099,N1,LRP418B,413.834,21.2152778,92.1649722,Box culvert,bridge,Culvert,195.99999999996953,A
1100,N1,LRP418C,414.03,21.2142778,92.166666,Box culvert,bridge,Culvert,106.00000000005139,A
1101,N1,LRP419,414.136,21.21375,92.1674438,Teknaf 47km,link,,127.9999999999859,N/A
1102,N1,LRP419A,414.264,21.2127222,92.1678882,Box culvert,bridge,Culvert,243.99999999997135,A
1103,N1,LRP419B,414.508,21.2105833,92.1681382,Box culvert,bridge,Culvert,100.00000000002274,A
1104,N1,LRP419C,414.608,21.2096944,92.168416,Box culvert,bridge,Box Culvert,536.0000000000014,A
1105,N1,LRP420,415.144,21.2056389,92.1703327,Teknaf 46 km,link,,526.9999999999868,N/A
1106,N1,LRP420A,415.671,21.2011389,92.170416,Box culvert,bridge,Box Culvert,247.99999999999045,A
1107,N1,LRP420B,415.919,21.1989997,92.1703604,Box culvert,bridge,Bridge,125.0,A
1108,N1,LRP420C,416.044,21.1977219,92.1705549,"Z1504, Ukhia Gundum Road",link,,112.99999999999955,N/A
1109,N1,LRP421,416.157,21.1969441,92.1707493,Info.Missing,link,,47.000000000025466,N/A
1110,N1,LRP421A,416.204,21.1965552,92.1708604,Box culvert,bridge,Bridge,483.99999999998045,A
1111,N1,LRP421B,416.688,21.1925552,92.1697216,Bridge start,bridge,Bridge,42.00000000003001,A
1112,N1,LRP421C,416.73,21.1923052,92.1695271,Bridge end,bridge,Bridge,260.99999999996726,A
1113,N1,LRP421D,416.991,21.1906108,92.167916,Box culvert,bridge,Bridge,173.00000000000182,A
1114,N1,LRP422,417.164,21.1897497,92.166666,Info.Missing,link,,456.99999999999363,N/A
1115,N1,LRP422A,417.621,21.1866386,92.1638056,Box culvert,bridge,Bridge,313.000000000045,D
1116,N1,LRP422B,417.934,21.1859441,92.1610833,Bridge start,bridge,Box Culvert,22.999999999967713,A
1117,N1,LRP422C,417.957,21.185833,92.1609167,Bridge end,bridge,Box Culvert,233.0000000000041,A
1118,N1,LRP423,418.19,21.1843052,92.1594167,Info.Missing,link,,699.0000000000123,N/A
1119,N1,LRP423A,418.889,21.178666,92.1574722,Box culvert,bridge,Box Culvert,290.9999999999968,C
1120,N1,LRP424,419.18,21.1761938,92.1566111,Info.Missing,link,,242.999999999995,N/A
1121,N1,LRP424A,419.423,21.1742771,92.1557222,Box culvert,bridge,Bridge,281.99999999998226,C
1122,N1,LRP424B,419.705,21.1718327,92.1551389,Box culvert,bridge,Bridge,242.999999999995,A
1123,N1,LRP424C,419.948,21.1698049,92.1545833,Bridge start,bridge,Bridge,48.00000000000182,A
1124,N1,LRP424D,419.996,21.1694993,92.1543056,Bridge end,bridge,Bridge,155.00000000002956,B
1125,N1,LRP424E,420.151,21.168416,92.1532778,Box culvert,bridge,Box Culvert,110.00000000001364,A
1126,N1,LRP425,420.261,21.1677216,92.1527778,Info.Missing,link,,64.99999999999773,N/A
1127,N1,LRP425A,420.326,21.1673327,92.1524167,Box culvert,bridge,Bridge,252.9999999999859,B
1128,N1,LRP425B,420.579,21.1652222,92.1521667,Bridge start,bridge,Box Culvert,31.999999999982265,A
1129,N1,LRP425C,420.611,21.1649444,92.1521944,Bridge end,bridge,Box Culvert,194.99999999999318,A
1130,N1,LRP425D,420.806,21.16325,92.1522222,Box culvert,bridge,Box Culvert,88.99999999999864,C
1131,N1,LRP425E,420.895,21.1624722,92.1522778,Box Culvert,bridge,Box Culvert,235.99999999999,C
1132,N1,LRP425F,421.131,21.1604167,92.1525,Box culvert,bridge,Box Culvert,108.00000000000409,A
1133,N1,LRP426,421.239,21.1595,92.1526111,Info.Missing,link,,21.000000000015007,N/A
1134,N1,LRP426A,421.26,21.1593056,92.1526111,Box culvert,bridge,Box Culvert,73.00000000003593,C
1135,N1,LRP426B,421.333,21.1586667,92.1525,Box culvert,bridge,Box Culvert,354.99999999996135,C
1136,N1,LRP426C,421.688,21.1556389,92.1527778,Box culvert,bridge,Box Culvert,216.99999999998454,C
1137,N1,LRP426D,421.905,21.1537778,92.1528611,Box culvert,bridge,Bridge,212.00000000004593,C
1138,N1,LRP426E,422.117,21.1521944,92.1535278,Box culvert,bridge,Bridge,197.99999999997908,C
1139,N1,LRP427,422.315,21.1507222,92.1545,Info.Missing,link,,538.0000000000109,N/A
1140,N1,LRP427A,422.853,21.147333,92.1574167,Box culvert,bridge,Bridge,368.99999999997135,A
1141,N1,LRP427B,423.222,21.1442774,92.1586389,Bridge start,bridge,Bridge,19.000000000005457,B
1142,N1,LRP427C,423.241,21.1441663,92.1586944,Bridge end,bridge,Bridge,81.00000000001728,B
1143,N1,LRP428,423.322,21.1435274,92.1589722,Teknaf 38 km,link,,247.99999999999045,N/A
1144,N1,LRP428A,423.57,21.1414997,92.1599167,Bridge start,bridge,Bridge,60.99999999997863,C
1145,N1,LRP428B,423.631,21.1410552,92.1602222,Bridge end,bridge,Bridge,603.0000000000086,C
1146,N1,LRP428C,424.234,21.1381108,92.1648611,Box culvert,bridge,Box Culvert,116.00000000004229,A
1147,N1,LRP429,424.35,21.1379719,92.1659167,Info.Missing,link,,122.99999999999045,N/A
1148,N1,LRP429A,424.473,21.137833,92.1671104,Box culvert,bridge,Bridge,130.9999999999718,C
1149,N1,LRP429B,424.604,21.1375552,92.1683049,Box culvert,bridge,Bridge,271.000000000015,D
1150,N1,LRP429C,424.875,21.1372219,92.1708882,Box culvert,bridge,Box Culvert,199.99999999998863,C
1151,N1,LRP429D,425.075,21.1371108,92.1727771,Box culvert,bridge,Bridge,120.00000000000455,B
1152,N1,LRP429E,425.195,21.1368886,92.173916,Bridge start,bridge,Bridge,30.00000000002956,B
1153,N1,LRP429F,425.225,21.1367219,92.1741382,Bridge end,bridge,Bridge,127.9999999999859,B
1154,N1,LRP430,425.353,21.1363886,92.1752493,Info.Missing,link,,31.999999999982265,N/A
1155,N1,LRP430A,425.385,21.1363608,92.1755549,Box culvert,bridge,Bridge,213.00000000002228,A
1156,N1,LRP430B,425.598,21.1353886,92.1770827,Box culvert,bridge,Box Culvert,493.99999999997135,C
1157,N1,LRP430C,426.092,21.1333886,92.1806938,Bridge start,bridge,Bridge,16.999999999995907,A
1158,N1,LRP430D,426.109,21.1333608,92.1808327,Bridge end,bridge,Bridge,176.00000000004457,A
1159,N1,LRP430E,426.285,21.1329438,92.1824438,Box culvert,bridge,Bridge,96.99999999997999,B
1160,N1,LRP431,426.382,21.1326938,92.183333,Info.Missing,link,,159.99999999996817,N/A
1161,N1,LRP431A,426.542,21.1319716,92.1846108,Box culvert,bridge,Bridge,174.00000000003502,B
1162,N1,LRP431B,426.716,21.1309716,92.1856941,Box culvert,bridge,Bridge,665.9999999999968,B
1163,N1,LRP432,427.382,21.1269438,92.1902219,Km post missing,link,,12.000000000000455,N/A
1164,N1,LRP432A,427.394,21.1268327,92.1902774,Box culvert,bridge,Box Culvert,336.9999999999891,B
1165,N1,LRP432B,427.731,21.1242771,92.1918886,Box culvert,bridge,Bridge,40.99999999999682,A
1166,N1,LRP432C,427.772,21.1239993,92.1919997,Box culvert,bridge,Bridge,134.00000000001455,A
1167,N1,LRP432D,427.906,21.1229993,92.1926663,Box culvert,bridge,Bridge,112.99999999999955,C
1168,N1,LRP432E,428.019,21.122166,92.1931941,Box culvert,bridge,Bridge,84.99999999997954,A
1169,N1,LRP432F,428.104,21.1214993,92.1935552,Box culvert,bridge,Bridge,283.00000000001546,B
1170,N1,LRP433,428.387,21.1198604,92.1954719,Info.Missing,link,,110.99999999999,N/A
1171,N1,LRP433A,428.498,21.1190827,92.1960274,Box culvert,bridge,Box Culvert,192.99999999998363,A
1172,N1,LRP433B,428.691,21.1175827,92.1966663,Box culvert,bridge,Box Culvert,127.00000000000955,A
1173,N1,LRP433C,428.818,21.1165,92.1969163,Box culvert,bridge,Culvert,51.000000000044565,A
1174,N1,LRP433D,428.869,21.1161389,92.1969997,Box culvert,bridge,Culvert,38.99999999998727,A
1175,N1,LRP433E,428.908,21.1158333,92.1971386,Z1133 Road to Shaplapur,link,,86.99999999998909,N/A
1176,N1,LRP433F,428.995,21.1151667,92.1975552,Bridge start,bridge,Bridge,77.99999999997453,B
1177,N1,LRP433G,429.073,21.1146111,92.1979719,Bridge end,bridge,Bridge,377.00000000000955,B
1178,N1,LRP434,429.45,21.1121111,92.2002778,Info.Missing,link,,47.000000000025466,N/A
1179,N1,LRP434A,429.497,21.1118611,92.2006389,Box culvert,bridge,Box Culvert,314.9999999999977,A
1180,N1,LRP434B,429.812,21.1090556,92.2045278,Box culvert,bridge,Box Culvert,430.0000000000068,A
1181,N1,LRP434C,430.242,21.1078333,92.2058611,Box culvert,bridge,Box Culvert,197.99999999997908,A
1182,N1,LRP434D,430.44,21.1078333,92.2069444,Box culvert,bridge,Box Culvert,69.99999999999318,A
1183,N1,LRP435,430.51,21.1058333,92.20725,Km post broken,link,,64.00000000002137,N/A
1184,N1,LRP435A,430.574,21.1053611,92.2073889,Box culvert,bridge,Box Culvert,120.00000000000455,C
1185,N1,LRP435B,430.694,21.1043611,92.2075278,Box culvert,bridge,Box Culvert,206.99999999999363,C
1186,N1,LRP435C,430.901,21.1026389,92.2077778,Box culvert,bridge,Bridge,171.99999999996862,A
1187,N1,LRP435D,431.073,21.1012778,92.2081389,Box culvert,bridge,Bridge,220.00000000002728,A
1188,N1,LRP435E,431.293,21.0996386,92.2091667,Box culvert,bridge,Box Culvert,284.99999999996817,A
1189,N1,LRP436,431.578,21.0975552,92.2105,Info.Missing,link,,28.00000000002001,N/A
1190,N1,LRP436A,431.606,21.097333,92.2106111,Box culvert,bridge,Box Culvert,399.0000000000009,A
1191,N1,LRP436B,432.005,21.0939441,92.2118611,Bridge start,bridge,Box Culvert,36.000000000001364,A
1192,N1,LRP436C,432.041,21.0936663,92.2119444,Bridge end,bridge,Box Culvert,158.00000000001546,A
1193,N1,LRP436D,432.199,21.0923052,92.2123333,Box culvert,bridge,Culvert,235.00000000001364,A
1194,N1,LRP436E,432.434,21.090333,92.2129444,Box culvert,bridge,Culvert,143.9999999999486,A
1195,N1,LRP437,432.578,21.0891941,92.2135,Km post missing,link,,346.00000000000364,N/A
1196,N1,LRP437A,432.924,21.0864997,92.2151111,Box culvert,bridge,Box Culvert,68.00000000004047,A
1197,N1,LRP437B,432.992,21.0859441,92.2153889,Box culvert,bridge,Box Culvert,252.9999999999859,A
1198,N1,LRP437C,433.245,21.0838608,92.2161111,Box culvert / Box culvert,bridge,Bridge,332.99999999997,A
1199,N1,LRP438,433.578,21.0811104,92.2169438,Km post missing,link,,105.00000000001819,N/A
1200,N1,LRP438A,433.683,21.0803049,92.2174993,Box culvert,bridge,Box Culvert,261.0000000000241,A
1201,N1,LRP438B,433.944,21.0783327,92.2186382,Box culvert,bridge,Box Culvert,58.99999999996908,A
1202,N1,LRP438C,434.003,21.077916,92.2189993,Box culvert,bridge,Culvert,259.9999999999909,A
1203,N1,LRP438D,434.263,21.0765549,92.2209993,Box culvert,bridge,Bridge,259.00000000001455,C
1204,N1,LRP438E,434.522,21.0745271,92.2220549,Box culvert,bridge,Bridge,146.000000000015,A
1205,N1,LRP439,434.668,21.0735271,92.2226104,Info.Missing,link,,110.00000000001364,N/A
1206,N1,LRP439A,434.778,21.0728327,92.2232216,Box culvert,bridge,Box Culvert,181.99999999995953,A
1207,N1,LRP439B,434.96,21.071666,92.2242216,Box culvert,bridge,Bridge,312.0000000000118,B
1208,N1,LRP439C,435.272,21.0691104,92.2246382,Box culvert,bridge,Bridge,250.0,C
1209,N1,LRP439D,435.522,21.0668882,92.2246104,Box culvert,bridge,Box Culvert,146.000000000015,A
1210,N1,LRP440,435.668,21.0655833,92.2245549,Km post missing,link,,77.99999999997453,N/A
1211,N1,LRP440A,435.746,21.0650556,92.2245271,Box culvert,bridge,Box Culvert,261.0000000000241,A
1212,N1,LRP440B,436.007,21.063,92.2254993,Box culvert,bridge,Box Culvert,187.99999999998818,A
1213,N1,LRP440C,436.195,21.0615556,92.2262771,Box culvert,bridge,Bridge,204.00000000000773,B
1214,N1,LRP440D,436.399,21.0597778,92.2263882,Bridge start,bridge,Bridge,14.999999999986358,B
1215,N1,LRP440E,436.414,21.0596667,92.2263882,Bridge end,bridge,Bridge,341.99999999998454,B
1216,N1,LRP441,436.756,21.0565833,92.2266104,Info.Missing,link,,184.00000000002592,N/A
1217,N1,LRP441A,436.94,21.0549722,92.2268049,Box culvert,bridge,Bridge,648.0000000000246,B
1218,N1,LRP441B,437.588,21.0513611,92.2302493,Bridge start,bridge,Box Culvert,37.99999999995407,C
1219,N1,LRP441C,437.626,21.0513611,92.2305827,Bridge end,bridge,Box Culvert,125.0,C
1220,N1,LRP442,437.751,21.0513056,92.2317493,Teknaf 24 km,link,,64.00000000002137,N/A
1221,N1,LRP442A,437.815,21.0512778,92.2323327,Box culvert,bridge,Box Culvert,189.00000000002137,C
1222,N1,LRP442B,438.004,21.0507222,92.2338608,Box culvert,bridge,Box Culvert,327.99999999997453,C
1223,N1,LRP442C,438.332,21.0479441,92.2346386,Box culvert,bridge,Bridge,381.00000000002865,C
1224,N1,LRP442D,438.713,21.0446941,92.2356941,Box culvert,bridge,Bridge,86.99999999998909,C
1225,N1,LRP443,438.8,21.0439163,92.2359441,Teknaf 23 km,link,,396.99999999999136,N/A
1226,N1,LRP443A,439.197,21.0407497,92.2374997,Box culvert,bridge,Box Culvert,540.0000000000205,C
1227,N1,LRP443B,439.737,21.0363608,92.2396941,Bridge start,bridge,Box Culvert,40.99999999999682,A
1228,N1,LRP443C,439.778,21.0360552,92.2398608,Bridge end,bridge,Box Culvert,270.99999999995816,A
1229,N1,LRP444,440.049,21.0338608,92.2407774,Teknaf 21 km,link,,203.00000000003138,N/A
1230,N1,LRP444A,440.252,21.0321104,92.241083,Box culvert,bridge,Bridge,233.0000000000041,B
1231,N1,LRP444B,440.485,21.0300549,92.2413608,Box culvert,bridge,Culvert,353.999999999985,A
1232,N1,LRP444C,440.839,21.0269438,92.2416941,Box culvert,bridge,Culvert,209.00000000000318,A
1233,N1,LRP445,441.048,21.0249993,92.2418608,Km post missing,link,,243.99999999997135,N/A
1234,N1,LRP445A,441.292,21.0228882,92.2420274,Bridge start,bridge,Culvert,35.00000000002501,A
1235,N1,LRP445B,441.327,21.0226104,92.2420552,Bridge end,bridge,Culvert,483.99999999998045,A
1236,N1,LRP446,441.811,21.0186104,92.2431386,Infor.missing,link,,206.99999999999363,N/A
1237,N1,LRP446A,442.018,21.0169993,92.2440274,Box culvert,bridge,Culvert,256.00000000002865,A
1238,N1,LRP446B,442.274,21.0150833,92.245333,Box culvert,bridge,Culvert,606.9999999999709,A
1239,N1,LRP447,442.881,21.0107222,92.2487219,Teknaf 20 km,link,,91.00000000000819,N/A
1240,N1,LRP447A,442.972,21.0101389,92.2492497,Box culvert,bridge,Bridge,316.0000000000309,B
1241,N1,LRP447B,443.288,21.0078889,92.251,Box culvert,bridge,Bridge,200.99999999996498,B
1242,N1,LRP447C,443.489,21.0064444,92.2520833,Box culvert,bridge,Culvert,424.000000000035,B
1243,N1,LRP448,443.913,21.0029444,92.2531944,Teknaf 29 km,link,,444.9999999999932,N/A
1244,N1,LRP448A,444.358,20.9990274,92.2537778,Bridge start,bridge,Bridge,50.00000000001137,C
1245,N1,LRP448B,444.408,20.9986386,92.2538889,Bridge end,bridge,Bridge,502.9999999999859,C
1246,N1,LRP448C,444.911,20.9942497,92.2545278,Box culvert,bridge,Bridge,33.999999999991815,C
1247,N1,LRP449,444.945,20.9940274,92.2546111,Teknaf 18 km,link,,742.0000000000186,N/A
1248,N1,LRP449A,445.687,20.9875274,92.2545556,Box culvert,bridge,Bridge,276.9999999999868,C
1249,N1,LRP450,445.964,20.9852774,92.2536389,Infor.missing,link,,891.9999999999959,N/A
1250,N1,LRP450A,446.856,20.9778049,92.25075,Bridge start,bridge,Bridge,31.999999999982265,A
1251,N1,LRP450B,446.888,20.9775827,92.2506111,Bridge end,bridge,Bridge,76.00000000002183,A
1252,N1,LRP451,446.964,20.9769438,92.2502222,Km post missing,link,,860.99999999999,N/A
1253,N1,LRP451A,447.825,20.9697216,92.2485552,Box culvert,bridge,Box Culvert,174.00000000003502,A
1254,N1,LRP452,447.999,20.9682771,92.2488052,Infor.missing,link,,118.99999999997135,N/A
1255,N1,LRP452A,448.118,20.9673604,92.2491663,Bridge start,bridge,Bridge,42.00000000003001,B
1256,N1,LRP452B,448.16,20.9671104,92.2494441,Bridge end,bridge,Bridge,336.9999999999891,B
1257,N1,LRP452C,448.497,20.9648611,92.2515278,Box culvert,bridge,Box Culvert,322.9999999999791,A
1258,N1,LRP452D,448.82,20.9622778,92.2528889,Bridge start,bridge,Bridge,31.00000000000591,A
1259,N1,LRP452E,448.851,20.9620556,92.2530556,Bridge end,bridge,Bridge,168.00000000000637,A
1260,N1,LRP453,449.019,20.9606389,92.2535,Info.Missing,link,,302.0000000000209,N/A
1261,N1,LRP453A,449.321,20.9580833,92.2543056,Box culvert,bridge,Box Culvert,169.99999999995907,A
1262,N1,LRP453B,449.491,20.9566667,92.2548056,Box culvert,bridge,Box Culvert,336.00000000001273,A
1263,N1,LRP453C,449.827,20.9538889,92.2559722,Box culvert,bridge,Bridge,93.00000000001774,A
1264,N1,LRP453D,449.92,20.9531667,92.2562778,Box culvert,bridge,Bridge,120.00000000000455,A
1265,N1,LRP453E,450.04,20.95225,92.2566111,Box culvert,bridge,Bridge,15.99999999996271,A
1266,N1,LRP454,450.056,20.9521667,92.2566944,Info.Missing,link,,335.0000000000364,N/A
1267,N1,LRP454A,450.391,20.94957125079681,92.25817740896414,Box culvert,bridge,Bridge,166.99999999997317,A
1268,N1,LRP454B,450.558,20.9482774,92.2589167,Bridge start,bridge,Box Culvert,45.99999999999227,A
1269,N1,LRP454C,450.604,20.9481386,92.2593056,Bridge end,bridge,Box Culvert,330.0000000000409,A
1270,N1,LRP454D,450.934,20.9459163,92.2603333,Box culvert,bridge,Box Culvert,186.99999999995498,A
1271,N1,LRP455,451.121,20.9445552,92.2603333,Info.Missing,link,,99.00000000004638,N/A
1272,N1,LRP455A,451.22,20.9436941,92.2603056,Box culvert,bridge,Bridge,751.9999999999527,C
1273,N1,LRP455B,451.972,20.9373886,92.2623333,Bridge start,bridge,Bridge,40.000000000020464,B
1274,N1,LRP455C,452.012,20.9371108,92.2624722,Bridge end,bridge,Bridge,108.99999999998045,B
1275,N1,LRP456,452.121,20.9361663,92.2628611,Km post missing,link,,12.000000000000455,N/A
1276,N1,LRP456A,452.133,20.9361108,92.2628611,Box culvert,bridge,Bridge,165.99999999999682,B
1277,N1,LRP456B,452.299,20.9346663,92.2631667,Box culvert,bridge,Bridge,40.000000000020464,A
1278,N1,LRP456C,452.339,20.934333,92.26325,Box culvert,bridge,Bridge,149.99999999997726,A
1279,N1,LRP456D,452.489,20.9330549,92.2635,Box culvert,bridge,Bridge,388.00000000003365,A
1280,N1,LRP456E,452.877,20.929666,92.2641111,Bridge start,bridge,Culvert,36.99999999997772,A
1281,N1,LRP456F,452.914,20.9293327,92.2641389,Bridge end,bridge,Culvert,256.00000000002865,A
1282,N1,LRP457,453.17,20.9270827,92.2644444,Infor.missing,link,,380.9999999999718,N/A
1283,N1,LRP457A,453.551,20.9238882,92.2653889,Bridge start,bridge,Culvert,50.99999999998772,D
1284,N1,LRP457B,453.602,20.9234993,92.2656111,Bridge end,bridge,Culvert,530.0000000000296,D
1285,N1,LRP457C,454.132,20.9195827,92.268416,Bridge start,bridge,Box Culvert,16.999999999995907,A
1286,N1,LRP457D,454.149,20.9194993,92.2684716,Bridge end,bridge,Box Culvert,55.00000000000682,A
1287,N1,LRP457E,454.204,20.9189993,92.2686382,Box Culvert,bridge,Box Culvert,29.999999999972715,A
1288,N1,LRP458,454.234,20.9187771,92.2687771,Teknaf 8 km,link,,140.0000000000432,N/A
1289,N1,LRP458A,454.374,20.9176382,92.2692493,Box Culvert,bridge,Bridge,254.99999999999545,A
1290,N1,LRP458B,454.629,20.9157222,92.2704993,Bridge start,bridge,Box Culvert,37.99999999995407,B
1291,N1,LRP458C,454.667,20.9154167,92.2706938,Bridge end,bridge,Box Culvert,232.00000000002774,B
1292,N1,LRP458D,454.899,20.9136389,92.2718604,Box Culvert,bridge,Culvert,83.00000000002683,A
1293,N1,LRP458E,454.982,20.9132778,92.2721938,Box culvert,bridge,Bridge,117.999999999995,A
1294,N1,LRP458F,455.1,20.9123889,92.2729716,Box Culvert,bridge,Bridge,25.999999999953616,A
1295,N1,LRP459,455.126,20.9122222,92.2729438,Teknaf 7 km,link,,446.0000000000264,N/A
1296,N1,LRP459A,455.572,20.9088889,92.275166,Bridge start,bridge,Bridge,47.000000000025466,A
1297,N1,LRP459B,455.619,20.9085556,92.2753604,Bridge end,bridge,Bridge,237.99999999999955,A
1298,N1,LRP459C,455.857,20.90675,92.2764993,Box Culvert,bridge,Culvert,122.99999999999045,A
1299,N1,LRP459D,455.98,20.9059444,92.2771104,Box culvert,bridge,Culvert,145.99999999995816,A
1300,N1,LRP460,456.126,20.9048333,92.277916,Km post missing,link,,16.999999999995907,N/A
1301,N1,LRP460A,456.143,20.9047222,92.2779716,Box Culvert,bridge,Bridge,194.00000000001683,A
1302,N1,LRP460B,456.337,20.9033333,92.2789438,Box Culvert,bridge,Bridge,103.00000000000864,A
