infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
6,Km post missing (LRP003),link,N1,Km post missing,77304,77304
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77302,77302
5,Box culvert (LRP002A),bridge,N1,Box culvert,77301,77301
3,Km post missing (LRP001),link,N1,Km post missing,77300,77300
9,Km post missing (LRP005),link,N1,Km post missing,77297,77297
4,Km post missing (LRP002),link,N1,Km post missing,77296,77296
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77294,77294
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77294,77294
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77294,77294
7,Km post missing (LRP004),link,N1,Km post missing,77292,77292
10,Km post missing (LRP006),link,N1,Km post missing,77291,77291
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77290,77290
11,Km post missing (LRP007),link,N1,Km post missing,77289,77289
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77289,77289
15,Bridge end (LRP008B),bridge,N1,Bridge end,77285,77285
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77282,77282
13,Km post missing (LRP008),link,N1,Km post missing,77281,77281
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,40011,40011
1350,Km post broken (LRP007),link,N2,Km post broken,40009,40009
1348,Km post broken (LRP006),link,N2,Km post broken,40008,40008
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",40007,40007
1346,Information missing (LRP004),link,N2,Information missing,40006,40006
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),40005,40005
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,40003,40003
1344,Km post missing (LRP003),link,N2,Km post missing,40002,40002
1343,Bridge end (LRP002B),bridge,N2,Bridge end,40001,40001
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,40000,40000
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,40000,40000
1342,Bridge start (LRP002A),bridge,N2,Bridge start,40000,40000
1352,Km post missing (LRP009),link,N2,Km post missing,39998,39998
1353,Km post broken (LRP010),link,N2,Km post broken,39994,39994
1354,Km post broken (LRP011),link,N2,Km post broken,39994,39994
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39992,39992
1356,Km post missing (LRP012),link,N2,Km post missing,39992,39992
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39986,39986
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39986,39986
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36258,36258
18,Km post missing (LRP010),link,N1,Km post missing,36257,36257
19,Box culvert (LRP010A),bridge,N1,Box culvert,36256,36256
20,Box culvert (LRP010B),bridge,N1,Box culvert,36256,36256
27,Bridge end (LRP012B),bridge,N1,Bridge end,36256,36256
21,Box culvert (LRP010C),bridge,N1,Box culvert,36255,36255
23,Box culvert (LRP011A),bridge,N1,Box culvert,36253,36253
24,Box culvert (LRP011B),bridge,N1,Box culvert,36253,36253
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36253,36253
26,Bridge start (LRP012A),bridge,N1,Bridge start,36253,36253
22,Km post missing (LRP011),link,N1,Km post missing,36252,36252
1370,Bridge end (LRP016C),bridge,N2,Bridge end,31324,31324
1362,Km post broken (LRP013),link,N2,Km post broken,31305,31305
1364,Box culvert (LRP014A),bridge,N2,Box culvert,31303,31303
1366,Box culvert (LRP015A),bridge,N2,Box culvert,31303,31303
