infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77608,77608
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77603,77603
10,Km post missing (LRP006),link,N1,Km post missing,77601,77601
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77601,77601
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77599,77599
15,Bridge end (LRP008B),bridge,N1,Bridge end,77599,77599
11,Km post missing (LRP007),link,N1,Km post missing,77596,77596
3,Km post missing (LRP001),link,N1,Km post missing,77595,77595
13,Km post missing (LRP008),link,N1,Km post missing,77595,77595
5,Box culvert (LRP002A),bridge,N1,Box culvert,77592,77592
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77591,77591
6,Km post missing (LRP003),link,N1,Km post missing,77591,77591
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77591,77591
9,Km post missing (LRP005),link,N1,Km post missing,77591,77591
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77590,77590
4,Km post missing (LRP002),link,N1,Km post missing,77590,77590
7,Km post missing (LRP004),link,N1,Km post missing,77583,77583
1354,Km post broken (LRP011),link,N2,Km post broken,39795,39795
1352,Km post missing (LRP009),link,N2,Km post missing,39794,39794
1356,Km post missing (LRP012),link,N2,Km post missing,39794,39794
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39793,39793
1353,Km post broken (LRP010),link,N2,Km post broken,39793,39793
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39792,39792
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39792,39792
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39791,39791
1350,Km post broken (LRP007),link,N2,Km post broken,39790,39790
1346,Information missing (LRP004),link,N2,Information missing,39789,39789
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39788,39788
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39788,39788
1348,Km post broken (LRP006),link,N2,Km post broken,39788,39788
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39787,39787
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39787,39787
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39787,39787
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39787,39787
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39786,39786
1344,Km post missing (LRP003),link,N2,Km post missing,39785,39785
27,Bridge end (LRP012B),bridge,N1,Bridge end,36730,36730
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36730,36730
20,Box culvert (LRP010B),bridge,N1,Box culvert,36728,36728
21,Box culvert (LRP010C),bridge,N1,Box culvert,36728,36728
22,Km post missing (LRP011),link,N1,Km post missing,36728,36728
23,Box culvert (LRP011A),bridge,N1,Box culvert,36728,36728
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36728,36728
26,Bridge start (LRP012A),bridge,N1,Bridge start,36728,36728
19,Box culvert (LRP010A),bridge,N1,Box culvert,36727,36727
24,Box culvert (LRP011B),bridge,N1,Box culvert,36727,36727
18,Km post missing (LRP010),link,N1,Km post missing,36725,36725
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,31178,31178
1371,Km post missing (LRP017),link,N2,Km post missing,31177,31177
1366,Box culvert (LRP015A),bridge,N2,Box culvert,31176,31176
1368,Box culvert (LRP016A),bridge,N2,Box culvert,31176,31176
1369,Bridge start (LRP016B),bridge,N2,Bridge start,31176,31176
1370,Bridge end (LRP016C),bridge,N2,Bridge end,31176,31176
1364,Box culvert (LRP014A),bridge,N2,Box culvert,31175,31175
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,31175,31175
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,31175,31175
1381,Box culvert (LRP021A),bridge,N2,Box culvert,31175,31175
1384,Box culvert (LRP022A),bridge,N2,Box culvert,31175,31175
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,31175,31175
1362,Km post broken (LRP013),link,N2,Km post broken,31174,31174
1365,Km post missing (LRP015),link,N2,Km post missing,31174,31174
1372,Box culvert (LRP017A),bridge,N2,Box culvert,31174,31174
1375,Km post missing (LRP019),link,N2,Km post missing,31174,31174
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,31174,31174
1379,Box culvert (LRP020A),bridge,N2,Box culvert,31174,31174
1359,Bridge end (LRP012C),bridge,N2,Bridge end,31173,31173
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,31173,31173
1374,Box culvert (LRP018A),bridge,N2,Box culvert,31173,31173
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,31173,31173
1378,Sylhet 211 km (LRP020),link,N2,Sylhet 211 km,31173,31173
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,31173,31173
1382,Box culvert (LRP021B),bridge,N2,Box culvert,31173,31173
1361,Box culvert (LRP012E),bridge,N2,Box culvert,31172,31172
1386,Sylhet 207 km (LRP024),link,N2,Sylhet 207 km,31172,31172
1387,Box culvert (LRP024A),bridge,N2,Box culvert,31172,31172
1363,Km post missing (LRP014),link,N2,Km post missing,31171,31171
1393,Km post broken (LRP027),link,N2,Km post broken,31169,31169
1392,Sylhet 205 km (LRP026),link,N2,Sylhet 205 km,31168,31168
1388,Box culvert (LRP024B),bridge,N2,Box culvert,31167,31167
