infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",76284,76284
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),76280,76280
10,Km post missing (LRP006),link,N1,Km post missing,76277,76277
11,Km post missing (LRP007),link,N1,Km post missing,76276,76276
5,Box culvert (LRP002A),bridge,N1,Box culvert,76275,76275
6,Km post missing (LRP003),link,N1,Km post missing,76275,76275
9,Km post missing (LRP005),link,N1,Km post missing,76274,76274
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",76274,76274
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,76273,76273
15,Bridge end (LRP008B),bridge,N1,Bridge end,76273,76273
3,Km post missing (LRP001),link,N1,Km post missing,76272,76272
13,Km post missing (LRP008),link,N1,Km post missing,76270,76270
4,Km post missing (LRP002),link,N1,Km post missing,76268,76268
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),76266,76266
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,76265,76265
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,76262,76262
7,Km post missing (LRP004),link,N1,Km post missing,76260,76260
1353,Km post broken (LRP010),link,N2,Km post broken,38911,38911
1352,Km post missing (LRP009),link,N2,Km post missing,38910,38910
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,38909,38909
1354,Km post broken (LRP011),link,N2,Km post broken,38909,38909
1356,Km post missing (LRP012),link,N2,Km post missing,38909,38909
1350,Km post broken (LRP007),link,N2,Km post broken,38908,38908
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,38908,38908
1358,Bridge start (LRP012B),bridge,N2,Bridge start,38908,38908
1348,Km post broken (LRP006),link,N2,Km post broken,38907,38907
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,38907,38907
1343,Bridge end (LRP002B),bridge,N2,Bridge end,38906,38906
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,38906,38906
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,38905,38905
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),38904,38904
1346,Information missing (LRP004),link,N2,Information missing,38904,38904
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",38904,38904
1344,Km post missing (LRP003),link,N2,Km post missing,38902,38902
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,38900,38900
1342,Bridge start (LRP002A),bridge,N2,Bridge start,38900,38900
27,Bridge end (LRP012B),bridge,N1,Bridge end,35919,35919
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),35919,35919
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",35918,35918
26,Bridge start (LRP012A),bridge,N1,Bridge start,35918,35918
22,Km post missing (LRP011),link,N1,Km post missing,35917,35917
23,Box culvert (LRP011A),bridge,N1,Box culvert,35917,35917
18,Km post missing (LRP010),link,N1,Km post missing,35916,35916
20,Box culvert (LRP010B),bridge,N1,Box culvert,35916,35916
21,Box culvert (LRP010C),bridge,N1,Box culvert,35916,35916
24,Box culvert (LRP011B),bridge,N1,Box culvert,35916,35916
19,Box culvert (LRP010A),bridge,N1,Box culvert,35915,35915
1549,Box culvert (LRP078B),bridge,N2,Box culvert,30085,30085
1528,Box Culvert (LRP072A),bridge,N2,Box Culvert,30072,30072
1369,Bridge start (LRP016B),bridge,N2,Bridge start,30032,30032
1541,Box culvert (LRP075C),bridge,N2,Box culvert,30006,30006
1370,Bridge end (LRP016C),bridge,N2,Bridge end,29989,29989
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,29957,29957
1381,Box culvert (LRP021A),bridge,N2,Box culvert,29956,29956
1384,Box culvert (LRP022A),bridge,N2,Box culvert,29956,29956
1382,Box culvert (LRP021B),bridge,N2,Box culvert,29955,29955
1386,Sylhet 207 km (LRP024),link,N2,Sylhet 207 km,29955,29955
1387,Box culvert (LRP024A),bridge,N2,Box culvert,29955,29955
1406,Box culvert (LRP032A),bridge,N2,Box culvert,29955,29955
1375,Km post missing (LRP019),link,N2,Km post missing,29954,29954
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,29954,29954
1392,Sylhet 205 km (LRP026),link,N2,Sylhet 205 km,29954,29954
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,29953,29953
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,29953,29953
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,29953,29953
1390,Box culvert (LRP025A),bridge,N2,Box culvert,29953,29953
1391,Box culvert (LRP025B),bridge,N2,Box culvert,29953,29953
