infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
6,Km post missing (LRP003),link,N1,Km post missing,76202,76202
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",76199,76199
5,Box culvert (LRP002A),bridge,N1,Box culvert,76198,76198
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),76197,76197
10,Km post missing (LRP006),link,N1,Km post missing,76194,76194
3,Km post missing (LRP001),link,N1,Km post missing,76193,76193
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),76193,76193
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",76193,76193
9,Km post missing (LRP005),link,N1,Km post missing,76192,76192
11,Km post missing (LRP007),link,N1,Km post missing,76191,76191
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,76191,76191
15,Bridge end (LRP008B),bridge,N1,Bridge end,76191,76191
7,Km post missing (LRP004),link,N1,Km post missing,76190,76190
4,Km post missing (LRP002),link,N1,Km post missing,76189,76189
13,Km post missing (LRP008),link,N1,Km post missing,76186,76186
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,76180,76180
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,76179,76179
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39017,39017
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39015,39015
1348,Km post broken (LRP006),link,N2,Km post broken,39015,39015
1350,Km post broken (LRP007),link,N2,Km post broken,39015,39015
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39014,39014
1346,Information missing (LRP004),link,N2,Information missing,39014,39014
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39014,39014
1344,Km post missing (LRP003),link,N2,Km post missing,39013,39013
1354,Km post broken (LRP011),link,N2,Km post broken,39012,39012
1353,Km post broken (LRP010),link,N2,Km post broken,39011,39011
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39011,39011
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39010,39010
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39010,39010
1356,Km post missing (LRP012),link,N2,Km post missing,39010,39010
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39010,39010
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39010,39010
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39009,39009
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39009,39009
1352,Km post missing (LRP009),link,N2,Km post missing,39009,39009
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36218,36218
20,Box culvert (LRP010B),bridge,N1,Box culvert,36217,36217
27,Bridge end (LRP012B),bridge,N1,Bridge end,36217,36217
18,Km post missing (LRP010),link,N1,Km post missing,36216,36216
21,Box culvert (LRP010C),bridge,N1,Box culvert,36216,36216
19,Box culvert (LRP010A),bridge,N1,Box culvert,36215,36215
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36215,36215
26,Bridge start (LRP012A),bridge,N1,Bridge start,36215,36215
22,Km post missing (LRP011),link,N1,Km post missing,36214,36214
23,Box culvert (LRP011A),bridge,N1,Box culvert,36214,36214
24,Box culvert (LRP011B),bridge,N1,Box culvert,36214,36214
1372,Box culvert (LRP017A),bridge,N2,Box culvert,30377,30377
1536,Box Culvert (LRP074D),bridge,N2,Box Culvert,30357,30357
1528,Box Culvert (LRP072A),bridge,N2,Box Culvert,30344,30344
1370,Bridge end (LRP016C),bridge,N2,Bridge end,30254,30254
1371,Km post missing (LRP017),link,N2,Km post missing,30224,30224
1386,Sylhet 207 km (LRP024),link,N2,Sylhet 207 km,30222,30222
1387,Box culvert (LRP024A),bridge,N2,Box culvert,30222,30222
1366,Box culvert (LRP015A),bridge,N2,Box culvert,30221,30221
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,30221,30221
1364,Box culvert (LRP014A),bridge,N2,Box culvert,30220,30220
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,30220,30220
1368,Box culvert (LRP016A),bridge,N2,Box culvert,30220,30220
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,30220,30220
1389,Sylhet 206 km (LRP025),link,N2,Sylhet 206 km,30220,30220
1392,Sylhet 205 km (LRP026),link,N2,Sylhet 205 km,30220,30220
1378,Sylhet 211 km (LRP020),link,N2,Sylhet 211 km,30219,30219
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,30219,30219
1359,Bridge end (LRP012C),bridge,N2,Bridge end,30218,30218
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,30218,30218
1381,Box culvert (LRP021A),bridge,N2,Box culvert,30218,30218
1388,Box culvert (LRP024B),bridge,N2,Box culvert,30218,30218
1400,Box culvert (LRP030A),bridge,N2,Box culvert,30218,30218
1369,Bridge start (LRP016B),bridge,N2,Bridge start,30217,30217
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,30217,30217
1382,Box culvert (LRP021B),bridge,N2,Box culvert,30217,30217
1384,Box culvert (LRP022A),bridge,N2,Box culvert,30217,30217
1390,Box culvert (LRP025A),bridge,N2,Box culvert,30217,30217
1391,Box culvert (LRP025B),bridge,N2,Box culvert,30217,30217
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,30216,30216
1362,Km post broken (LRP013),link,N2,Km post broken,30216,30216
1361,Box culvert (LRP012E),bridge,N2,Box culvert,30215,30215
1374,Box culvert (LRP018A),bridge,N2,Box culvert,30215,30215
1375,Km post missing (LRP019),link,N2,Km post missing,30215,30215
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,30215,30215
1393,Km post broken (LRP027),link,N2,Km post broken,30215,30215
1398,Box culvert (LRP029B),bridge,N2,Box culvert,30215,30215
1399,Sylhet 201 km (LRP030),link,N2,Sylhet 201 km,30215,30215
1517,Bridge start (LRP069A),bridge,N2,Bridge start,30215,30215
1518,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division (LRP069B),bridge,N2,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,30215,30215
1363,Km post missing (LRP014),link,N2,Km post missing,30214,30214
1379,Box culvert (LRP020A),bridge,N2,Box culvert,30214,30214
1396,Sylhet 202 km (LRP029),link,N2,Sylhet 202 km,30214,30214
1397,Box culvert (LRP029A),bridge,N2,Box culvert,30214,30214
1407,Sylhet 198 km (LRP033),link,N2,Sylhet 198 km,30214,30214
1365,Km post missing (LRP015),link,N2,Km post missing,30213,30213
1401,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km (LRP030B)",link,N2,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km",30213,30213
1402,Bridge start (LRP031A),bridge,N2,Bridge start,30213,30213
1403,Bridge end (LRP031B),bridge,N2,Bridge end,30213,30213
1410,R210 to Narsingdi (LRP034A),link,N2,R210 to Narsingdi,30213,30213
1411,Box culvert (LRP034B),bridge,N2,Box culvert,30213,30213
1453,Box culvert (LRP047B),bridge,N2,Box culvert,30213,30213
1406,Box culvert (LRP032A),bridge,N2,Box culvert,30212,30212
1412,Sylhet 196 km (LRP035),link,N2,Sylhet 196 km,30212,30212
