infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77713,77713
9,Km post missing (LRP005),link,N1,Km post missing,77711,77711
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77711,77711
10,Km post missing (LRP006),link,N1,Km post missing,77709,77709
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77708,77708
11,Km post missing (LRP007),link,N1,Km post missing,77707,77707
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77706,77706
15,Bridge end (LRP008B),bridge,N1,Bridge end,77706,77706
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77706,77706
6,Km post missing (LRP003),link,N1,Km post missing,77705,77705
5,Box culvert (LRP002A),bridge,N1,Box culvert,77703,77703
13,Km post missing (LRP008),link,N1,Km post missing,77702,77702
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77700,77700
3,Km post missing (LRP001),link,N1,Km post missing,77700,77700
7,Km post missing (LRP004),link,N1,Km post missing,77699,77699
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77698,77698
4,Km post missing (LRP002),link,N1,Km post missing,77695,77695
1353,Km post broken (LRP010),link,N2,Km post broken,39931,39931
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39930,39930
1352,Km post missing (LRP009),link,N2,Km post missing,39930,39930
1350,Km post broken (LRP007),link,N2,Km post broken,39929,39929
1354,Km post broken (LRP011),link,N2,Km post broken,39929,39929
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39928,39928
1356,Km post missing (LRP012),link,N2,Km post missing,39928,39928
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39926,39926
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39926,39926
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39926,39926
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39925,39925
1346,Information missing (LRP004),link,N2,Information missing,39925,39925
1348,Km post broken (LRP006),link,N2,Km post broken,39925,39925
1344,Km post missing (LRP003),link,N2,Km post missing,39924,39924
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39924,39924
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39923,39923
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39923,39923
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39922,39922
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39922,39922
20,Box culvert (LRP010B),bridge,N1,Box culvert,36152,36152
21,Box culvert (LRP010C),bridge,N1,Box culvert,36152,36152
23,Box culvert (LRP011A),bridge,N1,Box culvert,36151,36151
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36151,36151
22,Km post missing (LRP011),link,N1,Km post missing,36150,36150
26,Bridge start (LRP012A),bridge,N1,Bridge start,36150,36150
27,Bridge end (LRP012B),bridge,N1,Bridge end,36150,36150
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36150,36150
18,Km post missing (LRP010),link,N1,Km post missing,36149,36149
19,Box culvert (LRP010A),bridge,N1,Box culvert,36149,36149
24,Box culvert (LRP011B),bridge,N1,Box culvert,36149,36149
1364,Box culvert (LRP014A),bridge,N2,Box culvert,30992,30992
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,30992,30992
1378,Sylhet 211 km (LRP020),link,N2,Sylhet 211 km,30992,30992
1379,Box culvert (LRP020A),bridge,N2,Box culvert,30992,30992
1368,Box culvert (LRP016A),bridge,N2,Box culvert,30991,30991
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,30991,30991
1375,Km post missing (LRP019),link,N2,Km post missing,30991,30991
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,30991,30991
1371,Km post missing (LRP017),link,N2,Km post missing,30990,30990
1506,Sylhet 166 km (LRP065),link,N2,Sylhet 166 km,30990,30990
1362,Km post broken (LRP013),link,N2,Km post broken,30989,30989
1363,Km post missing (LRP014),link,N2,Km post missing,30989,30989
1365,Km post missing (LRP015),link,N2,Km post missing,30989,30989
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,30989,30989
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,30989,30989
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,30989,30989
1447,Sylhet 185 km (LRP046),link,N2,Sylhet 185 km,30989,30989
1500,Bridge end (LRP063B),bridge,N2,Bridge end,30989,30989
1359,Bridge end (LRP012C),bridge,N2,Bridge end,30988,30988
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,30988,30988
1361,Box culvert (LRP012E),bridge,N2,Box culvert,30988,30988
