infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
6,Km post missing (LRP003),link,N1,Km post missing,77597,77597
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77596,77596
10,Km post missing (LRP006),link,N1,Km post missing,77595,77595
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77595,77595
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77594,77594
5,Box culvert (LRP002A),bridge,N1,Box culvert,77593,77593
9,Km post missing (LRP005),link,N1,Km post missing,77591,77591
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77591,77591
15,Bridge end (LRP008B),bridge,N1,Bridge end,77591,77591
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77591,77591
13,Km post missing (LRP008),link,N1,Km post missing,77590,77590
3,Km post missing (LRP001),link,N1,Km post missing,77589,77589
7,Km post missing (LRP004),link,N1,Km post missing,77589,77589
4,Km post missing (LRP002),link,N1,Km post missing,77587,77587
11,Km post missing (LRP007),link,N1,Km post missing,77586,77586
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77585,77585
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77582,77582
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39887,39887
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39884,39884
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39884,39884
1346,Information missing (LRP004),link,N2,Information missing,39883,39883
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39882,39882
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39881,39881
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39881,39881
1344,Km post missing (LRP003),link,N2,Km post missing,39881,39881
1350,Km post broken (LRP007),link,N2,Km post broken,39878,39878
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39878,39878
1352,Km post missing (LRP009),link,N2,Km post missing,39878,39878
1348,Km post broken (LRP006),link,N2,Km post broken,39877,39877
1353,Km post broken (LRP010),link,N2,Km post broken,39877,39877
1354,Km post broken (LRP011),link,N2,Km post broken,39877,39877
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39873,39873
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39872,39872
1356,Km post missing (LRP012),link,N2,Km post missing,39872,39872
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39872,39872
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39872,39872
20,Box culvert (LRP010B),bridge,N1,Box culvert,36248,36248
18,Km post missing (LRP010),link,N1,Km post missing,36247,36247
21,Box culvert (LRP010C),bridge,N1,Box culvert,36247,36247
