infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
3,Km post missing (LRP001),link,N1,Km post missing,77493,77493
5,Box culvert (LRP002A),bridge,N1,Box culvert,77491,77491
4,Km post missing (LRP002),link,N1,Km post missing,77487,77487
6,Km post missing (LRP003),link,N1,Km post missing,77487,77487
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77483,77483
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77481,77481
10,Km post missing (LRP006),link,N1,Km post missing,77480,77480
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77478,77478
9,Km post missing (LRP005),link,N1,Km post missing,77478,77478
7,Km post missing (LRP004),link,N1,Km post missing,77477,77477
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77475,77475
11,Km post missing (LRP007),link,N1,Km post missing,77473,77473
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77473,77473
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77466,77466
15,Bridge end (LRP008B),bridge,N1,Bridge end,77464,77464
13,Km post missing (LRP008),link,N1,Km post missing,77463,77463
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77463,77463
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39813,39813
1352,Km post missing (LRP009),link,N2,Km post missing,39812,39812
1354,Km post broken (LRP011),link,N2,Km post broken,39812,39812
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39811,39811
1353,Km post broken (LRP010),link,N2,Km post broken,39811,39811
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39811,39811
1356,Km post missing (LRP012),link,N2,Km post missing,39811,39811
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39810,39810
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39810,39810
1346,Information missing (LRP004),link,N2,Information missing,39809,39809
1350,Km post broken (LRP007),link,N2,Km post broken,39809,39809
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39808,39808
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39808,39808
1348,Km post broken (LRP006),link,N2,Km post broken,39807,39807
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39806,39806
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39806,39806
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39806,39806
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39804,39804
1344,Km post missing (LRP003),link,N2,Km post missing,39803,39803
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36368,36368
20,Box culvert (LRP010B),bridge,N1,Box culvert,36366,36366
21,Box culvert (LRP010C),bridge,N1,Box culvert,36366,36366
18,Km post missing (LRP010),link,N1,Km post missing,36365,36365
23,Box culvert (LRP011A),bridge,N1,Box culvert,36365,36365
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36365,36365
26,Bridge start (LRP012A),bridge,N1,Bridge start,36365,36365
27,Bridge end (LRP012B),bridge,N1,Bridge end,36365,36365
24,Box culvert (LRP011B),bridge,N1,Box culvert,36364,36364
19,Box culvert (LRP010A),bridge,N1,Box culvert,36363,36363
22,Km post missing (LRP011),link,N1,Km post missing,36362,36362
1392,Sylhet 205 km (LRP026),link,N2,Sylhet 205 km,31118,31118
1393,Km post broken (LRP027),link,N2,Km post broken,31118,31118
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,31117,31117
1387,Box culvert (LRP024A),bridge,N2,Box culvert,31117,31117
1400,Box culvert (LRP030A),bridge,N2,Box culvert,31117,31117
1386,Sylhet 207 km (LRP024),link,N2,Sylhet 207 km,31116,31116
1390,Box culvert (LRP025A),bridge,N2,Box culvert,31116,31116
1391,Box culvert (LRP025B),bridge,N2,Box culvert,31116,31116
1395,Road to Shakerchar (Z2038) (LRP028A),link,N2,Road to Shakerchar (Z2038),31116,31116
1389,Sylhet 206 km (LRP025),link,N2,Sylhet 206 km,31115,31115
1396,Sylhet 202 km (LRP029),link,N2,Sylhet 202 km,31115,31115
1397,Box culvert (LRP029A),bridge,N2,Box culvert,31115,31115
1402,Bridge start (LRP031A),bridge,N2,Bridge start,31115,31115
1403,Bridge end (LRP031B),bridge,N2,Bridge end,31115,31115
1406,Box culvert (LRP032A),bridge,N2,Box culvert,31115,31115
1388,Box culvert (LRP024B),bridge,N2,Box culvert,31114,31114
1394,Km post missing (LRP028),link,N2,Km post missing,31114,31114
1399,Sylhet 201 km (LRP030),link,N2,Sylhet 201 km,31114,31114
1401,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km (LRP030B)",link,N2,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km",31114,31114
1407,Sylhet 198 km (LRP033),link,N2,Sylhet 198 km,31114,31114
1398,Box culvert (LRP029B),bridge,N2,Box culvert,31113,31113
1379,Box culvert (LRP020A),bridge,N2,Box culvert,31112,31112
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,31112,31112
1404,Box culvert (LRP031C),bridge,N2,Box culvert,31112,31112
1405,Km post missing (LRP032),link,N2,Km post missing,31112,31112
1412,Sylhet 196 km (LRP035),link,N2,Sylhet 196 km,31112,31112
1366,Box culvert (LRP015A),bridge,N2,Box culvert,31111,31111
1368,Box culvert (LRP016A),bridge,N2,Box culvert,31111,31111
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,31111,31111
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,31111,31111
1378,Sylhet 211 km (LRP020),link,N2,Sylhet 211 km,31111,31111
1381,Box culvert (LRP021A),bridge,N2,Box culvert,31111,31111
1384,Box culvert (LRP022A),bridge,N2,Box culvert,31111,31111
1408,Box culvert (LRP033A),bridge,N2,Box culvert,31111,31111
1374,Box culvert (LRP018A),bridge,N2,Box culvert,31110,31110
1375,Km post missing (LRP019),link,N2,Km post missing,31110,31110
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,31110,31110
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,31110,31110
1410,R210 to Narsingdi (LRP034A),link,N2,R210 to Narsingdi,31110,31110
1411,Box culvert (LRP034B),bridge,N2,Box culvert,31110,31110
1413,Box culvert (LRP035A),bridge,N2,Box culvert,31110,31110
1414,Box culvert (LRP035B),bridge,N2,Box culvert,31110,31110
1415,Km post broken (LRP036),link,N2,Km post broken,31110,31110
1364,Box culvert (LRP014A),bridge,N2,Box culvert,31109,31109
1365,Km post missing (LRP015),link,N2,Km post missing,31109,31109
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,31109,31109
1369,Bridge start (LRP016B),bridge,N2,Bridge start,31109,31109
1370,Bridge end (LRP016C),bridge,N2,Bridge end,31109,31109
1371,Km post missing (LRP017),link,N2,Km post missing,31109,31109
1409,Km post missing (LRP034),link,N2,Km post missing,31109,31109
1416,Box culvert (LRP036A),bridge,N2,Box culvert,31109,31109
1362,Km post broken (LRP013),link,N2,Km post broken,31108,31108
1382,Box culvert (LRP021B),bridge,N2,Box culvert,31108,31108
1417,Km post missing (LRP037),link,N2,Km post missing,31108,31108
1418,Bridge start (LRP037A),bridge,N2,Bridge start,31108,31108
1419,Bridge end (LRP037B),bridge,N2,Bridge end,31108,31108
1363,Km post missing (LRP014),link,N2,Km post missing,31107,31107
1372,Box culvert (LRP017A),bridge,N2,Box culvert,31107,31107
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,31106,31106
1361,Box culvert (LRP012E),bridge,N2,Box culvert,31106,31106
1447,Sylhet 185 km (LRP046),link,N2,Sylhet 185 km,31105,31105
1446,Box culvert (LRP045A),bridge,N2,Box culvert,31104,31104
1359,Bridge end (LRP012C),bridge,N2,Bridge end,31103,31103
1445,Sylhet 186 km (LRP045),link,N2,Sylhet 186 km,31103,31103
1448,Bridge start (LRP046A),bridge,N2,Bridge start,31103,31103
1420,Km post missing (LRP038),link,N2,Km post missing,31101,31101
