infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),76770,76770
10,Km post missing (LRP006),link,N1,Km post missing,76761,76761
9,Km post missing (LRP005),link,N1,Km post missing,76760,76760
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",76759,76759
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,76758,76758
15,Bridge end (LRP008B),bridge,N1,Bridge end,76758,76758
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",76758,76758
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),76757,76757
11,Km post missing (LRP007),link,N1,Km post missing,76755,76755
6,Km post missing (LRP003),link,N1,Km post missing,76753,76753
13,Km post missing (LRP008),link,N1,Km post missing,76753,76753
7,Km post missing (LRP004),link,N1,Km post missing,76748,76748
5,Box culvert (LRP002A),bridge,N1,Box culvert,76747,76747
3,Km post missing (LRP001),link,N1,Km post missing,76746,76746
4,Km post missing (LRP002),link,N1,Km post missing,76741,76741
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,76739,76739
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,76734,76734
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),48843,48843
1344,Km post missing (LRP003),link,N2,Km post missing,48841,48841
1343,Bridge end (LRP002B),bridge,N2,Bridge end,48840,48840
1352,Km post missing (LRP009),link,N2,Km post missing,48840,48840
1354,Km post broken (LRP011),link,N2,Km post broken,48840,48840
1356,Km post missing (LRP012),link,N2,Km post missing,48839,48839
1346,Information missing (LRP004),link,N2,Information missing,48838,48838
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,48838,48838
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,48837,48837
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,48837,48837
1342,Bridge start (LRP002A),bridge,N2,Bridge start,48837,48837
1350,Km post broken (LRP007),link,N2,Km post broken,48837,48837
1353,Km post broken (LRP010),link,N2,Km post broken,48837,48837
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,48837,48837
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,48837,48837
1358,Bridge start (LRP012B),bridge,N2,Bridge start,48837,48837
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,48836,48836
1348,Km post broken (LRP006),link,N2,Km post broken,48833,48833
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",48833,48833
23,Box culvert (LRP011A),bridge,N1,Box culvert,44678,44678
22,Km post missing (LRP011),link,N1,Km post missing,44676,44676
18,Km post missing (LRP010),link,N1,Km post missing,44675,44675
19,Box culvert (LRP010A),bridge,N1,Box culvert,44674,44674
20,Box culvert (LRP010B),bridge,N1,Box culvert,44674,44674
21,Box culvert (LRP010C),bridge,N1,Box culvert,44673,44673
27,Bridge end (LRP012B),bridge,N1,Bridge end,44670,44670
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),44670,44670
24,Box culvert (LRP011B),bridge,N1,Box culvert,44667,44667
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",44667,44667
26,Bridge start (LRP012A),bridge,N1,Bridge start,44666,44666
1504,Bridge start (LRP064C),bridge,N2,Bridge start,30639,30639
1370,Bridge end (LRP016C),bridge,N2,Bridge end,30572,30572
1550,Sylhet 153 km (LRP079),link,N2,Sylhet 153 km,30567,30567
1567,Road to Mainamoti(N102) (LRP086A),link,N2,Road to Mainamoti(N102),30567,30567
1481,Sylhet 173 km (LRP058),link,N2,Sylhet 173 km,30566,30566
1547,Sylhet 154 km (LRP078),link,N2,Sylhet 154 km,30566,30566
1560,Sylhet 149 km (LRP083),link,N2,Sylhet 149 km,30566,30566
1546,Box culvert (LRP077A),bridge,N2,Box culvert,30565,30565
1554,Km post missing (LRP081),link,N2,Km post missing,30565,30565
1555,Box culvert (LRP081A),bridge,N2,Box culvert,30565,30565
1556,Box culvert (LRP081B),bridge,N2,Box culvert,30565,30565
1557,Sylhet 150 km (LRP082),link,N2,Sylhet 150 km,30565,30565
1494,Box culvert (LRP061A),bridge,N2,Box culvert,30564,30564
1544,Bridge end (LRP076B),bridge,N2,Bridge end,30564,30564
1549,Box culvert (LRP078B),bridge,N2,Box culvert,30564,30564
1552,Sylhet 152 km (LRP080),link,N2,Sylhet 152 km,30564,30564
1482,Bridge start (LRP058A),bridge,N2,Bridge start,30563,30563
1483,Bridge end (LRP058B),bridge,N2,Bridge end,30563,30563
1490,Bridge start (LRP060A),bridge,N2,Bridge start,30563,30563
1491,Bridge end (LRP060B),bridge,N2,Bridge end,30563,30563
1548,Box culvert (LRP078A),bridge,N2,Box culvert,30563,30563
1551,Box culvert (LRP079A),bridge,N2,Box culvert,30563,30563
1553,Box culvert (LRP080A),bridge,N2,Box culvert,30563,30563
1558,Box culvert (LRP082A),bridge,N2,Box culvert,30563,30563
1559,Box culvert (LRP082B),bridge,N2,Box culvert,30563,30563
1473,Sylhet 175 km (LRP056),link,N2,Sylhet 175 km,30562,30562
1474,Box cuylvert (LRP056A),bridge,N2,Box cuylvert,30562,30562
1476,Bridge end (LRP056C),bridge,N2,Bridge end,30562,30562
1477,Km post missing (LRP057),link,N2,Km post missing,30562,30562
1478,Box culvert (LRP057A),bridge,N2,Box culvert,30562,30562
1479,Box culvert (LRP057B),bridge,N2,Box culvert,30562,30562
1480,Box culvert (LRP057C),bridge,N2,Box culvert,30562,30562
1484,Bridge start (LRP058C),bridge,N2,Bridge start,30562,30562
1485,Bridge end (LRP058D),bridge,N2,Bridge end,30562,30562
1486,Sylhet 172 km (LRP059),link,N2,Sylhet 172 km,30562,30562
1487,Box culvert (LRP059A),bridge,N2,Box culvert,30562,30562
1488,Road to Rajpur (Z2041) (LRP059B),link,N2,Road to Rajpur (Z2041),30562,30562
1489,Sylhet 171 km (LRP060),link,N2,Sylhet 171 km,30562,30562
1492,Box culvert (LRP060C),bridge,N2,Box culvert,30562,30562
1493,Sylhet 170 km (LRP061),link,N2,Sylhet 170 km,30562,30562
1495,Sylhet 169 km (LRP062),link,N2,Sylhet 169 km,30562,30562
1561,Sylhet 178 km (LRP084),link,N2,Sylhet 178 km,30562,30562
1562,Box culvert (LRP084A),bridge,N2,Box culvert,30562,30562
1564,Box culvert (LRP085A),bridge,N2,Box culvert,30562,30562
1566,Sylhet 146 km (LRP086),link,N2,Sylhet 146 km,30562,30562
1530,Km post missing (LRP073),link,N2,Km post missing,30561,30561
1475,Bridge start (LRP056B),bridge,N2,Bridge start,30560,30560
1524,Km post missing (LRP071),link,N2,Km post missing,30560,30560
1525,Road to Kishoreganj(R360) (LRP071A),link,N2,Road to Kishoreganj(R360),30560,30560
1527,Km post missing (LRP072),link,N2,Km post missing,30560,30560
1526,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP071B),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,30559,30559
1528,Box Culvert (LRP072A),bridge,N2,Box Culvert,30559,30559
1529,Bhairab Bridge (LRP072B),bridge,N2,Bhairab Bridge,30559,30559
1531,Bridge end (LRP073A),bridge,N2,Bridge end,30559,30559
1538,Km post missing (LRP075),link,N2,Km post missing,30559,30559
1539,Box culvert (LRP075A),bridge,N2,Box culvert,30559,30559
1545,Km post missing (LRP077),link,N2,Km post missing,30559,30559
1565,Box culvert (LRP085B),bridge,N2,Box culvert,30559,30559
1471,Road to Belobo(Z2042) (LRP055A),link,N2,Road to Belobo(Z2042),30558,30558
1472,Box culvert (LRP055B),bridge,N2,Box culvert,30558,30558
1501,Sylhet 167 km (LRP064),link,N2,Sylhet 167 km,30558,30558
