infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
10,Km post missing (LRP006),link,N1,Km post missing,76885,76885
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",76885,76885
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),76885,76885
9,Km post missing (LRP005),link,N1,Km post missing,76883,76883
6,Km post missing (LRP003),link,N1,Km post missing,76881,76881
5,Box culvert (LRP002A),bridge,N1,Box culvert,76880,76880
3,Km post missing (LRP001),link,N1,Km post missing,76879,76879
11,Km post missing (LRP007),link,N1,Km post missing,76879,76879
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",76879,76879
15,Bridge end (LRP008B),bridge,N1,Bridge end,76878,76878
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,76876,76876
4,Km post missing (LRP002),link,N1,Km post missing,76874,76874
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),76874,76874
13,Km post missing (LRP008),link,N1,Km post missing,76873,76873
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,76871,76871
7,Km post missing (LRP004),link,N1,Km post missing,76871,76871
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,76869,76869
1350,Km post broken (LRP007),link,N2,Km post broken,39560,39560
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39560,39560
1352,Km post missing (LRP009),link,N2,Km post missing,39560,39560
1354,Km post broken (LRP011),link,N2,Km post broken,39560,39560
1353,Km post broken (LRP010),link,N2,Km post broken,39557,39557
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39556,39556
1348,Km post broken (LRP006),link,N2,Km post broken,39555,39555
1346,Information missing (LRP004),link,N2,Information missing,39554,39554
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39554,39554
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39553,39553
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39551,39551
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39551,39551
1356,Km post missing (LRP012),link,N2,Km post missing,39551,39551
