infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77464,77464
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77464,77464
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77462,77462
10,Km post missing (LRP006),link,N1,Km post missing,77460,77460
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77460,77460
15,Bridge end (LRP008B),bridge,N1,Bridge end,77460,77460
9,Km post missing (LRP005),link,N1,Km post missing,77459,77459
13,Km post missing (LRP008),link,N1,Km post missing,77458,77458
11,Km post missing (LRP007),link,N1,Km post missing,77456,77456
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77455,77455
6,Km post missing (LRP003),link,N1,Km post missing,77449,77449
3,Km post missing (LRP001),link,N1,Km post missing,77448,77448
5,Box culvert (LRP002A),bridge,N1,Box culvert,77447,77447
7,Km post missing (LRP004),link,N1,Km post missing,77447,77447
4,Km post missing (LRP002),link,N1,Km post missing,77445,77445
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77443,77443
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77439,77439
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,40031,40031
1353,Km post broken (LRP010),link,N2,Km post broken,40030,40030
1352,Km post missing (LRP009),link,N2,Km post missing,40029,40029
1354,Km post broken (LRP011),link,N2,Km post broken,40028,40028
1356,Km post missing (LRP012),link,N2,Km post missing,40027,40027
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),40026,40026
1350,Km post broken (LRP007),link,N2,Km post broken,40026,40026
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,40026,40026
1344,Km post missing (LRP003),link,N2,Km post missing,40025,40025
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,40025,40025
1358,Bridge start (LRP012B),bridge,N2,Bridge start,40025,40025
1343,Bridge end (LRP002B),bridge,N2,Bridge end,40024,40024
1346,Information missing (LRP004),link,N2,Information missing,40024,40024
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,40024,40024
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,40023,40023
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,40023,40023
1342,Bridge start (LRP002A),bridge,N2,Bridge start,40023,40023
1348,Km post broken (LRP006),link,N2,Km post broken,40021,40021
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",40021,40021
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36415,36415
18,Km post missing (LRP010),link,N1,Km post missing,36413,36413
20,Box culvert (LRP010B),bridge,N1,Box culvert,36413,36413
27,Bridge end (LRP012B),bridge,N1,Bridge end,36413,36413
19,Box culvert (LRP010A),bridge,N1,Box culvert,36412,36412
24,Box culvert (LRP011B),bridge,N1,Box culvert,36412,36412
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36412,36412
26,Bridge start (LRP012A),bridge,N1,Bridge start,36412,36412
21,Box culvert (LRP010C),bridge,N1,Box culvert,36411,36411
22,Km post missing (LRP011),link,N1,Km post missing,36411,36411
23,Box culvert (LRP011A),bridge,N1,Box culvert,36411,36411
1395,Road to Shakerchar (Z2038) (LRP028A),link,N2,Road to Shakerchar (Z2038),31092,31092
