infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
3,Km post missing (LRP001),link,N1,Km post missing,77130,77130
6,Km post missing (LRP003),link,N1,Km post missing,77128,77128
5,Box culvert (LRP002A),bridge,N1,Box culvert,77127,77127
4,Km post missing (LRP002),link,N1,Km post missing,77126,77126
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77125,77125
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77123,77123
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77123,77123
10,Km post missing (LRP006),link,N1,Km post missing,77119,77119
9,Km post missing (LRP005),link,N1,Km post missing,77118,77118
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77117,77117
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77116,77116
7,Km post missing (LRP004),link,N1,Km post missing,77115,77115
11,Km post missing (LRP007),link,N1,Km post missing,77112,77112
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77112,77112
15,Bridge end (LRP008B),bridge,N1,Bridge end,77109,77109
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77106,77106
13,Km post missing (LRP008),link,N1,Km post missing,77105,77105
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39608,39608
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39604,39604
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39604,39604
1346,Information missing (LRP004),link,N2,Information missing,39602,39602
1348,Km post broken (LRP006),link,N2,Km post broken,39602,39602
1344,Km post missing (LRP003),link,N2,Km post missing,39601,39601
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39600,39600
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39598,39598
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39598,39598
1352,Km post missing (LRP009),link,N2,Km post missing,39598,39598
1350,Km post broken (LRP007),link,N2,Km post broken,39597,39597
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39597,39597
1353,Km post broken (LRP010),link,N2,Km post broken,39596,39596
1354,Km post broken (LRP011),link,N2,Km post broken,39596,39596
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39595,39595
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39594,39594
1356,Km post missing (LRP012),link,N2,Km post missing,39594,39594
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39593,39593
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39593,39593
1369,Bridge start (LRP016B),bridge,N2,Bridge start,36962,36962
1366,Box culvert (LRP015A),bridge,N2,Box culvert,36869,36869
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,36867,36867
1368,Box culvert (LRP016A),bridge,N2,Box culvert,36867,36867
1362,Km post broken (LRP013),link,N2,Km post broken,36864,36864
1564,Box culvert (LRP085A),bridge,N2,Box culvert,36864,36864
1359,Bridge end (LRP012C),bridge,N2,Bridge end,36863,36863
1546,Box culvert (LRP077A),bridge,N2,Box culvert,36863,36863
1361,Box culvert (LRP012E),bridge,N2,Box culvert,36862,36862
1364,Box culvert (LRP014A),bridge,N2,Box culvert,36862,36862
1365,Km post missing (LRP015),link,N2,Km post missing,36861,36861
1544,Bridge end (LRP076B),bridge,N2,Bridge end,36861,36861
1545,Km post missing (LRP077),link,N2,Km post missing,36861,36861
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,36860,36860
1363,Km post missing (LRP014),link,N2,Km post missing,36860,36860
1542,Km post missing (LRP076),link,N2,Km post missing,36860,36860
1552,Sylhet 152 km (LRP080),link,N2,Sylhet 152 km,36860,36860
1554,Km post missing (LRP081),link,N2,Km post missing,36860,36860
1557,Sylhet 150 km (LRP082),link,N2,Sylhet 150 km,36860,36860
1558,Box culvert (LRP082A),bridge,N2,Box culvert,36860,36860
1565,Box culvert (LRP085B),bridge,N2,Box culvert,36860,36860
1566,Sylhet 146 km (LRP086),link,N2,Sylhet 146 km,36860,36860
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,36859,36859
1555,Box culvert (LRP081A),bridge,N2,Box culvert,36859,36859
1562,Box culvert (LRP084A),bridge,N2,Box culvert,36858,36858
1563,Sylhet 147 km (LRP085),link,N2,Sylhet 147 km,36858,36858
1392,Sylhet 205 km (LRP026),link,N2,Sylhet 205 km,36857,36857
1395,Road to Shakerchar (Z2038) (LRP028A),link,N2,Road to Shakerchar (Z2038),36857,36857
1406,Box culvert (LRP032A),bridge,N2,Box culvert,36857,36857
1540,Box culvert (LRP075B),bridge,N2,Box culvert,36857,36857
1541,Box culvert (LRP075C),bridge,N2,Box culvert,36857,36857
1553,Box culvert (LRP080A),bridge,N2,Box culvert,36857,36857
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,36856,36856
1384,Box culvert (LRP022A),bridge,N2,Box culvert,36856,36856
1386,Sylhet 207 km (LRP024),link,N2,Sylhet 207 km,36856,36856
1393,Km post broken (LRP027),link,N2,Km post broken,36856,36856
1404,Box culvert (LRP031C),bridge,N2,Box culvert,36856,36856
1405,Km post missing (LRP032),link,N2,Km post missing,36856,36856
1407,Sylhet 198 km (LRP033),link,N2,Sylhet 198 km,36856,36856
1408,Box culvert (LRP033A),bridge,N2,Box culvert,36856,36856
1409,Km post missing (LRP034),link,N2,Km post missing,36856,36856
1410,R210 to Narsingdi (LRP034A),link,N2,R210 to Narsingdi,36856,36856
1530,Km post missing (LRP073),link,N2,Km post missing,36856,36856
1538,Km post missing (LRP075),link,N2,Km post missing,36856,36856
1539,Box culvert (LRP075A),bridge,N2,Box culvert,36856,36856
1543,Bridge start (LRP076A),bridge,N2,Bridge start,36856,36856
1547,Sylhet 154 km (LRP078),link,N2,Sylhet 154 km,36856,36856
1548,Box culvert (LRP078A),bridge,N2,Box culvert,36856,36856
1556,Box culvert (LRP081B),bridge,N2,Box culvert,36856,36856
1560,Sylhet 149 km (LRP083),link,N2,Sylhet 149 km,36856,36856
1561,Sylhet 178 km (LRP084),link,N2,Sylhet 178 km,36856,36856
1387,Box culvert (LRP024A),bridge,N2,Box culvert,36855,36855
1403,Bridge end (LRP031B),bridge,N2,Bridge end,36855,36855
1412,Sylhet 196 km (LRP035),link,N2,Sylhet 196 km,36855,36855
1567,Road to Mainamoti(N102) (LRP086A),link,N2,Road to Mainamoti(N102),36855,36855
1371,Km post missing (LRP017),link,N2,Km post missing,36854,36854
1379,Box culvert (LRP020A),bridge,N2,Box culvert,36854,36854
1381,Box culvert (LRP021A),bridge,N2,Box culvert,36854,36854
1390,Box culvert (LRP025A),bridge,N2,Box culvert,36854,36854
1402,Bridge start (LRP031A),bridge,N2,Bridge start,36854,36854
1535,Start of Brahamanbaria road Division / Start of Brahamanbaria road Division (LRP074C),link,N2,Start of Brahamanbaria road Division / Start of Brahamanbaria road Division,36854,36854
1550,Sylhet 153 km (LRP079),link,N2,Sylhet 153 km,36854,36854
1378,Sylhet 211 km (LRP020),link,N2,Sylhet 211 km,36853,36853
1394,Km post missing (LRP028),link,N2,Km post missing,36853,36853
1399,Sylhet 201 km (LRP030),link,N2,Sylhet 201 km,36853,36853
1400,Box culvert (LRP030A),bridge,N2,Box culvert,36853,36853
1401,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km (LRP030B)",link,N2,"R301 to Ghorashal, Z2047 to Ghorashal / Sylhet 200 km",36853,36853
1411,Box culvert (LRP034B),bridge,N2,Box culvert,36853,36853
1534,Road to Nabinagar (Z2031) (LRP074B),link,N2,Road to Nabinagar (Z2031),36853,36853
1549,Box culvert (LRP078B),bridge,N2,Box culvert,36853,36853
1551,Box culvert (LRP079A),bridge,N2,Box culvert,36853,36853
1559,Box culvert (LRP082B),bridge,N2,Box culvert,36853,36853
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,36852,36852
1382,Box culvert (LRP021B),bridge,N2,Box culvert,36852,36852
1391,Box culvert (LRP025B),bridge,N2,Box culvert,36852,36852
1397,Box culvert (LRP029A),bridge,N2,Box culvert,36852,36852
1398,Box culvert (LRP029B),bridge,N2,Box culvert,36852,36852
1413,Box culvert (LRP035A),bridge,N2,Box culvert,36852,36852
1414,Box culvert (LRP035B),bridge,N2,Box culvert,36852,36852
1415,Km post broken (LRP036),link,N2,Km post broken,36852,36852
1527,Km post missing (LRP072),link,N2,Km post missing,36852,36852
1529,Bhairab Bridge (LRP072B),bridge,N2,Bhairab Bridge,36852,36852
1536,Box Culvert (LRP074D),bridge,N2,Box Culvert,36852,36852
1537,Box Culvert (LRP074E),bridge,N2,Box Culvert,36852,36852
1370,Bridge end (LRP016C),bridge,N2,Bridge end,36851,36851
1375,Km post missing (LRP019),link,N2,Km post missing,36851,36851
1389,Sylhet 206 km (LRP025),link,N2,Sylhet 206 km,36851,36851
1416,Box culvert (LRP036A),bridge,N2,Box culvert,36851,36851
1531,Bridge end (LRP073A),bridge,N2,Bridge end,36851,36851
1532,Km post missing (LRP074),link,N2,Km post missing,36851,36851
1533,Over pass (LRP074A),bridge,N2,Over pass,36851,36851
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,36850,36850
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,36850,36850
1380,Sylhet 210 km (LRP021),link,N2,Sylhet 210 km,36850,36850
1396,Sylhet 202 km (LRP029),link,N2,Sylhet 202 km,36850,36850
1425,Box culvert (LRP039A),bridge,N2,Box culvert,36850,36850
1525,Road to Kishoreganj(R360) (LRP071A),link,N2,Road to Kishoreganj(R360),36850,36850
1528,Box Culvert (LRP072A),bridge,N2,Box Culvert,36850,36850
1374,Box culvert (LRP018A),bridge,N2,Box culvert,36849,36849
1388,Box culvert (LRP024B),bridge,N2,Box culvert,36849,36849
1424,Sylhet 192 km (LRP039),link,N2,Sylhet 192 km,36849,36849
1517,Bridge start (LRP069A),bridge,N2,Bridge start,36849,36849
1518,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division (LRP069B),bridge,N2,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,36849,36849
1521,Bridge end (LRP070B),bridge,N2,Bridge end,36849,36849
1522,Box culvert (LRP070C),bridge,N2,Box culvert,36849,36849
1526,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP071B),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,36849,36849
1372,Box culvert (LRP017A),bridge,N2,Box culvert,36848,36848
1419,Bridge end (LRP037B),bridge,N2,Bridge end,36848,36848
1421,Bridge start (LRP038A),bridge,N2,Bridge start,36848,36848
1422,Bridge end (LRP038B),bridge,N2,Bridge end,36848,36848
1423,Box culvert (LRP038C),bridge,N2,Box culvert,36848,36848
1428,Box culvert (LRP040A),bridge,N2,Box culvert,36848,36848
1429,Box culvert (LRP040B),bridge,N2,Box culvert,36848,36848
1515,Box culvert (LRP068B),bridge,N2,Box culvert,36848,36848
1516,Sylhet 162 km (LRP069),link,N2,Sylhet 162 km,36848,36848
1420,Km post missing (LRP038),link,N2,Km post missing,36847,36847
1426,Box culvert (LRP039B),bridge,N2,Box culvert,36847,36847
1427,Sylhet 191 km (LRP040),link,N2,Sylhet 191 km,36847,36847
1438,Box culvert (LRP043A),bridge,N2,Box culvert,36847,36847
1507,Km post broken (LRP066),link,N2,Km post broken,36847,36847
1508,Box culvert (LRP066A),bridge,N2,Box culvert,36847,36847
1509,Sylhet 164 km (LRP067),link,N2,Sylhet 164 km,36847,36847
1512,Box culvert (LRP067C),bridge,N2,Box culvert,36847,36847
1513,Sylhet 163 km (LRP068),link,N2,Sylhet 163 km,36847,36847
1514,Box culvert (LRP068A),bridge,N2,Box culvert,36847,36847
1519,Km post missing (LRP070),link,N2,Km post missing,36847,36847
1520,Bridge start (LRP070A),bridge,N2,Bridge start,36847,36847
1524,Km post missing (LRP071),link,N2,Km post missing,36847,36847
1417,Km post missing (LRP037),link,N2,Km post missing,36846,36846
1418,Bridge start (LRP037A),bridge,N2,Bridge start,36846,36846
1431,Box culvert (LRP041A),bridge,N2,Box culvert,36846,36846
