infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
6,Km post missing (LRP003),link,N1,Km post missing,77346,77346
5,Box culvert (LRP002A),bridge,N1,Box culvert,77344,77344
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77343,77343
3,Km post missing (LRP001),link,N1,Km post missing,77342,77342
9,Km post missing (LRP005),link,N1,Km post missing,77340,77340
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77340,77340
4,Km post missing (LRP002),link,N1,Km post missing,77339,77339
10,Km post missing (LRP006),link,N1,Km post missing,77339,77339
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77339,77339
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77337,77337
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77337,77337
11,Km post missing (LRP007),link,N1,Km post missing,77336,77336
7,Km post missing (LRP004),link,N1,Km post missing,77335,77335
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77333,77333
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77330,77330
15,Bridge end (LRP008B),bridge,N1,Bridge end,77330,77330
13,Km post missing (LRP008),link,N1,Km post missing,77326,77326
1354,Km post broken (LRP011),link,N2,Km post broken,39822,39822
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39822,39822
1353,Km post broken (LRP010),link,N2,Km post broken,39820,39820
1356,Km post missing (LRP012),link,N2,Km post missing,39820,39820
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39820,39820
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39820,39820
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39818,39818
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39818,39818
1350,Km post broken (LRP007),link,N2,Km post broken,39817,39817
1352,Km post missing (LRP009),link,N2,Km post missing,39817,39817
1346,Information missing (LRP004),link,N2,Information missing,39816,39816
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39815,39815
1344,Km post missing (LRP003),link,N2,Km post missing,39815,39815
