infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77722,77722
10,Km post missing (LRP006),link,N1,Km post missing,77719,77719
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77718,77718
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77717,77717
15,Bridge end (LRP008B),bridge,N1,Bridge end,77716,77716
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77715,77715
11,Km post missing (LRP007),link,N1,Km post missing,77714,77714
6,Km post missing (LRP003),link,N1,Km post missing,77713,77713
3,Km post missing (LRP001),link,N1,Km post missing,77712,77712
5,Box culvert (LRP002A),bridge,N1,Box culvert,77711,77711
13,Km post missing (LRP008),link,N1,Km post missing,77711,77711
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77710,77710
9,Km post missing (LRP005),link,N1,Km post missing,77710,77710
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77708,77708
4,Km post missing (LRP002),link,N1,Km post missing,77707,77707
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77704,77704
7,Km post missing (LRP004),link,N1,Km post missing,77704,77704
1356,Km post missing (LRP012),link,N2,Km post missing,39989,39989
1354,Km post broken (LRP011),link,N2,Km post broken,39987,39987
1353,Km post broken (LRP010),link,N2,Km post broken,39986,39986
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39986,39986
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39985,39985
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39985,39985
1352,Km post missing (LRP009),link,N2,Km post missing,39981,39981
1350,Km post broken (LRP007),link,N2,Km post broken,39980,39980
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39980,39980
1346,Information missing (LRP004),link,N2,Information missing,39979,39979
1348,Km post broken (LRP006),link,N2,Km post broken,39977,39977
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39976,39976
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39976,39976
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39973,39973
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39970,39970
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39970,39970
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39970,39970
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39970,39970
1344,Km post missing (LRP003),link,N2,Km post missing,39970,39970
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36653,36653
27,Bridge end (LRP012B),bridge,N1,Bridge end,36652,36652
23,Box culvert (LRP011A),bridge,N1,Box culvert,36651,36651
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36651,36651
21,Box culvert (LRP010C),bridge,N1,Box culvert,36650,36650
24,Box culvert (LRP011B),bridge,N1,Box culvert,36650,36650
26,Bridge start (LRP012A),bridge,N1,Bridge start,36650,36650
20,Box culvert (LRP010B),bridge,N1,Box culvert,36649,36649
22,Km post missing (LRP011),link,N1,Km post missing,36649,36649
19,Box culvert (LRP010A),bridge,N1,Box culvert,36646,36646
18,Km post missing (LRP010),link,N1,Km post missing,36644,36644
1478,Box culvert (LRP057A),bridge,N2,Box culvert,31402,31402
1479,Box culvert (LRP057B),bridge,N2,Box culvert,31402,31402
1480,Box culvert (LRP057C),bridge,N2,Box culvert,31402,31402
1476,Bridge end (LRP056C),bridge,N2,Bridge end,31401,31401
1447,Sylhet 185 km (LRP046),link,N2,Sylhet 185 km,31400,31400
1477,Km post missing (LRP057),link,N2,Km post missing,31400,31400
1481,Sylhet 173 km (LRP058),link,N2,Sylhet 173 km,31400,31400
1564,Box culvert (LRP085A),bridge,N2,Box culvert,31400,31400
1448,Bridge start (LRP046A),bridge,N2,Bridge start,31399,31399
1488,Road to Rajpur (Z2041) (LRP059B),link,N2,Road to Rajpur (Z2041),31399,31399
1371,Km post missing (LRP017),link,N2,Km post missing,31398,31398
1449,Bridge end (LRP046B),bridge,N2,Bridge end,31398,31398
1450,Box culvert (LRP046C),bridge,N2,Box culvert,31398,31398
1451,Sylhet 184 km (LRP047),link,N2,Sylhet 184 km,31398,31398
1452,Box culvert (LRP047A),bridge,N2,Box culvert,31398,31398
1455,Box culvert (LRP048A),bridge,N2,Box culvert,31398,31398
1462,Box culvert (LRP051A),bridge,N2,Box culvert,31398,31398
1492,Box culvert (LRP060C),bridge,N2,Box culvert,31398,31398
1512,Box culvert (LRP067C),bridge,N2,Box culvert,31398,31398
1516,Sylhet 162 km (LRP069),link,N2,Sylhet 162 km,31398,31398
1561,Sylhet 178 km (LRP084),link,N2,Sylhet 178 km,31398,31398
1566,Sylhet 146 km (LRP086),link,N2,Sylhet 146 km,31398,31398
1366,Box culvert (LRP015A),bridge,N2,Box culvert,31397,31397
1368,Box culvert (LRP016A),bridge,N2,Box culvert,31397,31397
1446,Box culvert (LRP045A),bridge,N2,Box culvert,31397,31397
1461,Sylhet 180 km (LRP051),link,N2,Sylhet 180 km,31397,31397
1463,Sylhet 179 km (LRP052),link,N2,Sylhet 179 km,31397,31397
1468,Box culvert (LRP054A),bridge,N2,Box culvert,31397,31397
1471,Road to Belobo(Z2042) (LRP055A),link,N2,Road to Belobo(Z2042),31397,31397
1472,Box culvert (LRP055B),bridge,N2,Box culvert,31397,31397
1473,Sylhet 175 km (LRP056),link,N2,Sylhet 175 km,31397,31397
1474,Box cuylvert (LRP056A),bridge,N2,Box cuylvert,31397,31397
1475,Bridge start (LRP056B),bridge,N2,Bridge start,31397,31397
1487,Box culvert (LRP059A),bridge,N2,Box culvert,31397,31397
1489,Sylhet 171 km (LRP060),link,N2,Sylhet 171 km,31397,31397
1490,Bridge start (LRP060A),bridge,N2,Bridge start,31397,31397
1491,Bridge end (LRP060B),bridge,N2,Bridge end,31397,31397
1511,Bridge end (LRP067B),bridge,N2,Bridge end,31397,31397
1513,Sylhet 163 km (LRP068),link,N2,Sylhet 163 km,31397,31397
1517,Bridge start (LRP069A),bridge,N2,Bridge start,31397,31397
1518,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division (LRP069B),bridge,N2,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,31397,31397
1567,Road to Mainamoti(N102) (LRP086A),link,N2,Road to Mainamoti(N102),31397,31397
1369,Bridge start (LRP016B),bridge,N2,Bridge start,31396,31396
1370,Bridge end (LRP016C),bridge,N2,Bridge end,31396,31396
1453,Box culvert (LRP047B),bridge,N2,Box culvert,31396,31396
1454,Sylhet 183 km (LRP048),link,N2,Sylhet 183 km,31396,31396
1457,Sylhet 182 km (LRP049),link,N2,Sylhet 182 km,31396,31396
1459,Information missing (LRP050),link,N2,Information missing,31396,31396
1460,Box culvert (LRP050A),bridge,N2,Box culvert,31396,31396
1464,Box culvert (LRP052A),bridge,N2,Box culvert,31396,31396
1470,Sylhet 176 km (LRP055),link,N2,Sylhet 176 km,31396,31396
1485,Bridge end (LRP058D),bridge,N2,Bridge end,31396,31396
1486,Sylhet 172 km (LRP059),link,N2,Sylhet 172 km,31396,31396
1493,Sylhet 170 km (LRP061),link,N2,Sylhet 170 km,31396,31396
1494,Box culvert (LRP061A),bridge,N2,Box culvert,31396,31396
1509,Sylhet 164 km (LRP067),link,N2,Sylhet 164 km,31396,31396
1514,Box culvert (LRP068A),bridge,N2,Box culvert,31396,31396
1515,Box culvert (LRP068B),bridge,N2,Box culvert,31396,31396
1521,Bridge end (LRP070B),bridge,N2,Bridge end,31396,31396
1524,Km post missing (LRP071),link,N2,Km post missing,31396,31396
1525,Road to Kishoreganj(R360) (LRP071A),link,N2,Road to Kishoreganj(R360),31396,31396
1562,Box culvert (LRP084A),bridge,N2,Box culvert,31396,31396
1563,Sylhet 147 km (LRP085),link,N2,Sylhet 147 km,31396,31396
1565,Box culvert (LRP085B),bridge,N2,Box culvert,31396,31396
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,31395,31395
1373,Sylhet 213 km (LRP018),link,N2,Sylhet 213 km,31395,31395
1445,Sylhet 186 km (LRP045),link,N2,Sylhet 186 km,31395,31395
1456,Box culvert (LRP048B),bridge,N2,Box culvert,31395,31395
1458,Box culvert (LRP049A),bridge,N2,Box culvert,31395,31395
1469,Box culvert (LRP054B),bridge,N2,Box culvert,31395,31395
1483,Bridge end (LRP058B),bridge,N2,Bridge end,31395,31395
1484,Bridge start (LRP058C),bridge,N2,Bridge start,31395,31395
1508,Box culvert (LRP066A),bridge,N2,Box culvert,31395,31395
1510,Bridge start (LRP067A),bridge,N2,Bridge start,31395,31395
1519,Km post missing (LRP070),link,N2,Km post missing,31395,31395
1520,Bridge start (LRP070A),bridge,N2,Bridge start,31395,31395
1522,Box culvert (LRP070C),bridge,N2,Box culvert,31395,31395
1523,Box culvert (LRP070D),bridge,N2,Box culvert,31395,31395
1554,Km post missing (LRP081),link,N2,Km post missing,31395,31395
1560,Sylhet 149 km (LRP083),link,N2,Sylhet 149 km,31395,31395
1364,Box culvert (LRP014A),bridge,N2,Box culvert,31394,31394
1383,Sylhet 209 km (LRP022),link,N2,Sylhet 209 km,31394,31394
1467,Sylhet 177 km (LRP054),link,N2,Sylhet 177 km,31394,31394
1482,Bridge start (LRP058A),bridge,N2,Bridge start,31394,31394
1495,Sylhet 169 km (LRP062),link,N2,Sylhet 169 km,31394,31394
1506,Sylhet 166 km (LRP065),link,N2,Sylhet 166 km,31394,31394
1507,Km post broken (LRP066),link,N2,Km post broken,31394,31394
1527,Km post missing (LRP072),link,N2,Km post missing,31394,31394
1552,Sylhet 152 km (LRP080),link,N2,Sylhet 152 km,31394,31394
1555,Box culvert (LRP081A),bridge,N2,Box culvert,31394,31394
1556,Box culvert (LRP081B),bridge,N2,Box culvert,31394,31394
1359,Bridge end (LRP012C),bridge,N2,Bridge end,31393,31393
1360,R203 to Ramchandri (LRP012D),link,N2,R203 to Ramchandri,31393,31393
1361,Box culvert (LRP012E),bridge,N2,Box culvert,31393,31393
1362,Km post broken (LRP013),link,N2,Km post broken,31393,31393
1365,Km post missing (LRP015),link,N2,Km post missing,31393,31393
1375,Km post missing (LRP019),link,N2,Km post missing,31393,31393
1376,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP019A),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,31393,31393
1443,Z2033 (LRP044B),link,N2,Z2033,31393,31393
1465,Sylhet 178 km (LRP053),link,N2,Sylhet 178 km,31393,31393
1466,Box culvert (LRP053A),bridge,N2,Box culvert,31393,31393
1500,Bridge end (LRP063B),bridge,N2,Bridge end,31393,31393
1526,Start of Narsingdi road Division / Start of Narsingdi road Division (LRP071B),link,N2,Start of Narsingdi road Division / Start of Narsingdi road Division,31393,31393
1528,Box Culvert (LRP072A),bridge,N2,Box Culvert,31393,31393
1529,Bhairab Bridge (LRP072B),bridge,N2,Bhairab Bridge,31393,31393
1550,Sylhet 153 km (LRP079),link,N2,Sylhet 153 km,31393,31393
1553,Box culvert (LRP080A),bridge,N2,Box culvert,31393,31393
1374,Box culvert (LRP018A),bridge,N2,Box culvert,31392,31392
1444,Box culvert (LRP044C),bridge,N2,Box culvert,31392,31392
1501,Sylhet 167 km (LRP064),link,N2,Sylhet 167 km,31392,31392
1502,Box culvert (LRP064A),bridge,N2,Box culvert,31392,31392
1503,Z2032 to Belabo (LRP064B),link,N2,Z2032 to Belabo,31392,31392
1557,Sylhet 150 km (LRP082),link,N2,Sylhet 150 km,31392,31392
1363,Km post missing (LRP014),link,N2,Km post missing,31391,31391
1372,Box culvert (LRP017A),bridge,N2,Box culvert,31391,31391
1377,Box Culvert (LRP019B),bridge,N2,Box Culvert,31391,31391
1384,Box culvert (LRP022A),bridge,N2,Box culvert,31391,31391
1385,Sylhet 208 km (LRP023),link,N2,Sylhet 208 km,31391,31391
1425,Box culvert (LRP039A),bridge,N2,Box culvert,31391,31391
1434,Box culvert (LRP042A),bridge,N2,Box culvert,31391,31391
1435,Box culvert (LRP042B),bridge,N2,Box culvert,31391,31391
1442,Box culvert (LRP044A),bridge,N2,Box culvert,31391,31391
1497,Bridge end (LRP062B),bridge,N2,Bridge end,31391,31391
1504,Bridge start (LRP064C),bridge,N2,Bridge start,31391,31391
1505,Bridge end (LRP064D),bridge,N2,Bridge end,31391,31391
1530,Km post missing (LRP073),link,N2,Km post missing,31391,31391
1546,Box culvert (LRP077A),bridge,N2,Box culvert,31391,31391
1547,Sylhet 154 km (LRP078),link,N2,Sylhet 154 km,31391,31391
1548,Box culvert (LRP078A),bridge,N2,Box culvert,31391,31391
