infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
6,Km post missing (LRP003),link,N1,Km post missing,77566,77566
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77563,77563
3,Km post missing (LRP001),link,N1,Km post missing,77562,77562
9,Km post missing (LRP005),link,N1,Km post missing,77561,77561
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77561,77561
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77560,77560
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77560,77560
5,Box culvert (LRP002A),bridge,N1,Box culvert,77560,77560
10,Km post missing (LRP006),link,N1,Km post missing,77558,77558
4,Km post missing (LRP002),link,N1,Km post missing,77557,77557
11,Km post missing (LRP007),link,N1,Km post missing,77556,77556
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77555,77555
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77555,77555
7,Km post missing (LRP004),link,N1,Km post missing,77554,77554
15,Bridge end (LRP008B),bridge,N1,Bridge end,77553,77553
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77549,77549
13,Km post missing (LRP008),link,N1,Km post missing,77548,77548
1350,Km post broken (LRP007),link,N2,Km post broken,40046,40046
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,40045,40045
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),40044,40044
1346,Information missing (LRP004),link,N2,Information missing,40044,40044
1348,Km post broken (LRP006),link,N2,Km post broken,40043,40043
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,40042,40042
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",40042,40042
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,40039,40039
1352,Km post missing (LRP009),link,N2,Km post missing,40039,40039
1344,Km post missing (LRP003),link,N2,Km post missing,40037,40037
1354,Km post broken (LRP011),link,N2,Km post broken,40037,40037
1343,Bridge end (LRP002B),bridge,N2,Bridge end,40036,40036
1356,Km post missing (LRP012),link,N2,Km post missing,40036,40036
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,40035,40035
1342,Bridge start (LRP002A),bridge,N2,Bridge start,40035,40035
1353,Km post broken (LRP010),link,N2,Km post broken,40035,40035
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,40033,40033
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,40031,40031
1358,Bridge start (LRP012B),bridge,N2,Bridge start,40031,40031
18,Km post missing (LRP010),link,N1,Km post missing,36405,36405
19,Box culvert (LRP010A),bridge,N1,Box culvert,36404,36404
20,Box culvert (LRP010B),bridge,N1,Box culvert,36404,36404
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36404,36404
21,Box culvert (LRP010C),bridge,N1,Box culvert,36403,36403
27,Bridge end (LRP012B),bridge,N1,Bridge end,36403,36403
23,Box culvert (LRP011A),bridge,N1,Box culvert,36401,36401
24,Box culvert (LRP011B),bridge,N1,Box culvert,36401,36401
25,"Chittagong 248 km,Comilla 81 km (LRP012)",link,N1,"Chittagong 248 km,Comilla 81 km",36401,36401
26,Bridge start (LRP012A),bridge,N1,Bridge start,36401,36401
22,Km post missing (LRP011),link,N1,Km post missing,36398,36398
1371,Km post missing (LRP017),link,N2,Km post missing,31204,31204
1359,Bridge end (LRP012C),bridge,N2,Bridge end,31203,31203
1367,Sylhet 215 km (LRP016),link,N2,Sylhet 215 km,31203,31203
1368,Box culvert (LRP016A),bridge,N2,Box culvert,31203,31203
