infra_id,infra_label,infra_type,road_name,infra_name,crossing_count,unique_truck_count
17,Road to Sylhet (N2) (LRP009A),link,N1,Road to Sylhet (N2),77334,77334
12,"R110,Left to Demra, Right to Narayanganj (LRP007A)",link,N1,"R110,Left to Demra, Right to Narayanganj",77332,77332
3,Km post missing (LRP001),link,N1,Km post missing,77331,77331
5,Box culvert (LRP002A),bridge,N1,Box culvert,77331,77331
10,Km post missing (LRP006),link,N1,Km post missing,77330,77330
6,Km post missing (LRP003),link,N1,Km post missing,77329,77329
4,Km post missing (LRP002),link,N1,Km post missing,77328,77328
11,Km post missing (LRP007),link,N1,Km post missing,77328,77328
16,"Chittagong 251 km,Comilla 84 km (LRP009)",link,N1,"Chittagong 251 km,Comilla 84 km",77325,77325
2,Intersection with Z1101 (LRPSB),link,N1,Intersection with Z1101,77324,77324
14,Kachpur bridge (LRP008A),bridge,N1,Kachpur bridge,77324,77324
15,Bridge end (LRP008B),bridge,N1,Bridge end,77324,77324
9,Km post missing (LRP005),link,N1,Km post missing,77323,77323
8,Road to Narayanganj(R111) (LRP004A),link,N1,Road to Narayanganj(R111),77322,77322
1,Box Culvert (LRPSA),bridge,N1,Box Culvert,77321,77321
13,Km post missing (LRP008),link,N1,Km post missing,77318,77318
7,Km post missing (LRP004),link,N1,Km post missing,77316,77316
1354,Km post broken (LRP011),link,N2,Km post broken,39999,39999
1351,Sylhet 223 km (LRP008),link,N2,Sylhet 223 km,39998,39998
1356,Km post missing (LRP012),link,N2,Km post missing,39997,39997
1350,Km post broken (LRP007),link,N2,Km post broken,39996,39996
1353,Km post broken (LRP010),link,N2,Km post broken,39996,39996
1340,Sylhet 230 km (LRP001),link,N2,Sylhet 230 km,39995,39995
1341,Sylhet 229 km (LRP002),link,N2,Sylhet 229 km,39995,39995
1342,Bridge start (LRP002A),bridge,N2,Bridge start,39995,39995
1343,Bridge end (LRP002B),bridge,N2,Bridge end,39995,39995
1345,Road to Demra (R201) (LRP003A),link,N2,Road to Demra (R201),39995,39995
1347,Sylhet 226 km (LRP005),link,N2,Sylhet 226 km,39995,39995
1355,R202 to Rupganj (LRP011A),link,N2,R202 to Rupganj,39995,39995
1346,Information missing (LRP004),link,N2,Information missing,39994,39994
1357,Intersection with N105 (LRP012A),link,N2,Intersection with N105,39994,39994
1358,Bridge start (LRP012B),bridge,N2,Bridge start,39994,39994
1344,Km post missing (LRP003),link,N2,Km post missing,39993,39993
1352,Km post missing (LRP009),link,N2,Km post missing,39993,39993
1348,Km post broken (LRP006),link,N2,Km post broken,39991,39991
1349,"Z1090 Left to Keyatpara,Right to Mahajanpur. (LRP006A)",link,N2,"Z1090 Left to Keyatpara,Right to Mahajanpur.",39991,39991
28,Right to Syedpur (R113) left to Joydebpur N105) (LRP012C),link,N1,Right to Syedpur (R113) left to Joydebpur N105),36204,36204
23,Box culvert (LRP011A),bridge,N1,Box culvert,36202,36202
27,Bridge end (LRP012B),bridge,N1,Bridge end,36202,36202
24,Box culvert (LRP011B),bridge,N1,Box culvert,36201,36201
