bridge_id,bridge_name,road_name,condition,total_wait_time
1,Box Culvert,N1,A,353.365784569732
5,Box culvert,N1,A,42.341873912930396
14,Kachpur bridge,N1,A,33.8149633724217
15,Bridge end,N1,A,1048.8454711820125
19,Box culvert,N1,B,184.7185281212999
20,Box culvert,N1,A,71.72446738246099
21,Box culvert,N1,A,1015.0309170058131
23,Box culvert,N1,A,44.237756448832464
24,Box culvert,N1,A,1299.457767940794
26,Bridge start,N1,A,905.9073167608243
27,Bridge end,N1,A,1232.8135970504447
30,Box culvert,N1,A,22.423450507355202
33,Box culvert,N1,B,127.54055553432056
36,Langalbandhu bridge,N1,B,3397.9198857548126
37,Bridge end,N1,C,5906.253012267573
39,Bridge start,N1,C,2806.706170728881
40,Bridge end,N1,C,121.81903318404959
41,Bridge start,N1,A,488.96739730848185
42,Bridge end,N1,A,54.90775044089209
44,Bridge start,N1,B,1791.065362761403
45,Bridge end,N1,A,35.9963660639681
47,Box culvert,N1,C,176.54626641000843
48,Box culvert,N1,B,673.5551888843879
51,Bridge start,N1,B,2377.725667188135
52,Bridge end,N1,B,3332.665423612709
54,Box culvert,N1,A,711.6558368189202
56,Bridge start,N1,B,68.88534162834956
57,Bridge end,N1,B,81.66064783966759
58,Bridge start,N1,B,2503.1270133331195
59,Bridge end,N1,B,82.98554930687887
61,Meghna  bridge,N1,A,1378.2076984976836
63,Bridge end,N1,A,1260.9806085722496
66,Box culvert,N1,A,13.407543839388849
67,Box culvert,N1,A,28.01769408751632
69,Bridge start,N1,A,1126.9516305354755
71,Bridge end,N1,A,19.313003312413567
72,Bridge start,N1,A,531.0526189289434
73,Bridge end,N1,A,43.09765673553976
75,Bridge start,N1,A,775.3972089050555
76,Bridge end,N1,A,37.49199541701646
78,Bridge start,N1,A,246.77662342951265
79,Bridge end,N1,A,22.837923145700486
80,Bridge start,N1,A,663.7428405559897
81,Bridge end,N1,A,569.7278264491755
84,Bridge start,N1,A,377.30330542226903
85,Bridge end,N1,A,26.06813188568366
87,Box culvert,N1,A,28.12144382459601
89,Bridge start,N1,A,1751.2235905211203
90,Bridge end,N1,A,26.43956207589287
91,Box culvert,N1,A,44.64392920734739
94,Bridge start,N1,A,1013.8828349198153
95,Bridge end,N1,A,34.06277951795563
96,Box culvert,N1,A,29.483183214804797
98,Daudkandi bridge,N1,A,13.681273483106088
101,Daudkandi bridge,N1,A,22.281623303858098
104,Bridge start,N1,C,1327.3351450898201
105,Bridge end,N1,C,3001.02768212209
107,Box culvert,N1,C,151.32284910756456
111,Bridge start,N1,C,1155.4931538622961
112,Bridge end,N1,C,895.9501015788026
116,Box culvert,N1,C,120.52057515402485
120,Box culvert,N1,C,3125.0164977356044
124,Bridge start,N1,A,158.11793153586277
125,Bridge end,N1,A,15.831430738537335
128,Bridge start,N1,A,651.3398973062671
129,Bridge end,N1,A,55.498446899086446
132,Box culvert,N1,C,96.5139343081609
137,Bridge start,N1,C,2148.7207071854587
138,Bridge end,N1,C,3250.002081300443
142,Box culvert,N1,B,2263.2337357326483
145,Box culvert,N1,B,1395.875632374799
150,Box culvert,N1,B,47.81530396871663
151,Box culvert,N1,B,53.094911812637015
155,Box culvert,N1,B,1956.7126650922637
158,Box culvert,N1,A,6.502028648437539
165,Bridge start,N1,C,1298.5075242020298
166,Bridge end,N1,C,2700.6468945633087
170,Box culvert,N1,B,695.1363877898301
172,Box culvert,N1,B,1039.7070079167984
177,Box culvert,N1,C,3043.4011851640657
181,Box culvert,N1,B,48.69971972413936
183,Box culvert,N1,A,154.70607935350552
186,Box culvert,N1,A,5.110904552993125
193,Bridge start,N1,A,155.7594261275622
194,Bridge end,N1,A,18.988253318437714
200,Bridge start,N1,C,718.1768038741135
201,Bridge end,N1,C,88.83429563066143
206,Bridge start,N1,C,1172.976939499469
207,Bridge end,N1,C,81.41775319153899
211,Box culvert,N1,C,66.34767631298234
213,Bridge start,N1,A,213.48908112297056
214,Bridge end,N1,A,11.724950330456966
217,Box culvert,N1,A,16.27395261176892
218,Box culvert,N1,A,124.55356337813527
219,Box culvert,N1,A,462.0299765044671
221,Bridge start,N1,A,219.34967661535092
222,Bridge end,N1,A,517.5916717653658
225,Box culvert,N1,A,28.729895811454643
227,Bridge start,N1,C,1204.443817548599
228,Bridge end,N1,C,71.47906334686185
230,Box culvert,N1,C,30.410582047440084
233,Bridge start,N1,A,63.80169984710437
234,Bridge end,N1,A,310.72009824661814
238,Bridge start,N1,A,123.8513124721947
239,Bridge end,N1,A,6.439995990262499
241,Bridge start,N1,A,65.0839995243379
242,Bridge end,N1,A,16.1993783651476
243,Box culvert,N1,B,1120.1532868019108
245,Box culvert,N1,B,28.57022178806205
247,Bridge start,N1,A,210.62840219236222
248,Bridge end,N1,A,4.951246138289361
