truck_id,generated_at_step,removed_at_step,total_driving_time
Truck23041,5,560,555
Truck23040,0,561,561
Truck23042,10,567,557
Truck23043,15,573,558
Truck23044,20,575,555
Truck23045,25,580,555
Truck23046,30,585,555
Truck23047,35,590,555
Truck23048,40,595,555
Truck23049,45,603,558
Truck23050,50,605,555
Truck23051,55,610,555
Truck23052,60,615,555
Truck23053,65,620,555
Truck23055,75,630,555
Truck23054,70,631,561
Truck23057,85,640,555
Truck23056,80,641,561
Truck23059,95,653,558
Truck23061,105,662,557
Truck23058,90,663,573
Truck23062,110,665,555
Truck23063,115,670,555
Truck23064,120,675,555
Truck23067,135,693,558
Truck23068,140,698,558
Truck23066,130,703,573
Truck23070,150,705,555
Truck23071,155,710,555
Truck23072,160,717,557
Truck23073,165,720,555
Truck23060,100,722,622
Truck23074,170,725,555
Truck23075,175,730,555
Truck23076,180,735,555
Truck23077,185,740,555
Truck23078,190,745,555
Truck23065,125,748,623
Truck23079,195,750,555
Truck23080,200,755,555
Truck23081,205,764,559
Truck23082,210,765,555
Truck23069,145,768,623
Truck23083,215,770,555
Truck23084,220,775,555
Truck23085,225,784,559
Truck23087,235,793,558
Truck23088,240,795,555
Truck23090,250,807,557
Truck23091,255,810,555
Truck23092,260,815,555
Truck23093,265,820,555
Truck23095,275,830,555
Truck23096,280,835,555
Truck23097,285,840,555
Truck23094,270,843,573
Truck23098,290,845,555
Truck23099,295,850,555
Truck23086,230,853,623
Truck23100,300,855,555
Truck23101,305,860,555
Truck23102,310,865,555
Truck23089,245,868,623
Truck23103,315,870,555
Truck23105,325,882,557
Truck23106,330,888,558
Truck23107,335,890,555
Truck23104,320,895,575
Truck23108,340,895,555
Truck23109,345,900,555
Truck23112,360,915,555
Truck23113,365,920,555
Truck23115,375,930,555
Truck23117,385,940,555
Truck23118,390,945,555
Truck23119,395,950,555
Truck23120,400,955,555
Truck23121,405,960,555
Truck23122,410,968,558
Truck23110,350,972,622
Truck23123,415,973,558
Truck23124,420,975,555
Truck23111,355,977,622
Truck23127,435,990,555
Truck23114,370,992,622
Truck23129,445,1000,555
Truck23116,380,1005,625
Truck23130,450,1005,555
Truck23131,455,1010,555
Truck23128,440,1013,573
Truck23132,460,1020,560
Truck23133,465,1024,559
Truck23134,470,1025,555
Truck23135,475,1034,559
Truck23137,485,1040,555
Truck23125,425,1047,622
Truck23139,495,1050,555
Truck23136,480,1053,573
Truck23126,430,1055,625
Truck23140,500,1059,559
Truck23142,510,1067,557
Truck23141,505,1078,573
Truck23144,520,1078,558
Truck23145,525,1080,555
Truck23146,530,1085,555
Truck23148,540,1095,555
Truck23149,545,1100,555
Truck23150,550,1105,555
Truck23147,535,1108,573
Truck23138,490,1112,622
Truck23151,555,1115,560
Truck23152,560,1118,558
Truck23153,565,1123,558
Truck23154,570,1125,555
Truck23155,575,1134,559
Truck23143,515,1137,622
Truck23156,580,1138,558
Truck23157,585,1142,557
Truck23159,595,1157,562
Truck23162,610,1165,555
Truck23163,615,1172,557
Truck23164,620,1175,555
Truck23165,625,1180,555
Truck23166,630,1188,558
Truck23167,635,1195,560
Truck23168,640,1195,555
Truck23170,650,1205,555
Truck23171,655,1210,555
Truck23158,590,1213,623
Truck23172,660,1218,558
Truck23174,670,1225,555
Truck23161,605,1227,622
Truck23175,675,1230,555
Truck23176,680,1235,555
Truck23173,665,1238,573
Truck23160,600,1240,640
Truck23178,690,1245,555
Truck23179,695,1252,557
Truck23180,700,1255,555
Truck23181,705,1260,555
Truck23182,710,1265,555
Truck23169,645,1268,623
Truck23183,715,1270,555
Truck23184,720,1275,555
Truck23185,725,1283,558
Truck23186,730,1285,555
Truck23187,735,1290,555
Truck23188,740,1301,561
Truck23189,745,1303,558
Truck23177,685,1307,622
Truck23190,750,1308,558
Truck23191,755,1310,555
Truck23192,760,1315,555
Truck23193,765,1320,555
Truck23194,770,1328,558
Truck23196,780,1335,555
Truck23197,785,1340,555
Truck23195,775,1349,574
Truck23199,795,1350,555
Truck23198,790,1351,561
Truck23200,800,1355,555
