truck_id,generated_at_step,removed_at_step,total_driving_time
Truck64802,10,833,823
Truck64834,170,848,678
Truck64810,50,850,800
Truck64800,0,853,853
Truck64803,15,887,872
Truck64807,35,938,903
Truck64804,20,945,925
Truck64805,25,994,969
Truck64801,5,1012,1007
Truck64863,315,1013,698
Truck64817,85,1016,931
Truck64812,60,1019,959
Truck64824,120,1039,919
Truck64828,140,1039,899
Truck64822,110,1040,930
Truck64815,75,1043,968
Truck64813,65,1051,986
Truck64826,130,1054,924
Truck64821,105,1065,960
Truck64823,115,1067,952
Truck64855,275,1078,803
Truck64832,160,1115,955
Truck64841,205,1122,917
Truck64842,210,1126,916
Truck64818,90,1131,1041
Truck64845,225,1131,906
Truck64847,235,1140,905
Truck64857,285,1149,864
Truck64827,135,1153,1018
Truck64806,30,1157,1127
Truck64844,220,1158,938
Truck64850,250,1168,918
Truck64820,100,1189,1089
Truck64868,340,1197,857
Truck64846,230,1198,968
Truck64833,165,1204,1039
Truck64839,195,1204,1009
Truck64840,200,1205,1005
Truck64819,95,1207,1112
Truck64808,40,1211,1171
Truck64816,80,1218,1138
Truck64853,265,1224,959
Truck64859,295,1236,941
Truck64838,190,1238,1048
Truck64831,155,1239,1084
Truck64849,245,1239,994
Truck64874,370,1240,870
Truck64865,325,1244,919
Truck64843,215,1247,1032
Truck64876,380,1253,873
Truck64836,180,1257,1077
Truck64877,385,1271,886
Truck64858,290,1285,995
Truck64915,575,1286,711
Truck64864,320,1295,975
Truck64883,415,1295,880
Truck64837,185,1298,1113
Truck64888,440,1300,860
Truck64854,270,1303,1033
Truck64882,410,1322,912
Truck64830,150,1329,1179
Truck64848,240,1331,1091
Truck64814,70,1340,1270
Truck64861,305,1341,1036
Truck64879,395,1358,963
Truck64878,390,1361,971
Truck64881,405,1367,962
Truck64912,560,1371,811
Truck64872,360,1374,1014
Truck64862,310,1377,1067
Truck64829,145,1382,1237
Truck64880,400,1383,983
Truck64885,425,1386,961
Truck64900,500,1390,890
Truck64866,330,1395,1065
Truck64896,480,1399,919
Truck64886,430,1404,974
Truck64825,125,1416,1291
Truck64891,455,1430,975
Truck64887,435,1435,1000
Truck64905,525,1436,911
Truck64920,600,1444,844
Truck64873,365,1449,1084
Truck64893,465,1452,987
Truck64851,255,1455,1200
Truck64875,375,1470,1095
Truck64870,350,1474,1124
Truck64871,355,1486,1131
Truck64884,420,1492,1072
Truck64856,280,1495,1215
Truck64867,335,1506,1171
Truck64869,345,1532,1187
Truck64898,490,1533,1043
Truck64852,260,1541,1281
Truck64933,665,1546,881
Truck64811,55,1552,1497
Truck64902,510,1556,1046
Truck64860,300,1558,1258
Truck64907,535,1561,1026
Truck64956,780,1568,788
Truck64927,635,1569,934
Truck64942,710,1569,859
Truck64895,475,1576,1101
Truck64938,690,1581,891
Truck64892,460,1583,1123
Truck64944,720,1589,869
Truck64941,705,1609,904
Truck64921,605,1615,1010
Truck64925,625,1615,990
Truck64897,485,1619,1134
Truck64809,45,1622,1577
Truck64916,580,1625,1045
Truck64904,520,1629,1109
Truck64930,650,1629,979
Truck64924,620,1630,1010
Truck64906,530,1640,1110
Truck64960,800,1644,844
Truck64903,515,1645,1130
Truck64961,805,1658,853
Truck64910,550,1660,1110
Truck64923,615,1663,1048
Truck64890,450,1665,1215
Truck64899,495,1670,1175
Truck64948,740,1681,941
Truck64954,770,1685,915
Truck64901,505,1691,1186
Truck64940,700,1698,998
Truck64958,790,1698,908
Truck64962,810,1706,896
Truck64990,950,1712,762
Truck64911,555,1715,1160
Truck64835,175,1716,1541
Truck64894,470,1718,1248
Truck64994,970,1721,751
Truck64966,830,1723,893
Truck64992,960,1727,767
Truck64945,725,1731,1006
Truck64913,565,1740,1175
Truck64922,610,1747,1137
Truck64950,750,1748,998
Truck64917,585,1751,1166
Truck64934,670,1764,1094
Truck64918,590,1767,1177
Truck64926,630,1767,1137
Truck64983,915,1768,853
Truck64943,715,1772,1057
Truck64936,680,1781,1101
Truck64928,640,1786,1146
Truck64979,895,1788,893
Truck65013,1065,1788,723
Truck64889,445,1800,1355
Truck64987,935,1803,868
Truck65003,1015,1814,799
Truck64975,875,1819,944
Truck64964,820,1822,1002
Truck64959,795,1826,1031
Truck64957,785,1830,1045
Truck64978,890,1830,940
Truck64914,570,1837,1267
Truck64932,660,1837,1177
Truck64977,885,1837,952
Truck64935,675,1841,1166
Truck64946,730,1851,1121
Truck65002,1010,1856,846
Truck64949,745,1863,1118
Truck64998,990,1871,881
Truck64982,910,1874,964
Truck64937,685,1881,1196
Truck64929,645,1884,1239
Truck64981,905,1888,983
Truck64951,755,1889,1134
Truck64931,655,1895,1240
Truck65035,1175,1896,721
Truck64967,835,1900,1065
Truck64984,920,1914,994
Truck64939,695,1929,1234
Truck64971,855,1929,1074
Truck64996,980,1929,949
Truck64919,595,1931,1336
Truck64908,540,1932,1392
Truck64988,940,1934,994
Truck64980,900,1935,1035
Truck64969,845,1943,1098
Truck64963,815,1945,1130
Truck64909,545,1946,1401
Truck64985,925,1946,1021
Truck64953,765,1948,1183
Truck65000,1000,1955,955
Truck65026,1130,1957,827
Truck65024,1120,1960,840
Truck64955,775,1962,1187
Truck64947,735,1963,1228
Truck64995,975,1964,989
Truck65031,1155,1966,811
Truck64972,860,1971,1111
Truck65025,1125,1974,849
Truck65014,1070,1983,913
Truck65007,1035,1997,962
Truck65012,1060,2004,944
Truck64989,945,2006,1061
Truck65030,1150,2031,881
Truck64952,760,2033,1273
Truck65004,1020,2034,1014
Truck65039,1195,2034,839
Truck65060,1300,2037,737
Truck65027,1135,2041,906
Truck64999,995,2049,1054
Truck64965,825,2050,1225
Truck65010,1050,2053,1003
Truck65008,1040,2055,1015
Truck65022,1110,2055,945
Truck64997,985,2060,1075
Truck65001,1005,2060,1055
Truck65011,1055,2064,1009
Truck65020,1100,2066,966
Truck65006,1030,2086,1056
Truck64968,840,2097,1257
Truck65016,1080,2102,1022
Truck65019,1095,2109,1014
Truck65023,1115,2111,996
Truck65015,1075,2116,1041
Truck64970,850,2118,1268
Truck65029,1145,2118,973
Truck64973,865,2139,1274
Truck64986,930,2146,1216
Truck65036,1180,2151,971
Truck64974,870,2154,1284
Truck64993,965,2158,1193
Truck65045,1225,2167,942
Truck65018,1090,2177,1087
Truck65071,1355,2179,824
Truck64976,880,2183,1303
Truck65041,1205,2184,979
Truck65028,1140,2210,1070
Truck65050,1250,2233,983
Truck65053,1265,2234,969
Truck65083,1415,2235,820
Truck65063,1315,2242,927
Truck65093,1465,2242,777
Truck65034,1170,2244,1074
Truck65009,1045,2248,1203
Truck65040,1200,2252,1052
Truck65055,1275,2254,979
Truck65080,1400,2258,858
Truck65059,1295,2259,964
Truck65048,1240,2264,1024
Truck64991,955,2270,1315
Truck65065,1325,2283,958
Truck65046,1230,2287,1057
Truck65085,1425,2299,874
Truck65069,1345,2303,958
Truck65017,1085,2310,1225
Truck65094,1470,2321,851
Truck65044,1220,2327,1107
Truck65005,1025,2328,1303
Truck65056,1280,2335,1055
Truck65072,1360,2338,978
Truck65037,1185,2339,1154
Truck65051,1255,2342,1087
Truck65042,1210,2343,1133
Truck65078,1390,2354,964
Truck65104,1520,2362,842
Truck65061,1305,2364,1059
Truck65081,1405,2372,967
Truck65128,1640,2375,735
Truck65057,1285,2383,1098
Truck65038,1190,2386,1196
Truck65052,1260,2388,1128
Truck65070,1350,2395,1045
Truck65095,1475,2404,929
Truck65100,1500,2405,905
Truck65058,1290,2408,1118
Truck65109,1545,2413,868
Truck65076,1380,2417,1037
Truck65086,1430,2418,988
Truck65043,1215,2422,1207
Truck65033,1165,2423,1258
Truck65077,1385,2428,1043
Truck65062,1310,2430,1120
Truck65113,1565,2430,865
Truck65117,1585,2432,847
Truck65102,1510,2435,925
Truck65067,1335,2436,1101
Truck65108,1540,2443,903
Truck65054,1270,2449,1179
Truck65126,1630,2449,819
Truck65137,1685,2451,766
Truck65049,1245,2453,1208
Truck65074,1370,2459,1089
Truck65087,1435,2459,1024
Truck65032,1160,2462,1302
Truck65089,1445,2465,1020
Truck65120,1600,2465,865
Truck65075,1375,2470,1095
Truck65073,1365,2471,1106
Truck65103,1515,2479,964
Truck65099,1495,2487,992
Truck65110,1550,2489,939
Truck65082,1410,2501,1091
Truck65091,1455,2501,1046
Truck65136,1680,2503,823
Truck65121,1605,2506,901
Truck65066,1330,2514,1184
Truck65092,1460,2515,1055
Truck65105,1525,2517,992
Truck65096,1480,2519,1039
Truck65047,1235,2528,1293
Truck65168,1840,2530,690
Truck65150,1750,2532,782
Truck65098,1490,2551,1061
Truck65064,1320,2561,1241
Truck65106,1530,2585,1055
Truck65119,1595,2585,990
Truck65124,1620,2589,969
Truck65143,1715,2602,887
Truck65170,1850,2602,752
Truck65139,1695,2607,912
Truck65088,1440,2620,1180
Truck65133,1665,2621,956
Truck65131,1655,2625,970
Truck65154,1770,2625,855
Truck65097,1485,2627,1142
Truck65156,1780,2627,847
Truck65140,1700,2629,929
Truck65153,1765,2633,868
Truck65144,1720,2640,920
Truck65152,1760,2640,880
Truck65107,1535,2644,1109
Truck65079,1395,2649,1254
Truck65164,1820,2653,833
Truck65160,1800,2655,855
Truck65021,1105,2656,1551
Truck65112,1560,2676,1116
Truck65115,1575,2676,1101
Truck65127,1635,2678,1043
Truck65068,1340,2682,1342
Truck65118,1590,2682,1092
Truck65184,1920,2684,764
Truck65179,1895,2685,790
Truck65116,1580,2699,1119
Truck65123,1615,2707,1092
Truck65157,1785,2707,922
Truck65167,1835,2718,883
Truck65178,1890,2719,829
Truck65171,1855,2720,865
Truck65214,2070,2720,650
Truck65125,1625,2727,1102
Truck65146,1730,2729,999
Truck65129,1645,2735,1090
Truck65195,1975,2743,768
Truck65122,1610,2744,1134
Truck65147,1735,2750,1015
Truck65176,1880,2750,870
Truck65180,1900,2750,850
Truck65194,1970,2762,792
Truck65138,1690,2763,1073
Truck65111,1555,2778,1223
Truck65163,1815,2786,971
Truck65182,1910,2790,880
Truck65186,1930,2790,860
Truck65142,1710,2792,1082
Truck65188,1940,2792,852
Truck65132,1660,2810,1150
Truck65158,1790,2810,1020
Truck65209,2045,2820,775
Truck65175,1875,2821,946
Truck65162,1810,2824,1014
Truck65134,1670,2833,1163
Truck65084,1420,2838,1418
Truck65145,1725,2849,1124
Truck65159,1795,2850,1055
Truck65090,1450,2851,1401
Truck65101,1505,2863,1358
Truck65193,1965,2866,901
Truck65141,1705,2870,1165
Truck65191,1955,2873,918
Truck65215,2075,2875,800
Truck65166,1830,2876,1046
Truck65148,1740,2882,1142
Truck65187,1935,2885,950
Truck65114,1570,2887,1317
Truck65161,1805,2887,1082
