bridge_id,bridge_name,road_name,condition,length,total_wait_time
1,Box Culvert,N1,A,8.000000000000007,2282.4536560574356
5,Box culvert,N1,A,870.0000000000001,307.79752800319375
14,Kachpur bridge,N1,A,418.000000000001,517.7825892156357
15,Bridge end,N1,A,73.99999999999984,10024.587095207808
19,Box culvert,N1,B,347.999999999999,971.5288465655245
20,Box culvert,N1,A,414.0000000000015,347.0862352996272
21,Box culvert,N1,A,125.99999999999945,10729.32150906985
23,Box culvert,N1,A,428.0000000000008,160.72288304970246
24,Box culvert,N1,A,183.9999999999993,7621.745025461647
26,Bridge start,N1,A,26.000000000001577,6339.566393885435
27,Bridge end,N1,A,164.99999999999915,12629.283134348883
30,Box culvert,N1,A,851.9999999999985,226.89982850478677
33,Box culvert,N1,B,960.9999999999984,574.8515337310765
36,Langalbandhu bridge,N1,B,160.00000000000014,19239.016435422447
37,Bridge end,N1,C,121.99999999999989,46909.06682689939
39,Bridge start,N1,C,21.0000000000008,15736.96948299249
40,Bridge end,N1,C,352.00000000000034,1532.5835956126111
41,Bridge start,N1,A,30.000000000001137,4839.723587088848
42,Bridge end,N1,A,289.99999999999915,214.78866075137964
44,Bridge start,N1,B,41.00000000000037,10442.989668966333
45,Bridge end,N1,A,620.000000000001,218.4213100280868
47,Box culvert,N1,C,643.0000000000007,1560.6474073099603
48,Box culvert,N1,B,3.0000000000001137,5014.720667986677
51,Bridge start,N1,B,100.00000000000142,18432.260268187532
52,Bridge end,N1,B,82.00000000000074,21481.079820276795
54,Box culvert,N1,A,130.00000000000256,8641.408734630155
56,Bridge start,N1,B,227.999999999998,746.4033638908718
57,Bridge end,N1,B,259.00000000000034,517.5086411289336
58,Bridge start,N1,B,121.99999999999989,24255.296750442136
59,Bridge end,N1,B,255.00000000000256,606.8773019063377
61,Meghna  bridge,N1,A,65.00000000000128,9758.248524034518
63,Bridge end,N1,A,126.00000000000122,6249.896637670827
66,Box culvert,N1,A,673.9999999999995,172.64963912093475
67,Box culvert,N1,A,316.0000000000025,286.1162634977261
69,Bridge start,N1,A,126.00000000000122,11288.453044782036
71,Bridge end,N1,A,656.0000000000024,237.3585846905861
72,Bridge start,N1,A,38.999999999997925,5779.988230106076
73,Bridge end,N1,A,396.0000000000008,306.17386729956405
75,Bridge start,N1,A,45.999999999999375,3775.3614125476934
76,Bridge end,N1,A,646.0000000000008,255.27508525903318
78,Bridge start,N1,A,38.000000000000256,7370.261489780069
79,Bridge end,N1,A,532.0,231.5527230467768
80,Bridge start,N1,A,38.000000000000256,7832.182818531458
81,Bridge end,N1,A,39.00000000000148,7269.425147305143
84,Bridge start,N1,A,40.0000000000027,2938.058388351748
85,Bridge end,N1,A,394.9999999999996,249.35228058840576
87,Box culvert,N1,A,582.0000000000007,367.18827020546627
89,Bridge start,N1,A,76.99999999999818,6126.371420435208
90,Bridge end,N1,A,442.9999999999978,213.88005324736181
91,Box culvert,N1,A,256.0000000000002,435.7602333321842
94,Bridge start,N1,A,39.99999999999915,6766.5622974636035
95,Bridge end,N1,A,275.0000000000057,383.478940428289
96,Box culvert,N1,A,650.9999999999962,231.36846656105197
98,Daudkandi bridge,N1,A,335.9999999999985,237.22358721782535
101,Daudkandi bridge,N1,A,354.9999999999969,231.63469036464087
104,Bridge start,N1,C,17.000000000003013,15825.881580030587
105,Bridge end,N1,C,46.99999999999704,30639.124704402326
107,Box culvert,N1,C,487.0000000000019,1027.7168200633441
111,Bridge start,N1,C,16.999999999995907,15231.017741112739
112,Bridge end,N1,C,24.00000000000091,11435.415682315976
116,Box culvert,N1,C,814.9999999999977,1035.1274601339603
120,Box culvert,N1,C,107.999999999997,29768.949498729115
124,Bridge start,N1,A,20.000000000003126,3751.8440385504987
125,Bridge end,N1,A,576.9999999999982,410.2490985134754
128,Bridge start,N1,A,15.999999999998238,2971.0642434868605
129,Bridge end,N1,A,390.00000000000057,349.04428852134953
132,Box culvert,N1,C,632.9999999999956,1767.5966144443933
137,Bridge start,N1,C,42.00000000000159,32209.918904645703
138,Bridge end,N1,C,101.99999999999676,45673.820524236406
142,Box culvert,N1,B,77.99999999999585,17515.688772970694
145,Box culvert,N1,B,88.99999999999864,15976.595718867555
150,Box culvert,N1,B,351.9999999999968,358.72418586711984
151,Box culvert,N1,B,375.0,441.00287534867323
155,Box culvert,N1,B,182.99999999999272,20378.149370455845
158,Box culvert,N1,A,305.9999999999974,276.3571811060343
165,Bridge start,N1,C,30.000000000001137,8349.850212569636
166,Bridge end,N1,C,197.9999999999933,36655.338989663636
170,Box culvert,N1,B,140.99999999999113,13610.501704501048
172,Box culvert,N1,B,128.99999999999068,12958.708970399664
177,Box culvert,N1,C,55.999999999997385,39623.37452817291
181,Box culvert,N1,B,486.9999999999948,481.80483269250414
183,Box culvert,N1,A,27.999999999991587,4353.231959779156
186,Box culvert,N1,A,435.9999999999928,180.13182428258006
193,Bridge start,N1,A,24.00000000000091,7710.160199037548
