truck_id,generated_at_step,removed_at_step,total_driving_time
Truck99401,205,1252,1047
Truck99373,65,1509,1444
Truck99414,270,1602,1332
Truck99403,215,1652,1437
Truck99361,5,1677,1672
Truck99424,320,1715,1395
Truck99365,25,1755,1730
Truck99377,85,1758,1673
Truck99392,160,1763,1603
Truck99413,265,1796,1531
Truck99411,255,1817,1562
Truck99436,380,1828,1448
Truck99381,105,1849,1744
Truck99384,120,1849,1729
Truck99397,185,1864,1679
Truck99366,30,1868,1838
Truck99389,145,1873,1728
Truck99402,210,1879,1669
Truck99382,110,1891,1781
Truck99462,510,1899,1389
Truck99409,245,1903,1658
Truck99375,75,1910,1835
Truck99391,155,1922,1767
Truck99420,300,1929,1629
Truck99393,165,1936,1771
Truck99412,260,1943,1683
Truck99369,45,1958,1913
Truck99370,50,1981,1931
Truck99406,230,1989,1759
Truck99372,60,1990,1930
Truck99400,200,2027,1827
Truck99394,170,2039,1869
Truck99379,95,2049,1954
Truck99385,125,2050,1925
Truck99395,175,2063,1888
Truck99442,410,2066,1656
Truck99399,195,2084,1889
Truck99506,730,2088,1358
Truck99435,375,2096,1721
Truck99514,770,2096,1326
Truck99398,190,2101,1911
Truck99360,0,2112,2112
Truck99364,20,2112,2092
Truck99416,280,2112,1832
Truck99390,150,2116,1966
Truck99440,400,2117,1717
Truck99407,235,2120,1885
Truck99428,340,2122,1782
Truck99380,100,2146,2046
Truck99378,90,2150,2060
Truck99430,350,2157,1807
Truck99423,315,2159,1844
Truck99426,330,2162,1832
Truck99461,505,2167,1662
Truck99367,35,2182,2147
Truck99455,475,2184,1709
Truck99418,290,2191,1901
Truck99417,285,2193,1908
Truck99374,70,2198,2128
Truck99432,360,2202,1842
Truck99452,460,2212,1752
Truck99449,445,2218,1773
Truck99376,80,2219,2139
Truck99458,490,2220,1730
Truck99528,840,2222,1382
Truck99386,130,2226,2096
Truck99529,845,2226,1381
Truck99427,335,2232,1897
Truck99478,590,2243,1653
Truck99388,140,2255,2115
Truck99538,890,2262,1372
Truck99469,545,2263,1718
Truck99447,435,2271,1836
Truck99404,220,2272,2052
Truck99446,430,2274,1844
Truck99434,370,2275,1905
Truck99500,700,2278,1578
Truck99445,425,2280,1855
Truck99425,325,2284,1959
Truck99548,940,2285,1345
Truck99437,385,2295,1910
Truck99362,10,2296,2286
Truck99387,135,2303,2168
Truck99448,440,2307,1867
Truck99419,295,2312,2017
Truck99479,595,2317,1722
Truck99453,465,2319,1854
Truck99429,345,2321,1976
Truck99405,225,2331,2106
Truck99465,525,2332,1807
Truck99481,605,2335,1730
Truck99421,305,2340,2035
Truck99368,40,2343,2303
Truck99530,850,2343,1493
Truck99439,395,2369,1974
Truck99460,500,2372,1872
Truck99433,365,2377,2012
Truck99459,495,2388,1893
Truck99492,660,2388,1728
Truck99477,585,2394,1809
Truck99480,600,2396,1796
Truck99438,390,2398,2008
Truck99498,690,2403,1713
Truck99454,470,2406,1936
Truck99441,405,2411,2006
Truck99468,540,2422,1882
Truck99456,480,2424,1944
Truck99485,625,2426,1801
Truck99473,565,2428,1863
Truck99521,805,2429,1624
Truck99363,15,2436,2421
Truck99535,875,2438,1563
Truck99493,665,2439,1774
Truck99410,250,2449,2199
Truck99443,415,2450,2035
Truck99415,275,2451,2176
Truck99519,795,2463,1668
Truck99557,985,2464,1479
Truck99371,55,2498,2443
Truck99520,800,2505,1705
Truck99534,870,2506,1636
Truck99475,575,2507,1932
Truck99532,860,2513,1653
Truck99467,535,2518,1983
Truck99592,1160,2522,1362
Truck99451,455,2530,2075
Truck99422,310,2532,2222
Truck99505,725,2536,1811
Truck99431,355,2538,2183
Truck99497,685,2546,1861
Truck99501,705,2552,1847
Truck99576,1080,2554,1474
Truck99483,615,2557,1942
Truck99527,835,2560,1725
Truck99513,765,2566,1801
Truck99496,680,2572,1892
Truck99470,550,2576,2026
Truck99515,775,2577,1802
Truck99489,645,2582,1937
Truck99396,180,2586,2406
Truck99463,515,2587,2072
Truck99494,670,2598,1928
Truck99502,710,2598,1888
Truck99572,1060,2603,1543
Truck99482,610,2606,1996
Truck99457,485,2607,2122
Truck99466,530,2618,2088
Truck99491,655,2618,1963
Truck99508,740,2623,1883
Truck99544,920,2629,1709
Truck99444,420,2633,2213
Truck99537,885,2634,1749
Truck99647,1435,2635,1200
Truck99472,560,2637,2077
Truck99609,1245,2645,1400
Truck99526,830,2656,1826
Truck99554,970,2656,1686
Truck99471,555,2658,2103
Truck99507,735,2667,1932
Truck99579,1095,2668,1573
Truck99522,810,2669,1859
Truck99490,650,2670,2020
Truck99555,975,2671,1696
Truck99408,240,2684,2444
Truck99509,745,2685,1940
Truck99510,750,2685,1935
Truck99597,1185,2695,1510
Truck99516,780,2704,1924
Truck99588,1140,2710,1570
Truck99626,1330,2723,1393
Truck99571,1055,2725,1670
Truck99585,1125,2739,1614
Truck99533,865,2741,1876
Truck99561,1005,2758,1753
Truck99476,580,2759,2179
Truck99603,1215,2760,1545
Truck99503,715,2766,2051
Truck99525,825,2770,1945
Truck99450,450,2781,2331
Truck99575,1075,2795,1720
Truck99517,785,2797,2012
Truck99464,520,2800,2280
Truck99474,570,2808,2238
Truck99551,955,2812,1857
Truck99543,915,2814,1899
Truck99547,935,2823,1888
Truck99608,1240,2829,1589
Truck99556,980,2830,1850
Truck99383,115,2835,2720
Truck99524,820,2852,2032
Truck99487,635,2856,2221
Truck99640,1400,2857,1457
Truck99558,990,2858,1868
Truck99580,1100,2871,1771
Truck99570,1050,2880,1830
Truck99549,945,2882,1937
Truck99613,1265,2885,1620
Truck99546,930,2887,1957
Truck99601,1205,2891,1686
Truck99488,640,2899,2259
Truck99641,1405,2906,1501
Truck99560,1000,2912,1912
Truck99589,1145,2914,1769
Truck99486,630,2917,2287
Truck99586,1130,2918,1788
Truck99495,675,2919,2244
Truck99624,1320,2930,1610
Truck99559,995,2931,1936
Truck99595,1175,2938,1763
Truck99623,1315,2938,1623
Truck99499,695,2940,2245
Truck99606,1230,2950,1720
Truck99573,1065,2959,1894
Truck99632,1360,2962,1602
