bridge_id,bridge_name,road_name,condition,total_wait_time
1,Box Culvert,N1,A,2874.8378118771866
5,Box culvert,N1,A,486.75016126451226
14,Kachpur bridge,N1,A,249.17336010718373
15,Bridge end,N1,A,12828.276010827582
19,Box culvert,N1,B,447.04059866339975
20,Box culvert,N1,A,156.19916178001935
21,Box culvert,N1,A,11677.216896975926
23,Box culvert,N1,A,236.84956241327944
24,Box culvert,N1,A,11294.400793642943
26,Bridge start,N1,A,8044.244535264664
27,Bridge end,N1,A,10665.55438537532
30,Box culvert,N1,A,378.7951842114117
33,Box culvert,N1,B,750.9819009084375
36,Langalbandhu bridge,N1,B,13895.118853234739
37,Bridge end,N1,C,40696.11827117754
39,Bridge start,N1,C,13272.813536089234
40,Bridge end,N1,C,1373.6181588297377
41,Bridge start,N1,A,2124.926276119935
42,Bridge end,N1,A,220.27696047543418
44,Bridge start,N1,B,6956.488236390393
45,Bridge end,N1,A,279.10892596092833
47,Box culvert,N1,C,1411.2706995286278
48,Box culvert,N1,B,5188.875687468918
51,Bridge start,N1,B,13902.6479110046
52,Bridge end,N1,B,15630.517267937314
54,Box culvert,N1,A,5641.398214624658
56,Bridge start,N1,B,462.92683495598806
57,Bridge end,N1,B,323.00256943259285
58,Bridge start,N1,B,19398.71757112188
59,Bridge end,N1,B,612.2113884143964
61,Meghna  bridge,N1,A,9842.756263371031
63,Bridge end,N1,A,8159.086174019626
66,Box culvert,N1,A,366.3156031906456
67,Box culvert,N1,A,279.1443703659061
69,Bridge start,N1,A,11138.35646848458
71,Bridge end,N1,A,257.1757541269907
72,Bridge start,N1,A,3814.2738009371215
73,Bridge end,N1,A,434.2748303409754
75,Bridge start,N1,A,8435.122310560988
76,Bridge end,N1,A,492.71086335699295
78,Bridge start,N1,A,2562.787608355688
79,Bridge end,N1,A,482.289561698324
80,Bridge start,N1,A,4362.71075250589
81,Bridge end,N1,A,5684.944638467582
84,Bridge start,N1,A,6520.768480993
85,Bridge end,N1,A,428.5709793925637
87,Box culvert,N1,A,269.8363052101809
89,Bridge start,N1,A,8441.116122471514
90,Bridge end,N1,A,515.9455403326522
91,Box culvert,N1,A,241.44537007823405
94,Bridge start,N1,A,9399.090042513042
95,Bridge end,N1,A,324.4801181327463
96,Box culvert,N1,A,450.9815399720546
98,Daudkandi bridge,N1,A,211.1411792655682
101,Daudkandi bridge,N1,A,415.58412664872907
104,Bridge start,N1,C,15583.127264237723
105,Bridge end,N1,C,15311.40076590125
107,Box culvert,N1,C,922.776860746493
111,Bridge start,N1,C,9511.523143601715
112,Bridge end,N1,C,20192.53881626874
116,Box culvert,N1,C,751.0021750546399
120,Box culvert,N1,C,42006.64440218467
124,Bridge start,N1,A,2718.0390783224248
125,Bridge end,N1,A,224.10365733777465
128,Bridge start,N1,A,5819.7346946811285
129,Bridge end,N1,A,451.55838073711413
132,Box culvert,N1,C,1414.27489880068
137,Bridge start,N1,C,14319.095114574488
138,Bridge end,N1,C,29250.110870268458
142,Box culvert,N1,B,22449.67803228711
145,Box culvert,N1,B,23389.1705631739
150,Box culvert,N1,B,340.3237802422605
151,Box culvert,N1,B,810.0594307245616
155,Box culvert,N1,B,21447.3989004491
158,Box culvert,N1,A,232.17867259043737
165,Bridge start,N1,C,17119.789476887596
166,Bridge end,N1,C,37747.27100098329
170,Box culvert,N1,B,11894.383096388421
172,Box culvert,N1,B,13789.00955549487
177,Box culvert,N1,C,46021.282223502436
181,Box culvert,N1,B,956.156228423874
