truck_id,generated_at_step,removed_at_step,total_driving_time
Truck53286,30,679,649
Truck53287,35,684,649
Truck53283,15,688,673
Truck53306,130,704,574
Truck53301,105,714,609
Truck53308,140,720,580
Truck53289,45,724,679
Truck53281,5,768,763
Truck53293,65,768,703
Truck53305,125,768,643
Truck53292,60,778,718
Truck53300,100,782,682
Truck53312,160,787,627
Truck53303,115,794,679
Truck53295,75,796,721
Truck53330,250,807,557
Truck53291,55,818,763
Truck53297,85,820,735
Truck53298,90,825,735
Truck53294,70,827,757
Truck53302,110,837,727
Truck53280,0,845,845
Truck53285,25,854,829
Truck53319,195,855,660
Truck53310,150,867,717
Truck53333,265,873,608
Truck53288,40,879,839
Truck53314,170,880,710
Truck53311,155,885,730
Truck53304,120,886,766
Truck53316,180,888,708
Truck53282,10,907,897
Truck53331,255,908,653
Truck53309,145,909,764
Truck53326,230,909,679
Truck53321,205,912,707
Truck53299,95,921,826
Truck53315,175,925,750
Truck53346,330,935,605
Truck53322,210,938,728
Truck53324,220,942,722
Truck53307,135,946,811
Truck53290,50,964,914
Truck53332,260,964,704
Truck53337,285,972,687
Truck53318,190,982,792
Truck53320,200,987,787
Truck53313,165,988,823
Truck53360,400,1017,617
Truck53350,350,1027,677
Truck53359,395,1030,635
Truck53351,355,1031,676
Truck53364,420,1032,612
Truck53340,300,1038,738
Truck53296,80,1054,974
Truck53284,20,1055,1035
Truck53323,215,1057,842
Truck53325,225,1060,835
Truck53347,335,1060,725
Truck53367,435,1078,643
Truck53334,270,1080,810
Truck53335,275,1082,807
Truck53345,325,1082,757
Truck53336,280,1088,808
Truck53348,340,1095,755
Truck53341,305,1106,801
Truck53328,240,1110,870
Truck53391,555,1119,564
Truck53354,370,1123,753
Truck53353,365,1124,759
Truck53379,495,1129,634
Truck53317,185,1132,947
Truck53327,235,1136,901
Truck53344,320,1139,819
Truck53338,290,1147,857
Truck53368,440,1150,710
Truck53343,315,1153,838
Truck53329,245,1161,916
Truck53357,385,1169,784
Truck53374,470,1173,703
Truck53361,405,1177,772
Truck53362,410,1186,776
Truck53390,550,1192,642
Truck53363,415,1202,787
Truck53339,295,1204,909
Truck53370,450,1212,762
Truck53376,480,1214,734
Truck53375,475,1219,744
Truck53358,390,1231,841
Truck53355,375,1233,858
Truck53342,310,1236,926
Truck53366,430,1240,810
Truck53382,510,1241,731
Truck53407,635,1266,631
Truck53389,545,1275,730
Truck53423,715,1278,563
Truck53371,455,1287,832
Truck53420,700,1301,601
Truck53378,490,1302,812
Truck53352,360,1305,945
Truck53414,670,1305,635
Truck53377,485,1307,822
Truck53388,540,1310,770
Truck53380,500,1315,815
Truck53392,560,1315,755
Truck53403,615,1320,705
Truck53381,505,1328,823
Truck53372,460,1329,869
Truck53406,630,1330,700
Truck53415,675,1337,662
Truck53427,735,1339,604
Truck53395,575,1341,766
Truck53401,605,1341,736
Truck53383,515,1342,827
Truck53369,445,1343,898
Truck53396,580,1348,768
Truck53397,585,1355,770
Truck53412,660,1359,699
Truck53398,590,1376,786
Truck53365,425,1389,964
Truck53373,465,1391,926
Truck53394,570,1392,822
Truck53400,600,1392,792
Truck53349,345,1404,1059
Truck53356,380,1407,1027
Truck53405,625,1415,790
Truck53399,595,1421,826
