truck_id,generated_at_step,removed_at_step,total_driving_time
Truck60487,35,692,657
Truck60498,90,788,698
Truck60480,0,828,828
Truck60501,105,867,762
Truck60504,120,945,825
Truck60486,30,946,916
Truck60483,15,963,948
Truck60484,20,986,966
Truck60505,125,992,867
Truck60493,65,995,930
Truck60481,5,1016,1011
Truck60499,95,1030,935
Truck60496,80,1032,952
Truck60502,110,1038,928
Truck60520,200,1042,842
Truck60512,160,1060,900
Truck60511,155,1087,932
Truck60524,220,1087,867
Truck60514,170,1092,922
Truck60531,255,1099,844
Truck60518,190,1100,910
Truck60541,305,1102,797
Truck60491,55,1104,1049
Truck60492,60,1108,1048
Truck60490,50,1122,1072
Truck60503,115,1131,1016
Truck60552,360,1138,778
Truck60494,70,1156,1086
Truck60485,25,1163,1138
Truck60550,350,1163,813
Truck60533,265,1167,902
Truck60482,10,1180,1170
Truck60495,75,1185,1110
Truck60489,45,1196,1151
Truck60510,150,1202,1052
Truck60519,195,1204,1009
Truck60532,260,1213,953
Truck60521,205,1215,1010
Truck60488,40,1219,1179
Truck60567,435,1223,788
Truck60517,185,1226,1041
Truck60497,85,1233,1148
Truck60513,165,1239,1074
Truck60516,180,1241,1061
Truck60527,235,1241,1006
Truck60556,380,1243,863
Truck60566,430,1243,813
Truck60575,475,1244,769
Truck60523,215,1246,1031
Truck60537,285,1252,967
Truck60525,225,1253,1028
Truck60507,135,1276,1141
Truck60538,290,1283,993
Truck60526,230,1284,1054
Truck60555,375,1284,909
Truck60543,315,1285,970
Truck60544,320,1285,965
Truck60570,450,1286,836
Truck60528,240,1298,1058
Truck60509,145,1307,1162
Truck60542,310,1311,1001
Truck60558,390,1313,923
Truck60561,405,1317,912
Truck60535,275,1320,1045
Truck60500,100,1321,1221
Truck60546,330,1329,999
Truck60548,340,1335,995
Truck60569,445,1337,892
Truck60545,325,1350,1025
Truck60539,295,1358,1063
Truck60506,130,1361,1231
Truck60554,370,1368,998
Truck60508,140,1376,1236
Truck60557,385,1380,995
Truck60590,550,1387,837
Truck60560,400,1395,995
