bridge_id,bridge_name,road_name,condition,total_wait_time
1,Box Culvert,N1,A,333.7343520936358
5,Box culvert,N1,A,11.04570623815575
14,Kachpur bridge,N1,A,28.984254319218604
15,Bridge end,N1,A,552.0239322010592
19,Box culvert,N1,B,74.59786712590964
20,Box culvert,N1,A,24.732574959469314
21,Box culvert,N1,A,241.674027858527
23,Box culvert,N1,A,25.611332680903008
24,Box culvert,N1,A,649.7288839703969
26,Bridge start,N1,A,754.9227639673536
27,Bridge end,N1,A,493.1254388201779
30,Box culvert,N1,A,10.349284849548555
33,Box culvert,N1,B,58.599714704958096
36,Langalbandhu bridge,N1,B,1294.4456707637387
37,Bridge end,N1,C,3331.732468458627
39,Bridge start,N1,C,1344.0564761236888
40,Bridge end,N1,C,88.08453168692823
41,Bridge start,N1,A,336.1650856495813
42,Bridge end,N1,A,13.177860105814103
44,Bridge start,N1,B,1029.8625835878076
45,Bridge end,N1,A,13.844756178449265
47,Box culvert,N1,C,98.97290692682286
48,Box culvert,N1,B,266.61559560007044
51,Bridge start,N1,B,1538.5283728864397
52,Bridge end,N1,B,1367.2473532770089
54,Box culvert,N1,A,547.4275667837849
56,Bridge start,N1,B,38.269634237972
57,Bridge end,N1,B,40.83032391983377
58,Bridge start,N1,B,1420.6937102701481
59,Bridge end,N1,B,35.5652354172338
61,Meghna  bridge,N1,A,652.8352256041658
63,Bridge end,N1,A,588.4576173337165
66,Box culvert,N1,A,8.04452630363331
67,Box culvert,N1,A,17.241657900010043
69,Bridge start,N1,A,596.6214514599578
71,Bridge end,N1,A,26.335913607836684
72,Bridge start,N1,A,212.42104757157728
73,Bridge end,N1,A,20.11223980991855
75,Bridge start,N1,A,367.29341474450007
76,Bridge end,N1,A,18.74599770850823
78,Bridge start,N1,A,528.8070502060986
79,Bridge end,N1,A,10.747257950917874
80,Bridge start,N1,A,442.49522703732646
81,Bridge end,N1,A,569.7278264491755
84,Bridge start,N1,A,113.19099162668068
85,Bridge end,N1,A,9.604048589462405
87,Box culvert,N1,A,6.6168103116696475
89,Bridge start,N1,A,750.5243959376231
90,Bridge end,N1,A,12.4421468592437
91,Box culvert,N1,A,17.857571682938953
94,Bridge start,N1,A,357.84100055993474
95,Bridge end,N1,A,17.031389758977816
96,Box culvert,N1,A,26.53486489332432
98,Daudkandi bridge,N1,A,9.95001707862261
101,Daudkandi bridge,N1,A,11.796153513807228
104,Bridge start,N1,C,791.7437707553313
105,Bridge end,N1,C,2036.4116414399919
107,Box culvert,N1,C,89.1723932241005
111,Bridge start,N1,C,675.8544862213428
112,Bridge end,N1,C,609.2460690735859
116,Box culvert,N1,C,103.64769463246138
120,Box culvert,N1,C,1660.16501442204
124,Bridge start,N1,A,110.68255207510393
125,Bridge end,N1,A,17.590478598374816
128,Bridge start,N1,A,532.9144614324003
129,Bridge end,N1,A,16.32307261737837
132,Box culvert,N1,C,71.49180319123023
137,Bridge start,N1,C,1110.1723653791528
138,Bridge end,N1,C,1950.0012487802637
142,Box culvert,N1,B,1653.90157611232
145,Box culvert,N1,B,634.4889238067266
150,Box culvert,N1,B,26.298417182794154
151,Box culvert,N1,B,27.609354142571235
155,Box culvert,N1,B,1354.64722967926
158,Box culvert,N1,A,10.836714414062564
165,Bridge start,N1,C,1207.913976001888
166,Bridge end,N1,C,1560.3737613032463
170,Box culvert,N1,B,855.5524772797909
172,Box culvert,N1,B,1336.7661530358832
177,Box culvert,N1,C,2521.6752677073687
181,Box culvert,N1,B,43.28863975479054
183,Box culvert,N1,A,34.37912874522344
186,Box culvert,N1,A,10.22180910598625
193,Bridge start,N1,A,311.51885225512433
194,Bridge end,N1,A,10.850430467678693
200,Bridge start,N1,C,833.0850924939715
201,Bridge end,N1,C,60.28041489223454
206,Bridge start,N1,C,1340.5450737136787
207,Bridge end,N1,C,81.41775319153899
211,Box culvert,N1,C,51.036674086909485
213,Bridge start,N1,A,177.90756760247547
214,Bridge end,N1,A,13.67910871886646
217,Box culvert,N1,A,8.87670142460123
218,Box culvert,N1,A,177.93366196876465
219,Box culvert,N1,A,308.0199843363114
221,Bridge start,N1,A,329.02451492302635
222,Bridge end,N1,A,369.7083369752613
225,Box culvert,N1,A,15.961053228585914
227,Bridge start,N1,C,833.8457198413379
228,Bridge end,N1,C,74.72811168081012
230,Box culvert,N1,C,34.55747959936374
233,Bridge start,N1,A,159.50424961776093
234,Bridge end,N1,A,362.50678128772114
238,Bridge start,N1,A,82.5675416481298
239,Bridge end,N1,A,17.173322640699997
241,Bridge start,N1,A,97.62599928650685
242,Bridge end,N1,A,13.499481970956332
243,Box culvert,N1,B,622.3073815566171
245,Box culvert,N1,B,50.7915054009992
247,Bridge start,N1,A,157.97130164427165
248,Bridge end,N1,A,13.203323035438299
250,Box culvert,N1,A,10.35481776763212
252,Box culvert,N1,B,41.76609050949029
255,Box culvert,N1,B,24.02171765558254
256,Box culvert,N1,B,21.09517316952787
257,Box culvert,N1,B,26.688624948382152
259,Box culvert,N1,B,42.79665294872566
261,Box culvert,N1,B,950.7992491205421
262,Bridge start,N1,B,482.96710313541615
263,Bridge end,N1,B,21.347311044335676
264,Box culvert,N1,B,15.371294513198784
266,Box culvert,N1,B,28.552132898314277
267,Box culvert,N1,A,168.99026192796086
