truck_id,generated_at_step,removed_at_step,total_driving_time
Truck66253,65,927,862
Truck66246,30,951,921
Truck66240,0,975,975
Truck66256,80,983,903
Truck66269,145,987,842
Truck66248,40,998,958
Truck66241,5,1000,995
Truck66274,170,1003,833
Truck66265,125,1026,901
Truck66242,10,1031,1021
Truck66244,20,1033,1013
Truck66261,105,1033,928
Truck66275,175,1068,893
Truck66249,45,1082,1037
Truck66245,25,1091,1066
Truck66289,245,1092,847
Truck66285,225,1098,873
Truck66264,120,1101,981
Truck66243,15,1102,1087
Truck66262,110,1112,1002
Truck66267,135,1124,989
Truck66296,280,1125,845
Truck66336,480,1129,649
Truck66257,85,1131,1046
Truck66270,150,1131,981
Truck66278,190,1152,962
Truck66288,240,1153,913
Truck66272,160,1178,1018
Truck66310,350,1181,831
Truck66294,270,1184,914
Truck66260,100,1186,1086
Truck66258,90,1187,1097
Truck66279,195,1209,1014
Truck66280,200,1211,1011
Truck66292,260,1213,953
Truck66286,230,1220,990
Truck66266,130,1224,1094
Truck66305,325,1245,920
Truck66259,95,1251,1156
Truck66273,165,1252,1087
Truck66298,290,1253,963
Truck66251,55,1268,1213
Truck66315,375,1268,893
Truck66287,235,1277,1042
Truck66254,70,1279,1209
Truck66314,370,1292,922
Truck66318,390,1298,908
Truck66303,315,1299,984
Truck66300,300,1301,1001
Truck66252,60,1303,1243
Truck66302,310,1305,995
Truck66323,415,1305,890
Truck66281,205,1308,1103
Truck66340,500,1319,819
Truck66313,365,1320,955
Truck66322,410,1322,912
Truck66290,250,1326,1076
Truck66330,450,1327,877
Truck66283,215,1337,1122
Truck66255,75,1338,1263
Truck66282,210,1341,1131
Truck66317,385,1344,959
Truck66295,275,1346,1071
Truck66309,345,1366,1021
Truck66247,35,1367,1332
Truck66359,595,1367,772
Truck66271,155,1369,1214
Truck66316,380,1369,989
Truck66250,50,1373,1323
Truck66307,335,1374,1039
Truck66284,220,1383,1163
Truck66306,330,1384,1054
Truck66349,545,1387,842
Truck66329,445,1394,949
Truck66358,590,1395,805
Truck66342,510,1398,888
Truck66321,405,1406,1001
Truck66320,400,1407,1007
Truck66332,460,1409,949
Truck66353,565,1413,848
Truck66328,440,1424,984
Truck66363,615,1430,815
