bridge_id,bridge_name,road_name,condition,total_wait_time
1,Box Culvert,N1,A,1803.268494601867
5,Box culvert,N1,A,377.64999024499144
14,Kachpur bridge,N1,A,307.57587155839065
15,Bridge end,N1,A,12162.826481143959
19,Box culvert,N1,B,865.9254521398651
20,Box culvert,N1,A,315.1813515104531
21,Box culvert,N1,A,7900.7311535221
23,Box culvert,N1,A,391.67678325658255
24,Box culvert,N1,A,8561.619394876856
26,Bridge start,N1,A,7659.469998000522
27,Bridge end,N1,A,9018.734113181194
30,Box culvert,N1,A,322.6931670646616
33,Box culvert,N1,B,716.6575427460323
36,Langalbandhu bridge,N1,B,23601.024195138587
37,Bridge end,N1,C,41342.64702080915
39,Bridge start,N1,C,32306.0170868698
40,Bridge end,N1,C,869.6358850229411
41,Bridge start,N1,A,8713.194312293066
42,Bridge end,N1,A,268.0466638651077
44,Bridge start,N1,B,15589.068906717372
45,Bridge end,N1,A,406.5877637292397
47,Box culvert,N1,C,1264.7514063063807
48,Box culvert,N1,B,4605.012014865906
51,Bridge start,N1,B,20434.028115897792
52,Bridge end,N1,B,22995.464203538933
54,Box culvert,N1,A,6878.673206652036
56,Bridge start,N1,B,601.2060168367964
57,Bridge end,N1,B,732.0534191621695
58,Bridge start,N1,B,20765.692759679026
59,Bridge end,N1,B,841.2634048009448
61,Meghna  bridge,N1,A,6581.289291270469
63,Bridge end,N1,A,12279.561564650474
66,Box culvert,N1,A,273.4638358768182
67,Box culvert,N1,A,287.11939172638967
69,Bridge start,N1,A,8139.247556675254
71,Bridge end,N1,A,465.85523696202563
72,Bridge start,N1,A,3054.2845895021073
73,Bridge end,N1,A,325.79105884959984
75,Bridge start,N1,A,7906.153041959566
76,Bridge end,N1,A,244.77940326598159
78,Bridge start,N1,A,6451.018333734661
79,Bridge end,N1,A,394.30953882625187
80,Bridge start,N1,A,5023.098265955648
81,Bridge end,N1,A,6587.337646926039
84,Bridge start,N1,A,5403.006525341523
85,Bridge end,N1,A,487.664266104785
87,Box culvert,N1,A,453.44943659855755
89,Bridge start,N1,A,12816.799889917842
90,Bridge end,N1,A,464.4324660140468
91,Box culvert,N1,A,439.1529920127211
94,Bridge start,N1,A,5579.922960219575
95,Bridge end,N1,A,200.13017196840696
96,Box culvert,N1,A,272.88526214882944
98,Daudkandi bridge,N1,A,414.7739505792686
101,Daudkandi bridge,N1,A,302.3809504806039
104,Bridge start,N1,C,18220.597439707843
105,Bridge end,N1,C,23451.802760546598
107,Box culvert,N1,C,1136.281106452864
111,Bridge start,N1,C,30629.578144090476
112,Bridge end,N1,C,21105.096834015698
116,Box culvert,N1,C,1551.4743791763428
120,Box culvert,N1,C,34832.20805054263
124,Bridge start,N1,A,5746.80376149271
125,Bridge end,N1,A,328.8706178695965
128,Bridge start,N1,A,8377.442042862045
129,Bridge end,N1,A,280.4638898493221
132,Box culvert,N1,C,1121.1835377302257
137,Bridge start,N1,C,27304.07975876657
138,Bridge end,N1,C,41577.36048056803
142,Box culvert,N1,B,18524.1757899082
145,Box culvert,N1,B,16873.253449561093
150,Box culvert,N1,B,565.4105296840019
151,Box culvert,N1,B,916.5108672372947
155,Box culvert,N1,B,25090.938224673857
158,Box culvert,N1,A,233.93438713135873
165,Bridge start,N1,C,19781.884092530378
166,Bridge end,N1,C,33131.41978047938
170,Box culvert,N1,B,14501.141483663438
172,Box culvert,N1,B,16752.816091751614
177,Box culvert,N1,C,41642.99929382461
181,Box culvert,N1,B,666.8981045176859
183,Box culvert,N1,A,7428.220907537152
186,Box culvert,N1,A,484.92344553622286
193,Bridge start,N1,A,4044.0863793081876
194,Bridge end,N1,A,272.9295398730271
200,Bridge start,N1,C,13621.75297308046
201,Bridge end,N1,C,866.339730520611
206,Bridge start,N1,C,9092.86930760522
207,Bridge end,N1,C,1510.0051053309965
211,Box culvert,N1,C,723.9152837147575
213,Bridge start,N1,A,6857.208958807969
214,Bridge end,N1,A,277.5530872912924
217,Box culvert,N1,A,426.4685217231869
218,Box culvert,N1,A,4231.126332039904
219,Box culvert,N1,A,7153.845545566228
221,Bridge start,N1,A,5735.702397056399
222,Bridge end,N1,A,12713.081957485081
225,Box culvert,N1,A,293.3453003397477
227,Bridge start,N1,C,11580.725173216655
228,Bridge end,N1,C,1458.5592231765859
230,Box culvert,N1,C,1531.4204463785773
233,Bridge start,N1,A,2830.7963153711466
234,Bridge end,N1,A,8923.289756684042
238,Bridge start,N1,A,3367.7888437296456
239,Bridge end,N1,A,322.20861006435644
241,Bridge start,N1,A,6005.421712231342
242,Bridge end,N1,A,412.8580749022361
243,Box culvert,N1,B,23613.39999375113
245,Box culvert,N1,B,331.2692181803608
247,Bridge start,N1,A,3118.2176589836827
248,Bridge end,N1,A,163.04365809843804
250,Box culvert,N1,A,285.91195652589465
252,Box culvert,N1,B,950.5678689821999
255,Box culvert,N1,B,613.283219236835
256,Box culvert,N1,B,669.2645365781615
257,Box culvert,N1,B,508.3431636028465
259,Box culvert,N1,B,684.3129458081315
261,Box culvert,N1,B,17187.530136065998
262,Bridge start,N1,B,8344.370466288618
263,Bridge end,N1,B,414.5125742049436
264,Box culvert,N1,B,382.7117852260868
266,Box culvert,N1,B,456.7912960194917
267,Box culvert,N1,A,2695.871431140595
269,Box culvert,N1,B,889.5170348775098
270,Box culvert,N1,B,459.18308354283744
273,Box culvert,N1,A,317.108272989375
275,Box culvert,N1,B,471.3198235915083
277,Box culvert,N1,A,272.24685349212245
279,Box culvert,N1,A,10290.003978612069
281,Bridge start,N1,C,13336.322633464715
282,Bridge end,N1,C,867.4525354619878
284,Box culvert,N1,B,698.1645096466003
286,Bridge start,N1,B,9784.831828156264
287,Bridge end,N1,A,204.71769855278214
289,Box culvert,N1,B,983.3887158933152
292,Box culvert,N1,B,19495.934143802868
294,Box culvert,N1,B,789.8663035073257
296,Box culvert,N1,B,607.5309181544162
298,Box culvert,N1,A,284.9006838180741
