truck_id,generated_at_step,removed_at_step,total_driving_time
Truck123859,95,3656,3561
Truck123849,45,3958,3913
Truck123850,50,3981,3931
Truck123858,90,3999,3909
Truck123840,0,4071,4071
Truck123843,15,4090,4075
Truck123874,170,4151,3981
Truck123848,40,4172,4132
Truck123882,210,4177,3967
Truck123932,460,4199,3739
Truck123845,25,4206,4181
Truck123873,165,4284,4119
Truck123911,355,4318,3963
Truck123887,235,4320,4085
Truck123930,450,4334,3884
Truck123937,485,4365,3880
Truck123863,115,4412,4297
Truck123885,225,4466,4241
Truck123894,270,4498,4228
Truck123903,315,4547,4232
Truck123907,335,4560,4225
Truck123870,150,4561,4411
Truck123952,560,4566,4006
Truck123936,480,4569,4089
Truck123920,400,4575,4175
Truck123961,605,4587,3982
Truck123855,75,4596,4521
Truck123929,445,4606,4161
Truck123896,280,4607,4327
Truck123953,565,4623,4058
Truck123857,85,4651,4566
Truck123877,185,4663,4478
Truck124008,840,4665,3825
Truck123927,435,4667,4232
Truck123916,380,4675,4295
Truck123854,70,4726,4656
Truck123862,110,4736,4626
Truck123864,120,4744,4624
Truck124162,1610,4749,3139
Truck123950,550,4764,4214
Truck124012,860,4797,3937
Truck123847,35,4802,4767
Truck123917,385,4812,4427
Truck123990,750,4813,4063
Truck124052,1060,4825,3765
Truck123938,490,4840,4350
Truck123934,470,4844,4374
Truck123904,320,4849,4529
Truck124014,870,4849,3979
Truck123868,140,4853,4713
Truck123986,730,4860,4130
Truck123962,610,4893,4283
Truck123975,675,4894,4219
Truck123892,260,4900,4640
Truck123852,60,4902,4842
Truck123946,530,4905,4375
Truck123878,190,4913,4723
Truck123964,620,4913,4293
Truck123918,390,4920,4530
Truck123841,5,4931,4926
Truck123972,660,4939,4279
Truck123958,590,4945,4355
Truck124009,845,4956,4111
Truck123879,195,4979,4784
Truck123965,625,4988,4363
Truck123966,630,5000,4370
Truck123922,410,5005,4595
Truck123994,770,5010,4240
Truck124017,885,5019,4134
Truck123886,230,5029,4799
Truck124011,855,5043,4188
Truck123940,500,5047,4547
Truck123981,705,5050,4345
Truck123945,525,5051,4526
Truck123881,205,5069,4864
Truck123888,240,5070,4830
Truck123875,175,5071,4896
Truck123935,475,5075,4600
Truck123914,370,5076,4706
Truck124144,1520,5078,3558
Truck123939,495,5080,4585
Truck124042,1010,5083,4073
Truck123974,670,5084,4414
Truck123853,65,5085,5020
Truck123959,595,5092,4497
Truck124020,900,5100,4200
Truck123947,535,5112,4577
Truck123948,540,5120,4580
Truck123992,760,5120,4360
Truck123941,505,5122,4617
Truck123899,295,5123,4828
Truck123897,285,5141,4856
Truck123967,635,5155,4520
Truck123866,130,5160,5030
Truck123900,300,5160,4860
Truck123906,330,5176,4846
Truck123928,440,5179,4739
Truck124081,1205,5179,3974
Truck124022,910,5196,4286
Truck123913,365,5205,4840
Truck123984,720,5211,4491
Truck124058,1090,5211,4121
Truck124067,1135,5222,4087
Truck124041,1005,5227,4222
Truck123955,575,5230,4655
Truck123851,55,5231,5176
Truck123844,20,5233,5213
Truck123943,515,5235,4720
Truck123976,680,5235,4555
Truck123872,160,5239,5079
Truck123968,640,5241,4601
Truck123901,305,5243,4938
Truck123973,665,5243,4578
Truck124004,820,5250,4430
Truck123895,275,5259,4984
Truck123867,135,5262,5127
Truck124174,1670,5263,3593
Truck123921,405,5265,4860
Truck124076,1180,5269,4089
Truck123891,255,5275,5020
Truck123919,395,5278,4883
Truck124106,1330,5287,3957
Truck123912,360,5291,4931
Truck123985,725,5299,4574
Truck123925,425,5305,4880
Truck123951,555,5305,4750
Truck124142,1510,5309,3799
Truck124036,980,5310,4330
Truck124055,1075,5317,4242
Truck123989,745,5319,4574
Truck123924,420,5327,4907
Truck124065,1125,5330,4205
Truck123997,785,5335,4550
Truck123893,265,5345,5080
Truck123957,585,5345,4760
Truck123880,200,5353,5153
Truck123883,215,5354,5139
Truck124002,810,5362,4552
Truck123960,600,5364,4764
Truck123956,580,5369,4789
Truck123949,545,5370,4825
Truck123908,340,5380,5040
Truck123995,775,5384,4609
Truck123846,30,5386,5356
Truck123971,655,5389,4734
Truck124016,880,5393,4513
Truck124043,1015,5393,4378
Truck123856,80,5396,5316
Truck123865,125,5397,5272
Truck124046,1030,5402,4372
Truck124027,935,5411,4476
Truck123860,100,5413,5313
Truck124051,1055,5420,4365
Truck123842,10,5425,5415
Truck123954,570,5426,4856
Truck124073,1165,5456,4291
Truck123987,735,5458,4723
Truck123926,430,5459,5029
Truck123869,145,5465,5320
Truck123933,465,5465,5000
Truck123909,345,5468,5123
Truck124187,1735,5473,3738
Truck124092,1260,5496,4236
Truck123876,180,5501,5321
Truck124083,1215,5503,4288
Truck123993,765,5504,4739
Truck124015,875,5512,4637
Truck124072,1160,5513,4353
Truck124105,1325,5518,4193
Truck123905,325,5522,5197
