bridge_id,bridge_name,road_name,condition,length,total_wait_time
1,Box Culvert,N1,A,8.000000000000007,1205.5677805956484
5,Box culvert,N1,A,870.0000000000001,200.98301148662702
14,Kachpur bridge,N1,A,418.000000000001,167.8556658909345
15,Bridge end,N1,A,73.99999999999984,4483.091519173483
19,Box culvert,N1,B,347.999999999999,423.2777384690425
20,Box culvert,N1,A,414.0000000000015,97.12294416736474
21,Box culvert,N1,A,125.99999999999945,5021.543640665916
23,Box culvert,N1,A,428.0000000000008,152.94717795763765
24,Box culvert,N1,A,183.9999999999993,4089.7036091518917
26,Bridge start,N1,A,26.000000000001577,4777.611966448408
27,Bridge end,N1,A,164.99999999999915,4093.7633176217837
30,Box culvert,N1,A,851.9999999999985,157.6861169665048
33,Box culvert,N1,B,960.9999999999984,239.27607769587974
36,Langalbandhu bridge,N1,B,160.00000000000014,13436.071553315174
37,Bridge end,N1,C,121.99999999999989,18639.0579299434
39,Bridge start,N1,C,21.0000000000008,14407.48829836862
40,Bridge end,N1,C,352.00000000000034,572.9249813396815
41,Bridge start,N1,A,30.000000000001137,2408.563992483459
42,Bridge end,N1,A,289.99999999999915,160.88764048507988
44,Bridge start,N1,B,41.00000000000037,2217.5591963401016
45,Bridge end,N1,A,620.000000000001,126.52715066591428
47,Box culvert,N1,C,643.0000000000007,509.0784588370625
48,Box culvert,N1,B,3.0000000000001137,1570.8869122562849
51,Bridge start,N1,B,100.00000000000142,9525.034634531501
52,Bridge end,N1,B,82.00000000000074,8779.206063263311
54,Box culvert,N1,A,130.00000000000256,4436.245757246141
56,Bridge start,N1,B,227.999999999998,285.7042473860298
57,Bridge end,N1,B,259.00000000000034,282.7605297713396
58,Bridge start,N1,B,121.99999999999989,8906.556653279798
59,Bridge end,N1,B,255.00000000000256,416.67025539143805
61,Meghna  bridge,N1,A,65.00000000000128,5257.238797786176
63,Bridge end,N1,A,126.00000000000122,4700.362787140602
66,Box culvert,N1,A,673.9999999999995,140.97688355925698
67,Box culvert,N1,A,316.0000000000025,212.1987573254024
69,Bridge start,N1,A,126.00000000000122,5866.126802372354
71,Bridge end,N1,A,656.0000000000024,189.5830610602839
72,Bridge start,N1,A,38.999999999997925,1131.3980852964391
73,Bridge end,N1,A,396.0000000000008,144.43315386987
75,Bridge start,N1,A,45.999999999999375,1575.3340015929282
76,Bridge end,N1,A,646.0000000000008,195.92835867514415
78,Bridge start,N1,A,38.000000000000256,4341.364323227227
79,Bridge end,N1,A,532.0,160.4710096943322
80,Bridge start,N1,A,38.000000000000256,1663.6045565032916
81,Bridge end,N1,A,39.00000000000148,4721.650343782604
84,Bridge start,N1,A,40.0000000000027,2073.334046334789
85,Bridge end,N1,A,394.9999999999996,96.6610993036826
87,Box culvert,N1,A,582.0000000000007,181.33105132719558
89,Bridge start,N1,A,76.99999999999818,4572.712166457941
90,Bridge end,N1,A,442.9999999999978,284.02961312539236
91,Box culvert,N1,A,256.0000000000002,145.6010069643599
94,Bridge start,N1,A,39.99999999999915,2141.435671048548
95,Bridge end,N1,A,275.0000000000057,117.30355102915523
96,Box culvert,N1,A,650.9999999999962,208.55800760732367
98,Daudkandi bridge,N1,A,335.9999999999985,112.4890098631406
101,Daudkandi bridge,N1,A,354.9999999999969,172.45741052874664
104,Bridge start,N1,C,17.000000000003013,4351.78524947068
105,Bridge end,N1,C,46.99999999999704,10465.690455095482
107,Box culvert,N1,C,487.0000000000019,460.4264334723572
111,Bridge start,N1,C,16.999999999995907,6837.277405098542
112,Bridge end,N1,C,24.00000000000091,6681.3386634984045
116,Box culvert,N1,C,814.9999999999977,451.8536499011506
120,Box culvert,N1,C,107.999999999997,17079.158193982752
124,Bridge start,N1,A,20.000000000003126,1161.1751653524534
125,Bridge end,N1,A,576.9999999999982,181.2165168421725
128,Bridge start,N1,A,15.999999999998238,1817.0152657823232
129,Bridge end,N1,A,390.00000000000057,209.55674667641486
132,Box culvert,N1,C,632.9999999999956,827.3190010741956
137,Bridge start,N1,C,42.00000000000159,14637.95546506601
138,Bridge end,N1,C,101.99999999999676,14017.388022862797
142,Box culvert,N1,B,77.99999999999585,13330.591710606657
145,Box culvert,N1,B,88.99999999999864,7229.631114039538
150,Box culvert,N1,B,351.9999999999968,316.1450221980562
151,Box culvert,N1,B,375.0,367.57942851900225
155,Box culvert,N1,B,182.99999999999272,6625.328072038586
158,Box culvert,N1,A,305.9999999999974,173.13063941337418
165,Bridge start,N1,C,30.000000000001137,8428.081591405147
166,Bridge end,N1,C,197.9999999999933,18305.81920888401
170,Box culvert,N1,B,140.99999999999113,10842.383487966534
172,Box culvert,N1,B,128.99999999999068,7159.540227661826
177,Box culvert,N1,C,55.999999999997385,22062.324501912288
181,Box culvert,N1,B,486.9999999999948,207.3501681249209
183,Box culvert,N1,A,27.999999999991587,1428.102599077608
186,Box culvert,N1,A,435.9999999999928,140.16800723681746
193,Bridge start,N1,A,24.00000000000091,2682.4168154036734
194,Bridge end,N1,A,209.99999999999372,226.77935730279046
200,Bridge start,N1,C,37.00000000000614,10972.118926116229
201,Bridge end,N1,C,507.9999999999956,548.6589625185351
206,Bridge start,N1,C,27.999999999991587,14112.925924046527
207,Bridge end,N1,C,460.9999999999985,1029.965491563409
211,Box culvert,N1,C,980.000000000004,476.16033266618086
213,Bridge start,N1,A,28.99999999999636,4127.353006700186
214,Bridge end,N1,A,799.0000000000066,142.19352663406818
217,Box culvert,N1,A,891.9999999999959,116.1004010294355
218,Box culvert,N1,A,15.000000000000568,1335.2066732340456
219,Box culvert,N1,A,82.99999999999841,5833.995376728634
221,Bridge start,N1,A,30.000000000001137,1981.1856480208494
222,Bridge end,N1,A,72.00000000000273,5523.637568103711
225,Box culvert,N1,A,904.0000000000106,90.98153714729737
227,Bridge start,N1,C,24.00000000000091,5707.132575213488
228,Bridge end,N1,C,609.9999999999994,681.0743056659662
230,Box culvert,N1,C,313.0000000000024,790.6429327089111
233,Bridge start,N1,A,44.00000000001114,1183.9667551863658
234,Bridge end,N1,A,143.00000000000068,5409.644363740983
238,Bridge start,N1,A,10.000000000005116,3786.837666271211
239,Bridge end,N1,A,917.0000000000016,169.79879977608513
241,Bridge start,N1,A,19.000000000005457,3716.7450746496856
242,Bridge end,N1,A,597.999999999999,198.13159128804622
243,Box culvert,N1,B,112.99999999999956,7976.959471348722
245,Box culvert,N1,B,453.00000000000296,295.5663148737503
247,Bridge start,N1,A,14.000000000010004,2692.251125589307
248,Bridge end,N1,A,466.9999999999988,135.1698515460932
250,Box culvert,N1,A,498.0000000000047,116.37517877104985
252,Box culvert,N1,B,225.9999999999991,298.0475836312358
255,Box culvert,N1,B,277.000000000001,444.84394797604926
256,Box culvert,N1,B,202.99999999998877,277.4959937404794
257,Box culvert,N1,B,404.0000000000106,291.6136654565105
259,Box culvert,N1,B,844.0000000000083,519.4873897029432
261,Box culvert,N1,B,186.00000000000705,11164.18414219028
262,Bridge start,N1,B,22.99999999999613,4005.3999013552016
263,Bridge end,N1,B,346.9999999999942,251.90055202515802
264,Box culvert,N1,B,270.00000000001023,191.54061984467646
266,Box culvert,N1,B,816.9999999999931,330.1061402486347
267,Box culvert,N1,A,20.000000000010232,2244.6611078072333
269,Box culvert,N1,B,447.9999999999933,394.6967553689752
270,Box culvert,N1,B,237.00000000000895,167.78743781798664
273,Box culvert,N1,A,222.0000000000084,116.57245751099376
275,Box culvert,N1,B,282.0000000000107,318.6097991407328
277,Box culvert,N1,A,228.9999999999992,172.9207902642283
279,Box culvert,N1,A,135.00000000000512,5976.925802076055
281,Bridge start,N1,C,12.000000000000457,12066.14432758146
282,Bridge end,N1,C,465.0000000000034,518.0539716315308
284,Box culvert,N1,B,515.0000000000006,245.79154095778117
286,Bridge start,N1,B,13.999999999995794,8013.274641731076
287,Bridge end,N1,A,439.9999999999977,147.71733896470118
289,Box culvert,N1,B,207.9999999999984,275.9352618368587
292,Box culvert,N1,B,99.00000000001796,7097.175449715839
294,Box culvert,N1,B,579.0000000000077,404.87288415959915
296,Box culvert,N1,B,897.9999999999961,295.405880940813
298,Box culvert,N1,A,675.0000000000114,140.37391527372043
299,Box culvert,N1,A,254.99999999999545,247.06017422323902
301,Box culvert,N1,B,27.999999999991587,3654.0286035367135
304,Box culvert,N1,A,719.9999999999989,195.4108643170963
305,Box culvert,N1,A,204.99999999998408,170.6271325746217
307,Box culvert,N1,B,550.0000000000114,386.74933423409624
308,Box culvert,N1,B,81.99999999999363,8946.214975908417
310,Box culvert,N1,A,311.9999999999834,187.33028624833577
312,Box culvertt,N1,B,527.0000000000152,324.82442332609736
313,Bridge start,N1,A,16.999999999995907,1649.0313405684308
314,Bridge end,N1,A,193.00000000001205,6400.674133916624
316,Box culvert,N1,B,234.00000000000887,276.0729110803956
319,Box Culvert,N1,B,18.000000000000682,3381.117239662552
325,Box culvert,N1,A,336.00000000001273,229.74188784104084
328,Box culvert,N1,A,287.00000000000614,92.10474144986658
332,Box culvert,N1,A,723.9999999999895,121.44081621431656
333,Box culvert,N1,A,125.0,5250.769558027158
338,Bridge start,N1,A,22.99999999999613,2048.441868397361
339,Bridge end,N1,A,917.0000000000016,248.25246593456663
347,Bridge start,N1,C,109.00000000000888,13405.443131948694
348,Bridge end,N1,C,110.99999999999,24041.7837331113
357,Bridge start,N1,B,211.00000000001276,171.42558551551923
358,Bridge end,N1,B,508.9999999999861,196.9967278788465
365,Bridge start,N1,A,227.99999999998025,183.3212536938888
366,Bridge end/Start of Chittagong Road Division / Bridge end/Start of Chittagong Road Division,N1,A,638.0000000000052,241.96912251547974
368,Box culvert,N1,A,536.0000000000014,191.91311737151858
373,Box culvert,N1,A,62.99999999998818,3954.6836866932954
375,Km post missing / Box culvert,N1,A,914.999999999992,185.51229074437725
376,Box culvert,N1,A,85.00000000000796,5671.800170326091
378,Box culvert,N1,A,556.0000000000116,114.62285220455041
379,Box culvert,N1,A,281.99999999998226,135.2850977279475
381,Box culvert,N1,A,177.00000000002092,4865.2080092262695
382,Box culvert,N1,A,246.99999999998568,169.5580425353044
384,Box culvert,N1,A,113.00000000002797,4727.448188939289
385,Box culvert,N1,A,721.99999999998,175.39518705065046
387,Bridge start,N1,A,10.000000000019329,2737.670490240612
388,Bridge end,N1,A,379.99999999999545,116.90125792604775
389,Box culvert,N1,A,240.0000000000091,140.76041734279588
390,Box culvert,N1,A,352.9999999999802,94.63701867765339
392,Pipe culvert,N1,A,686.000000000007,212.69674737257222
394,Box culvert,N1,C,127.9999999999859,21562.293069389234
397,Box culvert,N1,B,406.0000000000059,366.9167221669482
398,Box culvert,N1,B,252.00000000000955,304.48528328088116
399,Box culvert,N1,B,1.999999999981128,1830.253058895508
401,Box culvert,N1,B,844.9999999999989,170.67902334768908
403,Box Culvert,N1,A,472.0000000000084,97.23496953311276
404,Box culvert,N1,A,34.99999999999659,3128.165273678218
406,Bridge start,N1,B,6.000000000000227,1925.012300329683
408,Bridge end,N1,B,485.99999999999,314.42912474968193
410,Box culvert,N1,A,24.00000000000091,1418.5544829419418
412,Box culvert,N1,A,2.0000000000095497,721.1778213750852
