truck_id,generated_at_step,removed_at_step,total_driving_time
Truck87845,25,1501,1476
Truck87848,40,1502,1462
Truck87887,235,1568,1333
Truck87852,60,1710,1650
Truck87860,100,1713,1613
Truck87865,125,1722,1597
Truck87842,10,1749,1739
Truck87890,250,1754,1504
Truck87844,20,1757,1737
Truck87866,130,1767,1637
Truck87897,285,1795,1510
Truck87874,170,1802,1632
Truck87903,315,1823,1508
Truck87846,30,1826,1796
Truck87849,45,1832,1787
Truck87861,105,1852,1747
Truck87862,110,1879,1769
Truck87884,220,1892,1672
Truck87853,65,1896,1831
Truck87867,135,1900,1765
Truck87911,355,1910,1555
Truck87880,200,1923,1723
Truck87900,300,1932,1632
Truck87854,70,1936,1866
Truck87875,175,1937,1762
Truck87953,565,1940,1375
Truck87850,50,1947,1897
Truck87891,255,1953,1698
Truck87841,5,1960,1955
Truck87843,15,1965,1950
Truck87889,245,1966,1721
Truck87878,190,1968,1778
Truck87921,405,1973,1568
Truck87902,310,1977,1667
Truck87885,225,1987,1762
Truck87936,480,1988,1508
Truck87855,75,1989,1914
Truck87863,115,1989,1874
Truck87973,665,1991,1326
Truck87840,0,2004,2004
Truck87951,555,2014,1459
Truck87877,185,2021,1836
Truck87941,505,2021,1516
Truck87892,260,2024,1764
Truck87898,290,2035,1745
Truck87931,455,2038,1583
Truck87859,95,2044,1949
Truck87915,375,2046,1671
Truck87965,625,2046,1421
Truck87929,445,2051,1606
Truck87856,80,2054,1974
Truck87948,540,2055,1515
Truck87879,195,2057,1862
Truck87930,450,2057,1607
Truck87976,680,2058,1378
Truck87923,415,2061,1646
Truck87882,210,2062,1852
Truck87896,280,2079,1799
Truck87883,215,2082,1867
Truck87920,400,2089,1689
Truck88010,850,2110,1260
Truck87857,85,2121,2036
Truck87864,120,2130,2010
Truck87919,395,2134,1739
Truck87959,595,2135,1540
Truck87869,145,2151,2006
Truck87927,435,2155,1720
Truck87858,90,2158,2068
Truck87924,420,2159,1739
Truck87886,230,2162,1932
Truck87851,55,2163,2108
Truck87956,580,2166,1586
Truck87913,365,2170,1805
Truck87847,35,2175,2140
Truck87901,305,2176,1871
Truck87922,410,2176,1766
Truck87940,500,2182,1682
Truck88056,1080,2198,1118
Truck87942,510,2200,1690
Truck87916,380,2208,1828
Truck87917,385,2211,1826
Truck87871,155,2221,2066
Truck87888,240,2221,1981
Truck87945,525,2238,1713
Truck87918,390,2239,1849
Truck87967,635,2248,1613
Truck87925,425,2253,1828
Truck87870,150,2255,2105
Truck87908,340,2263,1923
Truck87975,675,2264,1589
Truck87914,370,2266,1896
Truck87958,590,2269,1679
Truck88005,825,2272,1447
Truck87876,180,2275,2095
Truck87868,140,2281,2141
Truck87895,275,2285,2010
Truck88003,815,2298,1483
Truck87934,470,2300,1830
Truck87963,615,2312,1697
Truck87907,335,2321,1986
Truck87893,265,2326,2061
Truck87937,485,2334,1849
Truck87928,440,2336,1896
Truck87881,205,2341,2136
Truck87978,690,2341,1651
Truck88009,845,2343,1498
Truck87932,460,2352,1892
Truck87933,465,2356,1891
Truck87873,165,2374,2209
Truck87947,535,2376,1841
Truck87906,330,2378,2048
Truck87991,755,2378,1623
Truck87939,495,2380,1885
Truck88014,870,2391,1521
Truck87983,715,2398,1683
Truck88018,890,2399,1509
Truck87999,795,2410,1615
Truck87944,520,2416,1896
Truck87938,490,2419,1929
Truck87872,160,2450,2290
Truck87979,695,2451,1756
Truck87912,360,2465,2105
Truck87950,550,2466,1916
Truck87998,790,2472,1682
Truck87985,725,2474,1749
Truck87957,585,2476,1891
Truck88002,810,2480,1670
Truck87909,345,2496,2151
Truck87935,475,2499,2024
Truck88046,1030,2512,1482
Truck87926,430,2513,2083
Truck87894,270,2515,2245
Truck87966,630,2515,1885
Truck87899,295,2516,2221
Truck88013,865,2518,1653
Truck87982,710,2521,1811
Truck88047,1035,2521,1486
Truck87949,545,2530,1985
Truck87988,740,2531,1791
Truck88019,895,2541,1646
Truck88039,995,2562,1567
Truck87964,620,2564,1944
Truck87984,720,2566,1846
Truck87969,645,2586,1941
Truck88006,830,2586,1756
Truck88011,855,2599,1744
Truck88030,950,2630,1680
Truck87946,530,2633,2103
Truck87960,600,2638,2038
Truck88072,1160,2639,1479
Truck87968,640,2654,2014
Truck88023,915,2654,1739
Truck88068,1140,2656,1516
Truck88074,1170,2660,1490
Truck88045,1025,2661,1636
Truck87981,705,2664,1959
Truck88051,1055,2665,1610
Truck87952,560,2668,2108
Truck87954,570,2670,2100
Truck88036,980,2679,1699
Truck87962,610,2682,2072
Truck88044,1020,2686,1666
Truck88025,925,2693,1768
Truck88055,1075,2694,1619
Truck87961,605,2702,2097
Truck88004,820,2708,1888
Truck88075,1175,2708,1533
Truck88066,1130,2720,1590
Truck87905,325,2721,2396
Truck88007,835,2721,1886
Truck87943,515,2723,2208
Truck88016,880,2728,1848
Truck88017,885,2737,1852
Truck88032,960,2738,1778
Truck88033,965,2739,1774
Truck87987,735,2743,2008
Truck88000,800,2749,1949
Truck87997,785,2751,1966
Truck87995,775,2754,1979
Truck87977,685,2757,2072
Truck88061,1105,2760,1655
Truck87904,320,2761,2441
Truck87974,670,2770,2100
Truck87996,780,2770,1990
Truck88060,1100,2772,1672
Truck87910,350,2774,2424
Truck87986,730,2780,2050
Truck88031,955,2792,1837
Truck88141,1505,2792,1287
Truck87971,655,2796,2141
Truck88090,1250,2800,1550
Truck87989,745,2803,2058
Truck87992,760,2806,2046
Truck88079,1195,2807,1612
Truck87972,660,2829,2169
Truck88057,1085,2842,1757
Truck87994,770,2846,2076
Truck87955,575,2883,2308
Truck88029,945,2884,1939
Truck88053,1065,2886,1821
Truck88087,1235,2895,1660
Truck88054,1070,2897,1827
Truck87990,750,2899,2149
Truck88024,920,2904,1984
Truck88049,1045,2915,1870
Truck88082,1210,2920,1710
Truck88098,1290,2928,1638
Truck88123,1415,2930,1515
Truck88028,940,2932,1992
Truck87980,700,2936,2236
Truck88035,975,2938,1963
Truck88048,1040,2940,1900
Truck88076,1180,2940,1760
Truck88001,805,2944,2139
Truck88065,1125,2945,1820
Truck88037,985,2947,1962
Truck88062,1110,2968,1858
Truck87993,765,2974,2209
Truck87970,650,2975,2325
Truck88050,1050,2982,1932
Truck88089,1245,2986,1741
Truck88112,1360,2989,1629
Truck88064,1120,2993,1873
Truck88094,1270,2994,1724
Truck88078,1190,2998,1808
Truck88138,1490,2998,1508
Truck88084,1220,3000,1780
Truck88105,1325,3004,1679
