truck_id,source_id,sink_id,generated_at_step,removed_at_step,total_driving_time
Truck155606,2656,3331,20,26,6
Truck155532,3239,3331,0,33,33
Truck155534,2656,3239,0,38,38
Truck155610,0,3122,25,41,16
Truck155571,2821,2822,10,42,32
Truck155656,1339,0,35,47,12
Truck155568,3239,2437,10,49,39
Truck155553,2821,2998,5,51,46
Truck155586,3239,2656,15,53,38
Truck155604,3239,2437,20,59,39
Truck155570,2656,2822,10,64,54
Truck155545,3238,3122,5,65,60
Truck155542,2999,3121,5,68,63
Truck155640,3239,2655,30,69,39
Truck155537,2998,2822,0,71,71
Truck155649,2655,3239,35,73,38
Truck155551,3331,2999,5,75,70
Truck155608,2822,2656,20,75,55
Truck155667,2655,3239,40,78,38
Truck155676,3239,1338,40,79,39
Truck155552,2656,2999,5,81,76
Truck155796,3122,1339,75,81,6
Truck155772,0,1339,70,82,12
Truck155522,2437,2999,0,83,83
Truck155587,3331,2655,15,85,70
Truck155540,2437,2999,5,88,83
Truck155591,2998,2224,15,89,74
Truck155605,3331,3121,20,90,70
Truck155588,2656,2655,15,91,76
Truck155730,3239,2656,55,93,38
Truck155752,2822,2821,60,93,33
Truck155564,2225,2436,10,94,84
Truck155617,3238,0,25,95,70
Truck155626,2822,2224,25,97,72
Truck155652,3122,3238,35,97,62
Truck155661,2821,3331,35,97,62
Truck155576,2437,2999,15,98,83
Truck155627,2998,2224,25,99,74
Truck155641,3331,2437,30,100,70
Truck155832,3122,0,85,101,16
Truck155639,2224,2998,30,104,74
Truck155689,3238,1339,45,104,59
Truck155766,3239,2655,65,104,39
Truck155663,2998,2822,35,106,71
Truck155715,2821,2656,50,107,57
Truck155614,2999,2437,25,109,84
Truck155618,2225,2436,25,109,84
Truck155677,3331,3121,40,110,70
Truck155732,2656,2821,55,112,57
Truck155890,1339,0,100,112,12
Truck155802,3239,2225,75,114,39
Truck155695,3331,2436,45,115,70
Truck155678,2656,2436,40,116,76
Truck155822,2656,3239,80,118,38
Truck155625,2821,3239,25,119,94
Truck155634,3122,2437,30,119,89
Truck155696,2656,2436,45,121,76
Truck155940,3122,1339,115,121,6
Truck155751,2821,3331,60,122,62
Truck155768,2656,2821,65,122,57
Truck155584,1339,2655,15,123,108
Truck155541,2655,0,5,124,119
Truck155594,2437,2656,20,124,104
Truck155731,3331,2437,55,125,70
Truck155759,3121,2999,65,127,62
Truck155666,2437,3122,40,128,88
Truck155559,2655,0,10,129,119
Truck155612,2437,3239,25,129,104
Truck155536,2822,2436,0,130,130
Truck155749,3331,2999,60,130,70
Truck155630,2437,2821,30,134,104
Truck155554,2822,1338,5,135,130
Truck155767,3331,2225,65,135,70
Truck155750,2656,2437,60,136,76
Truck155754,0,3238,65,136,71
Truck155958,3122,0,120,136,16
Truck155770,2822,2998,65,137,72
Truck155805,2821,3331,75,137,62
Truck155631,2655,3122,30,139,109
Truck155892,3239,2437,100,139,39
Truck155596,2999,2225,20,142,122
Truck155702,2437,1339,50,142,92
Truck155929,3331,3239,110,142,32
Truck155910,3239,2656,105,143,38
Truck155833,3238,1339,85,144,59
Truck155839,3331,2822,85,144,59
Truck155590,2822,2999,15,145,130
Truck155589,2821,2437,15,147,132
Truck155858,2656,2821,90,147,57
Truck156006,0,1339,135,147,12
Truck155527,3238,2437,0,148,148
Truck155684,2437,2998,45,149,104
Truck155854,1339,3238,90,149,59
Truck155928,3239,2437,110,149,39
Truck155821,3331,1338,80,150,70
Truck155632,2999,2225,30,152,122
Truck155875,3331,2822,95,154,59
Truck155688,3122,2655,45,155,110
Truck155896,2822,2656,100,155,55
Truck155931,2821,2998,110,156,46
Truck155867,3121,2999,95,157,62
Truck156042,0,1339,145,157,12
Truck155558,2437,3238,10,158,148
Truck155703,2655,1339,50,158,108
Truck155964,3239,2436,120,159,39
Truck155644,2822,2437,30,160,130
Truck155829,2655,2656,85,160,75
Truck155857,3331,3121,90,160,70
Truck155840,2656,2436,85,161,76
Truck155643,2821,2655,30,162,132
Truck155581,3238,2437,15,163,148
Truck155792,2437,3122,75,163,88
Truck156000,3239,3331,130,163,33
Truck155855,2224,2822,90,164,74
Truck155622,3239,2998,25,166,141
Truck155757,2655,2437,65,168,103
Truck155756,2437,2821,65,169,104
Truck155830,2999,2437,85,169,84
Truck155680,2822,2437,40,170,130
Truck155893,3331,1338,100,170,70
Truck155876,2656,2655,95,171,76
Truck155679,2821,2655,40,172,132
Truck155708,2225,2999,50,172,122
Truck155786,2656,2998,70,173,103
Truck155685,2655,2822,45,174,129
Truck155774,2437,2224,70,174,104
Truck155891,2224,2998,100,174,74
Truck156018,3239,2999,135,174,39
Truck155698,2822,2437,45,175,130
Truck155760,3122,2655,65,175,110
Truck155911,3331,3121,105,175,70
Truck155648,2437,3121,35,176,141
Truck155533,3331,1339,0,177,177
Truck155697,2821,3121,45,177,132
Truck155785,3331,2998,70,178,108
Truck155528,2225,3121,0,179,179
Truck155984,2656,2822,125,179,54
Truck156036,3239,2225,140,179,39
Truck155716,2822,3121,50,180,130
Truck155838,3239,2821,85,180,95
Truck155957,3121,2999,120,182,62
Truck155548,1339,3331,5,183,178
Truck155658,3239,3122,35,183,148
Truck155810,2437,0,80,183,103
Truck156054,3239,1338,145,184,39
Truck155734,2822,3121,55,185,130
Truck155769,2821,2224,65,185,120
Truck155919,2655,2656,110,185,75
Truck155523,2655,2999,0,186,186
Truck155524,2999,0,0,186,186
Truck155694,3239,2998,45,186,141
Truck155930,2656,1338,110,186,76
Truck156138,3122,0,170,186,16
Truck155573,2998,3121,10,188,178
Truck155811,2655,3122,80,189,109
Truck156072,3239,2655,150,189,39
Truck155544,3122,2656,5,190,185
Truck155578,2999,1339,15,190,175
Truck155717,2998,3239,50,190,140
Truck155937,2655,2656,115,190,75
Truck155952,0,3238,120,191,71
Truck156156,3122,0,175,191,16
Truck155918,2437,2999,110,193,83
Truck156013,3238,1339,135,194,59
Truck156040,2822,2656,140,195,55
Truck155556,0,2999,10,196,186
Truck155560,2999,2998,10,196,186
Truck155710,1339,3239,50,196,146
Truck156022,2822,3331,135,196,61
Truck156077,2998,2821,150,196,46
Truck156021,2821,3331,135,197,62
Truck155609,2998,2225,20,198,178
Truck155864,2437,0,95,198,103
Truck155913,2821,3239,105,199,94
Truck155922,3122,2437,110,199,89
Truck155938,2999,2437,115,199,84
Truck155788,2822,3121,70,200,130
Truck156001,3331,2225,130,200,70
Truck156192,3122,0,185,201,16
Truck156235,3331,2656,195,201,6
Truck155775,2655,2821,70,202,132
Truck155787,2821,2655,70,202,132
Truck156004,2822,2998,130,202,72
Truck156145,3331,3239,170,202,32
Truck155623,3331,3122,25,203,178
Truck155894,2656,2998,100,203,103
Truck155897,2998,2656,100,203,103
Truck155999,2224,2998,130,204,74
Truck155771,2998,3239,65,205,140
Truck155806,2822,2999,75,205,130
Truck156019,3331,3121,135,205,70
Truck155592,0,2999,20,206,186
Truck156002,2656,1338,130,206,76
Truck156074,2656,2821,150,207,57
Truck155645,2998,1338,30,208,178
Truck155954,2437,3122,120,208,88
Truck156017,2224,2998,135,209,74
Truck156144,3239,2225,170,209,39
Truck156268,1339,3122,205,209,4
Truck155844,0,2655,90,210,120
Truck156020,2656,3121,135,211,76
Truck155823,2821,2437,80,212,132
Truck156075,2821,3331,150,212,62
Truck156162,3239,2656,175,213,38
Truck155642,2656,3122,30,214,184
Truck155654,2225,3121,35,214,179
Truck156088,1339,3238,155,214,59
Truck155842,2822,3121,85,215,130
Truck155862,0,2655,95,215,120
Truck156055,3331,2437,145,215,70
Truck155795,3121,2437,75,216,141
Truck155841,2821,2999,85,217,132
Truck155569,3331,3238,10,218,208
Truck155550,3239,2224,5,219,214
Truck155624,2656,0,25,219,194
Truck155660,2656,3122,35,219,184
Truck155847,2655,2822,90,219,129
Truck156010,2999,2437,135,219,84
Truck156180,3239,2436,180,219,39
Truck155860,2822,2999,90,220,130
Truck156073,3331,2436,150,220,70
Truck155650,2999,3331,35,221,186
Truck155704,2999,3122,50,221,171
Truck156056,2656,2436,145,221,76
Truck156264,3122,0,205,221,16
Truck155859,2821,2436,90,222,132
Truck155888,2225,2999,100,222,122
Truck155699,2998,2436,45,223,178
Truck155947,3331,2998,115,223,108
Truck156216,3239,3331,190,223,33
Truck156198,3239,3121,185,224,39
Truck155878,2822,2655,95,225,130
Truck156063,2655,2656,150,225,75
Truck155668,2999,0,40,226,186
Truck156326,2656,3331,220,226,6
Truck155713,3331,1339,50,227,177
Truck155724,3122,2999,55,227,172
Truck156016,1339,2437,135,227,92
Truck156094,2822,2998,155,227,72
Truck156147,2821,2656,170,227,57
Truck155970,0,2437,125,228,103
Truck155987,2998,2656,125,228,103
Truck155972,2437,2656,125,229,104
Truck156139,3238,3122,170,230,60
Truck155686,2999,2656,45,231,186
Truck155846,2437,3121,90,231,141
Truck155856,3239,2998,90,231,141
Truck156092,2656,2225,155,231,76
Truck156148,2822,3331,170,231,61
Truck155735,2998,2999,55,233,178
Truck155682,0,3331,45,234,189
Truck155714,2656,3122,50,234,184
Truck156068,2225,2436,150,234,84
Truck156234,3239,2655,195,234,39
Truck156127,3331,2225,165,235,70
Truck155874,3239,2998,95,236,141
Truck156110,2656,1338,160,236,76
Truck156361,3331,2656,230,236,6
Truck155748,3239,3238,60,237,177
Truck155820,3239,0,80,237,157
Truck156155,3121,2999,175,237,62
Truck155753,2998,2225,60,238,178
Truck155883,2655,3238,100,238,138
Truck156243,2655,3239,200,238,38
Truck156008,2437,2821,135,239,104
Truck156252,3239,2437,200,239,39
Truck155722,2999,2655,55,241,186
Truck155761,3238,3239,65,241,176
Truck156128,2656,2225,165,241,76
Truck156330,0,3122,225,241,16
Truck155659,3331,3238,35,243,208
Truck156027,2655,2437,140,243,103
Truck156026,2437,3331,140,244,104
Truck156143,2224,2998,170,244,74
Truck156149,2998,2224,170,244,74
Truck155950,2822,1338,115,245,130
Truck156012,3122,2655,135,245,110
Truck156163,3331,2999,175,245,70
Truck155903,3121,2437,105,246,141
Truck156146,2656,1338,170,246,76
Truck155572,2822,1339,10,247,237
Truck155949,2821,2999,115,247,132
Truck156366,0,1339,235,247,12
Truck155520,0,2822,0,248,248
Truck155653,3238,2656,35,248,213
Truck156037,3331,2998,140,248,108
Truck156059,2998,2656,145,248,103
Truck156306,3239,3331,215,248,33
Truck155778,3122,3331,70,250,180
Truck155968,2822,2436,120,250,130
Truck155758,2999,2998,65,251,186
Truck156164,2656,2655,175,251,76
Truck155967,2821,2437,120,252,132
Truck156108,3239,2822,160,252,92
Truck156209,3121,2999,190,252,62
Truck155803,3331,3122,75,253,178
Truck155807,2998,1338,75,253,178
Truck156060,0,2437,150,253,103
Truck155561,3121,2224,10,254,244
Truck156062,2437,2821,150,254,104
Truck155736,0,2656,60,255,195
Truck155986,2822,2999,125,255,130
Truck156199,3331,2225,185,255,70
Truck155936,2437,3121,115,256,141
Truck156182,2656,2999,180,256,76
Truck155985,2821,2436,125,257,132
Truck156124,1339,2437,165,257,92
Truck155825,2998,2655,80,258,178
Truck155577,2655,3121,15,259,244
Truck155579,3121,2998,15,259,244
Truck155598,3122,2822,20,259,239
Truck156080,2437,2998,155,259,104
Truck156253,3331,2822,200,259,59
Truck156272,2656,2822,205,259,54
Truck155607,2821,3122,20,260,240
Truck155738,2437,2225,60,260,200
Truck156024,0,2655,140,260,120
Truck156126,3239,2821,165,260,95
Truck156217,3331,3121,190,260,70
Truck155794,2999,2656,75,261,186
Truck155837,2224,2656,85,261,176
Truck156200,2656,2225,185,261,76
Truck155525,3121,2436,0,262,262
Truck155819,2224,3331,80,262,182
Truck156032,2225,2999,140,262,122
Truck156142,1339,2437,170,262,92
Truck155712,3239,2224,50,264,214
Truck156098,2437,2655,160,264,104
Truck156342,3239,2225,225,264,39
Truck156225,2655,3331,195,265,70
Truck155585,2224,2655,15,266,251
Truck155812,2999,2821,80,266,186
Truck156218,2656,2999,190,266,76
Truck156263,3121,2999,205,267,62
Truck155729,2224,3239,55,268,213
Truck155861,2998,2225,90,268,178
Truck155916,0,3239,110,268,158
Truck155615,3121,2822,25,269,244
Truck155763,2436,2999,65,269,204
Truck155849,3121,2225,90,269,179
Truck156289,3331,2822,210,269,59
Truck155535,2821,3238,0,270,270
Truck155671,3238,2999,40,270,230
Truck155850,3122,3331,90,270,180
Truck156102,3122,2655,160,270,110
Truck155603,2224,2436,20,271,251
Truck155980,1339,3239,125,271,146
Truck155982,3239,1339,125,271,146
Truck156236,2656,2436,195,271,76
Truck156444,3122,0,255,271,16
Truck155886,3122,2999,100,272,172
Truck155946,3239,0,115,272,157
Truck156039,2821,2436,140,272,132
Truck155865,2655,2998,95,273,178
Truck155879,2998,2999,95,273,178
Truck155633,3121,2998,30,274,244
Truck155776,2999,2436,70,274,204
Truck156301,3238,1339,215,274,59
Truck155798,2225,2437,75,275,200
Truck155884,2999,1339,100,275,175
Truck156058,2822,3121,145,275,130
Truck155621,2224,1338,25,276,251
Truck156505,3331,2656,270,276,6
Truck155583,2436,3121,15,277,262
Truck155651,3121,3239,35,279,244
Truck155563,3238,2821,10,280,270
Truck155707,3238,2999,50,280,230
Truck155816,2225,2437,80,280,200
Truck155868,3122,2656,95,280,185
Truck156076,2822,2225,150,280,130
Truck156283,3238,0,210,280,70
Truck156319,3238,3122,220,280,60
Truck156346,2822,2656,225,280,55
Truck155866,2999,3239,95,281,186
Truck155597,3121,2436,20,282,262
Truck156292,2822,2224,210,282,72
Truck155662,2822,0,35,283,248
Truck155915,2998,3121,105,283,178
Truck155664,0,3121,40,284,244
Truck155784,3239,2224,70,284,214
Truck156081,2655,2822,155,284,129
Truck156219,2821,3239,190,284,94
Truck156362,2656,2822,230,284,54
Truck156414,3239,1338,245,284,39
Truck155692,1339,2821,45,285,240
Truck155725,3238,2999,55,285,230
Truck155828,2437,2225,85,285,200
Truck156307,3331,2436,215,285,70
Truck156118,2999,2225,165,287,122
Truck156238,2822,3239,195,287,92
Truck156336,3122,3238,225,287,62
Truck155804,2656,3238,75,288,213
Truck155933,2998,1338,110,288,178
Truck156031,3238,2437,140,288,148
Truck156181,3331,2998,180,288,108
Truck155687,3121,2224,45,289,244
Truck155944,1339,2999,115,289,174
Truck156188,2437,2822,185,289,104
Truck156380,2656,2822,235,289,54
Truck156432,3239,3121,250,289,39
Truck156112,2822,2437,160,290,130
Truck156132,0,2655,170,290,120
Truck156174,3122,2655,180,290,110
Truck156325,3331,1338,220,290,70
Truck155530,1339,2225,0,291,291
Truck155555,2998,3122,5,291,286
Truck155902,2999,2655,105,291,186
Truck156329,2998,2822,220,291,71
Truck156417,2821,2998,245,291,46
Truck155706,3122,2821,50,292,242
Truck155927,2224,3331,110,292,182
Truck156111,2821,2655,160,292,132
Truck156242,2437,1339,200,292,92
Truck156528,0,1339,280,292,12
Truck155543,3121,3238,5,293,288
Truck155951,2998,2436,115,293,178
Truck156260,2437,3122,205,293,88
Truck155705,3121,2822,50,294,244
Truck155733,2821,1339,55,294,239
Truck156284,2225,2436,210,294,84
Truck156450,3239,3121,255,294,39
Truck156333,2655,3331,225,295,70
Truck156343,3331,2436,225,295,70
Truck155546,2225,1339,5,296,291
Truck155693,2224,1338,45,296,251
Truck155920,2999,2224,110,296,186
Truck156534,3122,0,280,296,16
Truck155976,3122,2999,125,297,172
Truck156129,2821,2655,165,297,132
Truck155969,2998,2225,120,298,178
Truck155723,3121,2998,55,299,244
Truck155742,3122,2822,60,299,239
Truck155948,2656,3122,115,299,184
Truck155898,0,2656,105,300,195
Truck156179,2224,2821,180,300,120
Truck155700,0,2821,50,301,251
Truck155711,2224,3121,50,301,251
Truck155934,0,2999,115,301,186
Truck156552,3122,0,285,301,16
Truck155538,0,2998,5,302,297
Truck155965,3331,2224,120,302,182
Truck156288,3239,2822,210,302,92
Truck155973,2655,2998,125,303,178
Truck155966,2656,3122,120,304,184
Truck156131,2998,3239,165,305,140
Truck156436,2822,2656,250,305,55
Truck155782,1339,2822,70,306,236
Truck155956,2999,0,120,306,186
Truck156564,0,3122,290,306,16
Truck156165,2821,1338,175,307,132
Truck156194,2225,2999,185,307,122
Truck156005,2998,2225,130,308,178
Truck155815,3238,2999,80,310,230
Truck155994,3122,3331,130,310,180
Truck156397,3331,2225,240,310,70
Truck155600,2225,1339,20,311,291
Truck155602,1339,2225,20,311,291
Truck155974,2999,2224,125,311,186
Truck156183,2821,3121,180,312,132
Truck156314,2437,1339,220,312,92
Truck156543,2821,2822,280,312,32
Truck155637,2436,2437,30,313,283
Truck155983,3331,0,125,313,188
Truck156009,2655,2998,135,313,178
Truck156116,2437,3238,165,313,148
Truck156513,2655,3239,275,313,38
Truck156356,2225,2436,230,314,84
Truck156395,2224,2998,240,314,74
Truck156028,2999,1339,140,315,175
Truck156415,3331,2655,245,315,70
Truck155765,2224,1338,65,316,251
Truck155992,2999,2821,130,316,186
Truck156152,2437,3121,175,316,141
Truck156398,2656,2999,240,316,76
Truck156600,0,3122,300,316,16
Truck156642,3122,1339,310,316,6
Truck155582,2225,0,15,317,302
Truck156230,2225,2999,195,317,122
Truck156340,1339,2437,225,317,92
Truck156451,3331,2821,255,317,62
Truck155635,3238,3121,30,318,288
Truck155912,2656,3238,105,318,213
Truck156041,2998,1338,140,318,178
Truck156171,2655,3238,180,318,138
Truck156296,2437,2656,215,319,104
Truck156354,3122,2437,230,319,89
Truck156413,2224,2998,245,319,74
Truck156220,2822,2436,190,320,130
Truck156433,3331,2225,250,320,70
Truck155638,1339,2225,30,321,291
Truck155783,2224,2225,70,321,251
Truck155741,3121,2436,60,322,262
Truck156360,3239,2822,230,322,92
Truck156471,2821,3331,260,322,62
Truck156038,2656,1339,140,323,183
Truck156297,2655,1339,215,323,108
Truck156312,0,2437,220,323,103
Truck156368,2437,3122,235,323,88
Truck156431,2224,2998,250,324,74
Truck156558,3239,2999,285,324,39
Truck156508,2822,2656,270,325,55
Truck156082,2999,3122,155,326,171
Truck155613,2655,2225,25,327,302
Truck156237,2821,2999,195,327,132
Truck156376,1339,2437,235,327,92
Truck156595,3331,3239,295,327,32
Truck155669,3121,3238,40,328,288
Truck155670,3122,2225,40,328,288
Truck155824,2822,0,80,328,248
Truck156070,1339,3331,150,328,178
Truck156567,2655,3239,290,328,38
Truck155831,3121,2224,85,329,244
Truck156332,2437,2998,225,329,104
Truck156410,2225,2436,245,329,84
Truck156576,3239,2437,290,329,39
Truck156700,1339,3122,325,329,4
Truck156256,2822,2999,200,330,130
Truck156469,3331,1338,260,330,70
Truck155672,2225,1339,40,331,291
Truck155808,0,2821,80,331,251
Truck156045,2655,2999,145,331,186
Truck156046,2999,3331,145,331,186
Truck156473,2998,2822,260,331,71
Truck156660,3122,0,315,331,16
Truck155636,2225,2224,30,333,303
Truck156095,2998,2655,155,333,178
Truck156351,2655,2437,230,333,103
Truck156596,2656,3239,295,333,38
Truck155877,2821,1339,95,334,239
Truck156542,2656,2822,280,334,54
Truck156594,3239,3121,295,334,39
Truck155599,3238,2998,20,335,315
Truck156274,2822,2655,205,335,130
Truck156487,3331,2655,265,335,70
Truck156517,3238,3122,275,335,60
Truck156064,2999,2822,150,336,186
Truck156722,2656,3331,330,336,6
Truck156091,3331,2224,155,337,182
Truck156412,1339,2437,245,337,92
Truck156633,2821,2822,305,337,32
Truck156113,2998,1338,160,338,178
Truck156358,1339,2655,230,338,108
Truck155895,2821,1339,100,339,239
Truck156612,3239,2225,300,339,39
Truck155755,1338,2225,65,341,276
Truck156492,0,3238,270,341,71
Truck155813,3121,2436,80,342,262
Truck155926,1339,3121,110,342,232
Truck156279,2655,2821,210,342,132
Truck156440,2437,3122,255,343,88
Truck155885,3121,3239,100,344,244
Truck156630,3239,2655,305,344,39
Truck156310,2822,2655,215,345,130
Truck156553,3238,3122,285,345,60
Truck155728,1339,2225,55,346,291
Truck155873,2224,2436,95,346,251
Truck156096,0,2999,160,346,186
Truck156100,2999,2655,160,346,186
Truck156270,3239,2998,205,346,141
Truck156506,2656,2437,270,346,76
Truck156562,2822,3331,285,346,61
Truck156309,2821,2437,215,347,132
Truck155690,2225,2822,45,348,303
Truck156109,3331,0,160,348,188
Truck155901,2655,3121,105,349,244
Truck156521,2224,2822,275,349,74
Truck156328,2822,1338,220,350,130
Truck156363,2821,2224,230,350,120
Truck156541,3331,1338,280,350,70
Truck155746,1339,2225,60,351,291
Truck156117,2655,2999,165,351,186
Truck156327,2821,1338,220,352,132
Truck156466,1339,2437,260,352,92
Truck156468,3239,2822,260,352,92
Truck156472,2822,3239,260,352,92
Truck156579,2821,3331,290,352,62
Truck156422,2437,0,250,353,103
Truck156437,2998,2656,250,353,103
Truck155921,3121,2998,110,354,244
Truck156158,2225,3121,175,354,179
Truck156496,2999,2437,270,354,84
Truck156589,3238,1339,295,354,59
Truck156592,1339,3238,295,354,59
Truck155681,2998,3238,40,355,315
Truck156559,3331,2225,285,355,70
Truck155909,2224,2225,105,356,251
Truck156175,3238,3239,180,356,176
Truck156299,3121,2437,215,356,141
Truck155721,2655,2225,55,357,302
Truck156345,2821,2436,225,357,132
Truck155531,2224,1339,0,358,358
Truck155726,2225,3239,55,358,303
Truck155777,3121,3238,70,358,288
Truck156049,3238,2656,145,358,213
Truck155939,3121,2822,115,359,244
Truck156173,3121,2225,180,359,179
Truck156364,2822,1338,230,360,130
Truck156571,3238,0,290,360,70
Truck156577,3331,2999,290,360,70
Truck156154,2999,2656,175,361,186
Truck155744,2225,2224,60,363,303
Truck156011,3121,3122,135,363,228
Truck156189,2655,2998,185,363,178
Truck156512,2437,3122,275,363,88
Truck156720,3239,3331,330,363,33
Truck156214,1339,2999,190,364,174
Truck155549,2224,3122,5,365,360
Truck156382,2822,2999,235,365,130
Truck156172,2999,3331,180,366,186
Truck156324,3239,1339,220,366,146
Truck155762,2225,0,65,367,302
Truck155814,3122,2998,80,367,287
Truck155887,3238,2822,100,367,267
Truck156381,2821,3121,235,367,132
Truck155975,3121,0,125,368,243
Truck156085,3238,2656,155,368,213
Truck156221,2998,1338,190,368,178
Truck156090,3239,2224,155,369,214
Truck156476,2437,2822,265,369,104
Truck155843,2998,1339,85,370,285
Truck156134,2437,2225,170,370,200
Truck156150,0,2656,175,370,195
Truck156435,2821,2224,250,370,120
Truck155818,1339,2225,80,371,291
Truck156215,2224,3331,190,372,182
Truck156616,2822,2998,300,372,72
Truck156649,3331,2821,310,372,62
Truck155780,2225,2656,70,373,303
Truck155914,2822,3238,105,373,268
Truck155993,3121,2224,130,374,244
Truck156738,3239,2655,335,374,39
Truck155547,2436,3122,5,375,370
Truck156418,2822,2225,245,375,130
Truck156480,3122,2655,265,375,110
Truck156631,3331,2225,305,375,70
Truck155881,1338,2225,100,376,276
Truck156034,1339,2822,140,376,236
Truck156208,2999,2821,190,376,186
Truck156614,2656,2436,300,376,76
Truck155851,3238,3121,90,378,288
Truck155932,2822,3238,110,378,268
Truck155988,0,2822,130,378,248
Truck155567,2224,0,10,379,369
Truck156685,3331,2822,320,379,59
Truck156756,3239,1338,340,379,39
Truck156003,2821,0,130,380,250
Truck156067,3238,2999,150,380,230
Truck156186,0,2656,185,380,195
Truck156456,0,2655,260,380,120
Truck155991,2655,2224,130,381,251
Truck156226,2999,3239,195,381,186
Truck156280,2999,3122,210,381,171
Truck156741,2821,2998,335,381,46
Truck155826,0,2998,85,382,297
Truck156652,2822,2998,310,382,72
Truck155882,2437,2436,100,383,283
