truck_id,source_id,sink_id,generated_at_step,removed_at_step,total_driving_time
Truck596173,3331,2656,0,6,6
Truck596206,1339,0,10,22,12
Truck596176,2822,3238,0,33,33
Truck596194,2822,2999,5,38,33
Truck596172,3239,3121,0,39,39
Truck596208,3239,3331,10,43,33
Truck596212,2822,2655,10,43,33
Truck596190,3239,2655,5,44,39
Truck596230,2822,2436,15,48,33
Truck596332,1339,3122,45,49,4
Truck596244,3239,3331,20,53,33
Truck596248,2822,2436,20,53,33
Truck596304,0,3122,40,56,16
Truck596310,3122,0,40,56,16
Truck596265,2821,2822,25,57,32
Truck596266,2822,3122,25,58,33
Truck596284,2822,2655,30,63,33
Truck596386,1339,3122,60,64,4
Truck596185,3238,3122,5,65,60
Truck596302,2822,1338,35,68,33
Truck596280,3239,2999,30,69,39
Truck596376,0,1339,60,72,12
Truck596320,2822,0,40,73,33
Truck596177,2998,2224,0,74,74
Truck596298,3239,2655,35,74,39
Truck596174,2656,3121,0,76,76
Truck596316,3239,2656,40,78,38
Truck596338,2822,3121,45,78,33
Truck596209,3331,2225,10,80,70
Truck596192,2656,2999,5,81,76
Truck596196,0,3238,10,81,71
Truck596436,3122,1339,75,81,6
Truck596353,3331,3239,50,82,32
Truck596356,2822,2656,50,83,33
Truck596257,3238,3122,25,85,60
Truck596214,0,3238,15,86,71
Truck596352,3239,2656,50,88,38
Truck596374,2822,2999,55,88,33
Truck596245,3331,2225,20,90,70
Truck596275,3238,3122,30,90,60
Truck596392,2822,2225,60,93,33
Truck596370,3239,2437,55,94,39
Truck596246,2656,3121,20,96,76
Truck596448,0,3122,80,96,16
Truck596409,2821,2822,65,97,32
Truck596388,3239,2656,60,98,38
Truck596410,2822,3121,65,98,33
Truck596281,3331,2225,30,100,70
Truck596428,2822,2225,70,103,33
Truck596299,3331,2655,35,105,70
Truck596220,3122,2437,15,106,91
Truck596391,2821,2998,60,106,46
Truck596393,2998,2821,60,106,46
Truck596446,2822,2656,75,108,33
Truck596297,2224,2998,35,109,74
Truck596317,3331,2999,40,110,70
Truck596300,2656,1338,35,111,76
Truck596544,3122,1339,105,111,6
Truck596530,1339,0,100,112,12
Truck596213,2998,2656,10,113,103
Truck596444,2656,3239,75,113,38
Truck596234,2437,1339,20,114,94
Truck596315,2224,2998,40,114,74
Truck596325,2655,3331,45,115,70
Truck596335,3331,2225,45,115,70
Truck596252,2437,3122,25,116,91
Truck596318,2656,2436,40,116,76
Truck596482,2822,2655,85,118,33
Truck596290,2999,2437,35,119,84
Truck596333,2224,2822,45,119,74
Truck596538,0,3122,105,121,16
Truck596587,3331,2656,115,121,6
Truck596566,1339,0,110,122,12
Truck596270,2437,1339,30,123,93
Truck596500,2822,2655,90,123,33
Truck596371,3331,1338,55,125,70
Truck596426,2656,2821,70,127,57
Truck596515,3331,3239,95,127,32
Truck596518,2822,3121,95,128,33
Truck596369,2224,2822,55,129,74
Truck596207,2224,2821,10,130,120
Truck596389,3331,2999,60,130,70
Truck596372,2656,2999,55,131,76
Truck596623,3331,2656,125,131,6
Truck596175,2821,2437,0,132,132
Truck596418,3122,3238,70,132,62
Truck596425,3331,2822,70,132,62
Truck596445,2821,2656,75,132,57
Truck596263,3331,2998,25,133,108
Truck596282,2656,2998,30,133,103
Truck596536,2822,1338,100,133,33
Truck596163,2655,1339,0,134,134
Truck596401,3238,0,65,135,70
Truck596390,2656,2436,60,136,76
Truck596411,2998,2822,65,136,71
Truck596592,0,3122,120,136,16
Truck596462,2656,2822,80,137,57
Truck596434,2999,3121,75,138,63
Truck596554,2822,2655,105,138,33
Truck596405,2224,2822,65,139,74
Truck596532,3239,2436,100,139,39
Truck596342,2437,1339,50,144,94
Truck596443,3331,3121,75,145,70
Truck596336,2656,2998,45,148,103
Truck596590,2822,3239,115,148,33
Truck596279,2224,2821,30,150,120
Truck596368,1339,2437,55,150,95
Truck596199,2655,3122,10,151,141
Truck596465,2998,2822,80,151,71
Truck596247,2821,3121,20,152,132
Truck596464,2822,2224,80,152,72
Truck596516,2656,2822,95,152,57
Truck596608,2822,3331,120,153,33
Truck596416,2999,2437,70,154,84
Truck596512,1339,3238,95,154,59
Truck596586,3239,3121,115,154,39
Truck596710,1339,3122,150,154,4
Truck596479,3331,2225,85,155,70
Truck596357,2998,3331,50,158,108
Truck596626,2822,2225,125,158,33
Truck596527,3238,1339,100,159,59
Truck596604,3239,2437,120,159,39
Truck596406,3239,2821,65,160,95
Truck596480,2656,1338,85,161,76
Truck596283,2821,2437,30,162,132
Truck596308,2999,2225,40,162,122
Truck596526,3122,3238,100,162,62
Truck596640,3239,3331,130,163,33
Truck596644,2822,2656,130,163,33
Truck596622,3239,2655,125,164,39
Truck596267,2998,3239,25,165,140
Truck596498,2656,2225,90,166,76
Truck596301,2821,3121,35,167,132
Truck596551,3331,2822,105,167,62
Truck596662,2822,3121,135,168,33
Truck596355,2821,2224,50,170,120
Truck596523,2655,3331,100,170,70
Truck596533,3331,3121,100,170,70
Truck596724,3122,0,155,171,16
Truck596307,2655,2821,40,172,132
Truck596344,2999,2225,50,172,122
Truck596571,2821,3331,110,172,62
Truck596160,0,3239,0,173,173
Truck596407,3331,2998,65,173,108
Truck596680,2822,1338,140,173,33
Truck596414,2437,0,70,174,104
Truck596531,2224,2822,100,174,74
Truck596658,3239,2999,135,174,39
Truck596271,2655,1339,30,175,145
Truck596581,3238,3122,115,175,60
Truck596534,2656,2225,100,176,76
Truck596182,2999,3122,5,178,173
Truck596602,1339,3238,120,179,59
Truck596676,3239,3121,140,179,39
Truck596569,3331,2655,110,180,70
Truck596552,2656,2225,105,181,76
Truck596663,2998,2821,135,181,46
Truck596572,2822,2998,110,182,72
Truck596447,2998,3331,75,183,108
Truck596490,3122,2437,90,183,93
Truck596496,3239,2821,90,185,95
Truck596210,2656,2224,10,186,176
Truck596260,1339,2655,25,186,161
Truck596570,2656,2655,110,186,76
Truck596681,2998,2821,140,186,46
Truck596373,2821,2999,55,187,132
Truck596202,3122,3239,10,188,178
Truck596540,2437,2999,105,188,83
Truck596734,2822,3331,155,188,33
Truck596468,2437,0,85,189,104
Truck596585,2224,2822,115,189,74
Truck596712,3239,2999,150,189,39
Truck596198,2437,3239,10,192,182
Truck596379,2655,2821,60,192,132
Truck596634,3122,3238,130,192,62
Truck596752,2822,1339,160,193,33
Truck596348,2225,2436,50,195,145
Truck596814,3122,0,180,196,16
Truck596652,3122,3238,135,197,62
Truck596661,2821,3331,135,197,62
Truck596679,2821,2656,140,197,57
Truck596249,2998,2437,20,198,178
Truck596501,2998,3331,90,198,108
Truck596770,2822,1339,165,198,33
Truck596641,3331,2225,130,200,70
Truck596361,2655,0,55,201,146
Truck596378,2437,3121,60,201,141
Truck596624,2656,2999,125,201,76
Truck596243,2224,3331,20,202,182
Truck596427,2821,2999,70,202,132
Truck596785,3331,3239,170,202,32
Truck596854,1339,0,190,202,12
Truck596768,2656,3239,165,203,38
Truck596788,2822,3121,170,203,33
Truck596766,3239,2225,165,204,39
Truck596186,2225,2437,5,205,200
Truck596286,0,2655,35,205,170
Truck596659,3331,2437,135,205,70
Truck596162,2437,2655,0,206,206
Truck596642,2656,2225,130,206,76
Truck596272,2999,1339,30,207,177
Truck596805,2821,2822,175,207,32
Truck596232,0,2999,20,208,188
Truck596236,2999,0,20,208,188
Truck596285,2998,2225,30,208,178
Truck596343,2655,3238,50,208,158
Truck596806,2822,2821,175,208,33
Truck596226,3239,3122,15,209,194
Truck596660,2656,2436,135,211,76
