truck_id,source_id,sink_id,generated_at_step,removed_at_step,total_driving_time
Truck881293,3331,2656,0,6,6
Truck881358,3122,1339,20,26,6
Truck881296,2822,3331,0,33,33
Truck881380,1339,0,25,37,12
Truck881314,2822,2656,5,38,33
Truck881329,3331,3239,10,42,32
Truck881398,1339,0,30,42,12
Truck881332,2822,0,10,43,33
Truck881350,2822,1338,15,48,33
Truck881346,3239,2656,15,53,38
Truck881368,2822,2999,20,53,33
Truck881386,2822,2224,25,58,33
Truck881401,3331,3239,30,62,32
Truck881404,2822,3331,30,63,33
Truck881422,2822,2655,35,68,33
Truck881418,3239,2656,35,73,38
Truck881440,2822,3238,40,73,33
Truck881542,1339,3122,70,74,4
Truck881454,3239,3331,45,78,33
Truck881458,2822,3239,45,78,33
Truck881476,2822,2655,50,83,33
Truck881494,2822,3238,55,88,33
Truck881459,2998,2822,45,91,46
Truck881599,3331,2656,85,91,6
Truck881512,2822,2656,60,93,33
Truck881568,0,3122,80,96,16
Truck881328,3239,2225,10,97,87
Truck881530,2822,2437,65,98,33
Truck881294,2656,2822,0,100,100
Truck881635,3331,2656,95,101,6
Truck881548,2822,3121,70,103,33
Truck881610,3122,0,90,106,16
Truck881385,2821,2656,25,108,83
Truck881566,2822,2437,75,108,33
Truck881580,3239,3331,80,113,33
Truck881584,2822,3239,80,113,33
Truck881640,0,3122,100,116,16
Truck881408,2437,2999,35,118,83
Truck881602,2822,0,85,118,33
Truck881364,3239,2225,20,121,101
Truck881620,2822,3331,90,123,33
Truck881312,2656,1338,5,127,122
Truck881638,2822,2656,95,128,33
Truck881439,2821,2656,40,130,90
Truck881603,2998,2822,85,131,46
Truck881743,3331,2656,125,131,6
Truck881330,2656,2436,10,133,123
Truck881634,3239,2656,95,133,38
Truck881656,2822,2655,100,133,33
Truck881674,2822,3239,105,138,33
Truck881482,2999,2437,55,139,84
Truck881400,3239,2822,30,141,111
Truck881436,3239,3121,40,141,101
Truck881689,3331,3239,110,142,32
Truck881692,2822,2656,110,143,33
Truck881348,2656,2225,15,144,129
Truck881365,3331,2436,20,144,124
Truck881302,2999,3121,5,146,141
Truck881748,0,3122,130,146,16
Truck881382,3239,2436,25,148,123
Truck881690,2656,3239,110,148,38
Truck881710,2822,1338,115,148,33
Truck881391,2655,3331,30,150,120
Truck881403,2821,2224,30,150,120
Truck881728,2822,0,120,153,33
Truck881311,3331,2998,5,155,150
Truck881297,2998,3239,0,156,156
Truck881282,2437,0,0,157,157
Truck881726,2656,3239,120,158,38
Truck881746,2822,3122,125,158,33
Truck881508,3239,2436,60,159,99
Truck881472,3239,2655,50,162,112
Truck881490,3239,2655,55,162,107
Truck881760,3239,3331,130,163,33
Truck881764,2822,3122,130,163,33
Truck881402,2656,2998,30,164,134
Truck881866,1339,3122,160,164,4
Truck881457,2821,2224,45,165,120
Truck881463,2655,3331,50,166,116
Truck881455,3331,2655,45,167,122
Truck881492,2656,2822,55,168,113
Truck881778,3239,3331,135,168,33
Truck881782,2822,3122,135,168,33
Truck881337,2655,3331,15,169,154
Truck881686,1339,3238,110,169,59
Truck881471,2224,2821,50,170,120
Truck881475,2821,3331,50,171,121
Truck881347,3331,2436,15,172,157
Truck881636,2656,2822,95,172,77
Truck881682,3122,3238,110,172,62
Truck881800,2822,3238,140,173,33
Truck881456,2656,1338,45,175,130
Truck881526,3239,1338,65,177,112
Truck881366,2656,2225,20,178,158
Truck881818,2822,2437,145,178,33
Truck881446,2999,3121,45,179,134
Truck881675,2998,2224,105,179,74
Truck881336,2437,3122,15,181,166
Truck881355,2655,2656,20,181,161
Truck881718,3122,3238,120,182,62
Truck881420,2656,3121,35,183,148
Truck881836,2822,2999,150,183,33
Truck881737,3238,3122,125,185,60
Truck881419,3331,2436,35,186,151
Truck881910,0,1339,175,187,12
Truck881854,2822,3238,155,188,33
Truck881510,2656,2225,60,190,130
Truck881283,2655,0,0,192,192
Truck881406,0,2437,35,192,157
Truck881537,3121,2999,70,193,123
Truck881852,2656,3239,155,193,38
Truck881872,2822,2436,160,193,33
Truck881437,3331,2225,40,194,154
Truck881558,2225,2999,75,197,122
Truck881474,2656,2437,50,198,148
Truck881617,3331,2821,90,198,108
Truck881696,2437,2999,115,198,83
Truck881890,2822,3331,165,198,33
Truck881304,3122,2655,5,200,195
Truck881579,2224,2821,80,200,120
Truck881791,3238,3122,140,200,60
Truck881562,3239,2822,75,202,127
Truck881790,3122,3238,140,202,62
Truck881908,2822,2999,170,203,33
Truck881670,3239,1338,105,206,101
Truck881906,2656,3239,170,208,38
Truck881926,2822,2821,175,208,33
Truck881318,2437,2225,10,210,200
Truck881724,3239,2999,120,210,90
Truck881301,2655,0,5,211,206
Truck881499,2655,3331,60,211,151
Truck881652,3239,2437,100,211,111
Truck881784,0,3238,140,211,71
Truck881563,3331,2999,75,213,138
Truck881581,3331,2998,80,213,133
Truck881944,2822,0,180,213,33
Truck881448,3122,2655,45,214,169
Truck881491,3331,3121,55,214,159
Truck881342,2225,2437,15,215,200
Truck881618,2656,2998,90,215,125
Truck881509,3331,3121,60,216,156
Truck882050,2656,3331,210,216,6
Truck881962,2822,2821,185,218,33
Truck881331,2821,3121,10,220,210
Truck881556,3122,2437,75,221,146
Truck882060,3122,1339,215,221,6
Truck882068,2656,3331,215,221,6
Truck881527,3331,2655,65,222,157
Truck881980,2822,2437,190,223,33
Truck881513,2998,3239,60,224,164
Truck881725,3331,2822,120,224,104
Truck881349,2821,2999,15,225,210
Truck881423,2998,3239,35,226,191
Truck881607,2655,2656,90,227,137
Truck881426,2437,0,40,228,188
Truck881998,2822,3238,195,228,33
Truck881963,2998,2822,185,231,46
Truck881996,2656,3239,195,233,38
Truck882016,2822,1339,200,233,33
Truck881672,2656,2436,105,234,129
Truck881709,2821,2224,115,235,120
Truck881367,2821,2225,20,236,216
Truck881600,2656,2655,85,237,152
Truck882014,2656,3239,200,238,38
Truck882034,2822,0,205,238,33
Truck881654,2656,2436,100,239,139
Truck881435,2224,3331,40,240,200
Truck882096,3122,0,225,241,16
Truck881574,3122,2655,80,243,163
Truck882052,2822,1338,210,243,33
