bridge_id,bridge_name,road_name,condition,length,is_broken,total_wait_time
928,Bridge end,N1,A,62.00000000001182,False,0.0
930,Box culvert,N1,A,343.9999999999941,True,4316.406329778082
931,Box culvert,N1,A,149.0000000000009,False,0.0
933,Box culvert,N1,A,229.00000000004184,False,0.0
934,Box culvert,N1,A,79.00000000000773,False,0.0
936,Box culvert,N1,A,283.9999999999918,False,0.0
938,Bridge start,N1,A,25.000000000034102,False,0.0
939,Bridge end,N1,A,560.9999999999786,False,0.0
940,Box culvert,N1,A,206.99999999999363,False,0.0
942,Box culvert,N1,A,384.00000000001455,False,0.0
943,Box culvert,N1,A,403.9999999999964,False,0.0
945,Box culvert,N1,A,738.9999999999759,False,0.0
947,Box culvert,N1,A,262.9999999999768,False,0.0
948,Box culvert,N1,A,336.9999999999891,False,0.0
949,Box culvert,N1,A,237.9999999999996,False,0.0
950,Box culvert,N1,A,28.99999999999636,False,0.0
952,Box culvert,N1,A,462.99999999996544,False,0.0
953,Bridge start,N1,A,18.000000000029104,False,0.0
954,Bridge end,N1,A,271.99999999999136,False,0.0
956,Box culvert,N1,A,500.0,False,0.0
957,Box culvert,N1,A,254.0000000000191,False,0.0
959,Box culvert,N1,A,362.0000000000232,False,0.0
960,Bridge start,N1,A,140.9999999999627,False,0.0
961,Bridge end,N1,A,133.0000000000382,False,0.0
962,Box culvert,N1,A,105.99999999999454,False,0.0
964,Box culvert,N1,A,612.9999999999995,False,0.0
965,Box culvert,N1,A,64.99999999999773,True,127467.94059199876
968,Box culvert,N1,C,70.99999999996953,False,0.0
969,Box culvert,N1,C,326.0000000000218,True,4306.272668993456
971,Box culvert,N1,C,449.0000000000123,False,0.0
972,Box culvert,N1,C,182.0000000000164,False,0.0
973,Box culvert,N1,C,134.9999999999909,False,0.0
975,Box culvert,N1,A,367.0000000000186,False,0.0
976,Box culvert,N1,A,171.99999999996862,False,0.0
977,Bridge start,N1,B,48.00000000000182,False,0.0
978,Bridge end,N1,B,163.0000000000109,True,126928.67968860106
979,Box culvert,N1,B,57.00000000001637,True,126616.3011550595
981,Box culvert,N1,B,324.99999999998863,False,0.0
982,Box culvert,N1,A,272.9999999999677,False,0.0
983,Box culvert,N1,A,180.00000000000682,True,128653.6488618021
985,Box culvert,N1,A,168.99999999998272,False,0.0
986,Box culvert,N1,D,293.0000000000064,False,0.0
987,Box culvert,N1,D,267.99999999997226,True,4384.458178392271
989,Box culvert,N1,A,480.99999999999454,True,4401.164089513089
990,Box culvert,N1,C,262.9999999999768,True,4425.227007014522
991,Bridge start,N1,C,14.999999999986358,True,71005.42861614675
992,Bridge end,N1,C,165.99999999999682,False,0.0
993,Box culvert,N1,C,19.000000000005457,False,0.0
995,Box culvert,N1,A,484.0000000000373,False,0.0
996,Bridge start,N1,C,17.99999999997226,False,0.0
997,Bridge end,N1,C,57.00000000001637,True,128428.72500265864
999,Box culvert,N1,B,176.00000000004457,False,0.0
1000,Box culvert,N1,C,152.99999999996317,False,0.0
1001,Box culvert,N1,B,76.00000000002183,False,0.0
1002,Box culvert,N1,B,151.9999999999868,False,0.0
1003,Box culvert,N1,A,168.00000000000637,False,0.0
1004,Box culvert,N1,A,29.999999999972715,False,0.0
1005,Box culvert,N1,A,179.00000000003047,False,0.0
1007,Box culvert,N1,A,153.99999999999636,False,0.0
1008,Box culvert,N1,C,38.99999999998727,False,0.0
1009,Box culvert,N1,C,182.0000000000164,False,0.0
1010,Box culvert,N1,A,164.99999999996362,False,0.0
1011,Box culvert,N1,C,115.0000000000091,False,0.0
1012,Box culvert,N1,C,64.99999999999773,True,128396.5895557204
1013,Box culvert,N1,A,173.00000000000182,False,0.0
1014,Box culvert,N1,A,16.000000000019554,False,0.0
1016,Box culvert,N1,C,82.99999999996999,False,0.0
1017,Box culvert,N1,C,228.999999999985,False,0.0
1018,Box culvert,N1,A,206.00000000001728,False,0.0
1019,Box culvert,N1,A,262.00000000000045,False,0.0
1020,Box culvert,N1,B,134.00000000001455,False,0.0
1021,Box culvert,N1,B,84.00000000000318,False,0.0
1023,Box culvert,N1,C,151.00000000001046,True,129204.29626499682
1024,Box culvert,N1,B,341.0000000000082,False,0.0
1025,Box culvert,N1,B,427.99999999999727,False,0.0
1026,Box culvert,N1,C,44.00000000003956,False,0.0
1028,Box culvert,N1,A,96.00000000000364,False,0.0
1029,Box culvert,N1,A,125.0,False,0.0
1030,Box culvert,N1,A,305.0000000000068,False,0.0
1031,Box culvert,N1,A,416.9999999999732,False,0.0
1033,Bridge start,N1,C,26.00000000001046,False,0.0
1034,Bridge end,N1,C,535.000000000025,False,0.0
1035,Box culvert,N1,A,122.99999999999044,False,0.0
1037,Box culvert,N1,B,657.0000000000391,False,0.0
1038,Box culvert,N1,C,163.99999999998727,False,0.0
1040,Khulna Plong Bridge,N1,C,31.999999999982265,False,0.0
1041,Bridge end,N1,C,829.0000000000077,False,0.0
1043,Bridge start,N1,C,55.00000000000682,False,0.0
1044,Bridge end,N1,C,509.9999999999909,False,0.0
1045,Box culvert,N1,B,336.9999999999891,False,0.0
1047,Bridge start,N1,C,19.99999999998181,False,0.0
1048,Bridge end,N1,C,81.99999999999363,False,0.0
1050,Bridge start,N1,C,52.00000000002092,False,0.0
1051,Bridge end,N1,B,24.00000000000091,True,71925.4517831505
1054,Box culvert,N1,C,23.00000000002456,True,71383.49443900438
1056,Box culvert,N1,D,425.9999999999877,False,0.0
1057,Bridge start,N1,D,74.00000000001228,True,129405.80711166131
1058,Bridge end,N1,Unknown,7.999999999981355,False,0.0
1061,Box culvert,N1,A,136.0000000000241,True,129923.68096677614
1062,Bridge start,N1,A,12.999999999976808,False,0.0
1063,Bridge end,N1,A,427.99999999999727,False,0.0
1064,Box culvert,N1,Unknown,168.00000000000637,False,0.0
1067,Box culvert,N1,A,291.9999999999732,False,0.0
1068,Bridge start,N1,C,26.00000000001046,False,0.0
1069,Bridge end,N1,C,581.0000000000173,True,4516.005748323377
1070,Box Culvert,N1,C,89.99999999997499,False,0.0
1072,Bridge start,N1,C,45.00000000001592,False,0.0
1073,Bridge end,N1,C,233.99999999998045,False,0.0
1074,Bridge start,N1,C,18.000000000029104,False,0.0
1075,Bridge end,N1,C,714.999999999975,False,0.0
1077,Bridge start,N1,A,13.000000000033651,True,72299.36562494648
1078,Bridge end,N1,A,238.9999999999759,False,0.0
1079,Box culvert,N1,A,250.0,False,0.0
1080,Box culvert,N1,C,276.00000000001046,False,0.0
1082,Box culvert,N1,C,120.00000000000456,False,0.0
1083,Bridge start,N1,C,89.99999999997499,False,0.0
1084,Bridge end,N1,C,781.0000000000059,False,0.0
1085,Bridge start,N1,C,13.000000000033651,False,0.0
1086,Bridge end,N1,C,40.99999999999682,False,0.0
1089,Bridge start,N1,Unknown,21.99999999999136,False,0.0
1090,Bridge end,N1,Unknown,302.0000000000209,False,0.0
1095,Box culvert,N1,C,209.0000000000032,False,0.0
1096,Box culvert,N1,B,527.9999999999632,False,0.0
1098,Box culvert,N1,C,302.99999999999727,False,0.0
1099,Box culvert,N1,A,195.9999999999696,False,0.0
1100,Box culvert,N1,A,106.0000000000514,False,0.0
1102,Box culvert,N1,A,243.9999999999713,False,0.0
1103,Box culvert,N1,A,100.00000000002274,False,0.0
1104,Box culvert,N1,A,536.0000000000014,False,0.0
1106,Box culvert,N1,A,247.99999999999045,False,0.0
1107,Box culvert,N1,A,125.0,False,0.0
1110,Box culvert,N1,A,483.9999999999805,False,0.0
1111,Bridge start,N1,A,42.00000000003001,False,0.0
1112,Bridge end,N1,A,260.99999999996726,False,0.0
1113,Box culvert,N1,A,173.00000000000182,False,0.0
1115,Box culvert,N1,D,313.000000000045,True,4496.438310864576
1116,Bridge start,N1,A,22.99999999996772,True,71637.1640269441
1117,Bridge end,N1,A,233.0000000000041,False,0.0
1119,Box culvert,N1,C,290.9999999999968,False,0.0
1121,Box culvert,N1,C,281.99999999998226,False,0.0
1122,Box culvert,N1,A,242.999999999995,False,0.0
1123,Bridge start,N1,A,48.00000000000182,False,0.0
1124,Bridge end,N1,B,155.00000000002956,False,0.0
1125,Box culvert,N1,A,110.00000000001364,False,0.0
1127,Box culvert,N1,B,252.9999999999859,False,0.0
1128,Bridge start,N1,A,31.999999999982265,False,0.0
1129,Bridge end,N1,A,194.9999999999932,False,0.0
1130,Box culvert,N1,C,88.99999999999864,False,0.0
1131,Box Culvert,N1,C,235.99999999999,False,0.0
1132,Box culvert,N1,A,108.00000000000408,False,0.0
1134,Box culvert,N1,C,73.00000000003593,False,0.0
1135,Box culvert,N1,C,354.99999999996135,False,0.0
1136,Box culvert,N1,C,216.9999999999845,False,0.0
1137,Box culvert,N1,C,212.000000000046,False,0.0
1138,Box culvert,N1,C,197.99999999997908,False,0.0
1140,Box culvert,N1,A,368.99999999997135,False,0.0
1141,Bridge start,N1,B,19.000000000005457,True,72803.59549457277
1142,Bridge end,N1,B,81.00000000001728,False,0.0
1144,Bridge start,N1,C,60.99999999997863,False,0.0
1145,Bridge end,N1,C,603.0000000000086,False,0.0
1146,Box culvert,N1,A,116.00000000004228,False,0.0
1148,Box culvert,N1,C,130.9999999999718,True,131441.17451389445
1149,Box culvert,N1,D,271.000000000015,False,0.0
1150,Box culvert,N1,C,199.99999999998863,False,0.0
1151,Box culvert,N1,B,120.00000000000456,False,0.0
1152,Bridge start,N1,B,30.00000000002956,False,0.0
1153,Bridge end,N1,B,127.9999999999859,False,0.0
1155,Box culvert,N1,A,213.00000000002228,False,0.0
1156,Box culvert,N1,C,493.99999999997135,True,4494.529083573606
1157,Bridge start,N1,A,16.999999999995907,False,0.0
1158,Bridge end,N1,A,176.00000000004457,False,0.0
1159,Box culvert,N1,B,96.99999999998,False,0.0
1161,Box culvert,N1,B,174.00000000003502,False,0.0
1162,Box culvert,N1,B,665.9999999999968,False,0.0
1164,Box culvert,N1,B,336.9999999999891,False,0.0
1165,Box culvert,N1,A,40.99999999999682,False,0.0
1166,Box culvert,N1,A,134.00000000001455,False,0.0
1167,Box culvert,N1,C,112.99999999999956,True,131775.5437542082
1168,Box culvert,N1,A,84.99999999997954,False,0.0
1169,Box culvert,N1,B,283.00000000001546,False,0.0
1171,Box culvert,N1,A,192.99999999998363,False,0.0
1172,Box culvert,N1,A,127.00000000000956,False,0.0
1173,Box culvert,N1,A,51.000000000044565,False,0.0
1174,Box culvert,N1,A,38.99999999998727,False,0.0
1176,Bridge start,N1,B,77.99999999997453,False,0.0
1177,Bridge end,N1,B,377.0000000000096,False,0.0
1179,Box culvert,N1,A,314.9999999999977,False,0.0
1180,Box culvert,N1,A,430.0000000000068,False,0.0
1181,Box culvert,N1,A,197.99999999997908,False,0.0
1182,Box culvert,N1,A,69.99999999999318,False,0.0
1184,Box culvert,N1,C,120.00000000000456,False,0.0
1185,Box culvert,N1,C,206.99999999999363,False,0.0
1186,Box culvert,N1,A,171.99999999996862,False,0.0
1187,Box culvert,N1,A,220.00000000002728,False,0.0
1188,Box culvert,N1,A,284.99999999996817,False,0.0
1190,Box culvert,N1,A,399.0000000000009,False,0.0
1191,Bridge start,N1,A,36.000000000001364,False,0.0
1192,Bridge end,N1,A,158.00000000001546,False,0.0
1193,Box culvert,N1,A,235.00000000001364,False,0.0
1194,Box culvert,N1,A,143.9999999999486,False,0.0
1196,Box culvert,N1,A,68.00000000004047,False,0.0
1197,Box culvert,N1,A,252.9999999999859,False,0.0
1198,Box culvert / Box culvert,N1,A,332.99999999997,False,0.0
1200,Box culvert,N1,A,261.0000000000241,False,0.0
1201,Box culvert,N1,A,58.99999999996908,False,0.0
1202,Box culvert,N1,A,259.9999999999909,False,0.0
1203,Box culvert,N1,C,259.0000000000145,False,0.0
1204,Box culvert,N1,A,146.000000000015,True,130877.29488517558
1206,Box culvert,N1,A,181.9999999999596,False,0.0
1207,Box culvert,N1,B,312.0000000000118,False,0.0
1208,Box culvert,N1,C,250.0,False,0.0
1209,Box culvert,N1,A,146.000000000015,False,0.0
1211,Box culvert,N1,A,261.0000000000241,False,0.0
1212,Box culvert,N1,A,187.99999999998812,False,0.0
1213,Box culvert,N1,B,204.00000000000773,False,0.0
1214,Bridge start,N1,B,14.999999999986358,False,0.0
1215,Bridge end,N1,B,341.99999999998454,False,0.0
1217,Box culvert,N1,B,648.0000000000246,False,0.0
1218,Bridge start,N1,C,37.99999999995407,False,0.0
1219,Bridge end,N1,C,125.0,False,0.0
1221,Box culvert,N1,C,189.00000000002137,True,132877.78585139776
1222,Box culvert,N1,C,327.99999999997453,False,0.0
1223,Box culvert,N1,C,381.0000000000287,False,0.0
1224,Box culvert,N1,C,86.99999999998909,False,0.0
1226,Box culvert,N1,C,540.0000000000205,False,0.0
1227,Bridge start,N1,A,40.99999999999682,False,0.0
1228,Bridge end,N1,A,270.99999999995816,False,0.0
1230,Box culvert,N1,B,233.0000000000041,False,0.0
1231,Box culvert,N1,A,353.999999999985,False,0.0
1232,Box culvert,N1,A,209.0000000000032,False,0.0
1234,Bridge start,N1,A,35.00000000002501,True,74100.57342317623
1235,Bridge end,N1,A,483.9999999999805,False,0.0
1237,Box culvert,N1,A,256.00000000002865,False,0.0
1238,Box culvert,N1,A,606.9999999999709,False,0.0
1240,Box culvert,N1,B,316.0000000000309,True,4573.649244755457
1241,Box culvert,N1,B,200.99999999996496,False,0.0
1242,Box culvert,N1,B,424.000000000035,False,0.0
1244,Bridge start,N1,C,50.00000000001137,False,0.0
1245,Bridge end,N1,C,502.9999999999859,False,0.0
1246,Box culvert,N1,Unknown,33.999999999991815,False,0.0
1248,Box culvert,N1,C,276.9999999999868,False,0.0
1250,Bridge start,N1,A,31.999999999982265,False,0.0
1251,Bridge end,N1,A,76.00000000002183,False,0.0
1253,Box culvert,N1,A,174.00000000003502,False,0.0
1255,Bridge start,N1,B,42.00000000003001,False,0.0
1256,Bridge end,N1,B,336.9999999999891,False,0.0
1257,Box culvert,N1,A,322.9999999999791,False,0.0
1258,Bridge start,N1,A,31.00000000000591,False,0.0
1259,Bridge end,N1,A,168.00000000000637,False,0.0
1261,Box culvert,N1,A,169.99999999995907,False,0.0
1262,Box culvert,N1,A,336.00000000001273,False,0.0
1263,Box culvert,N1,A,93.00000000001774,False,0.0
1264,Box culvert,N1,A,120.00000000000456,False,0.0
1265,Box culvert,N1,A,15.99999999996271,False,0.0
1267,Box culvert,N1,A,166.99999999997317,False,0.0
1268,Bridge start,N1,A,45.99999999999227,False,0.0
1269,Bridge end,N1,A,330.0000000000409,False,0.0
1270,Box culvert,N1,A,186.99999999995492,False,0.0
1272,Box culvert,N1,C,751.9999999999527,False,0.0
1273,Bridge start,N1,B,40.000000000020464,True,73971.11501917156
1274,Bridge end,N1,B,108.99999999998045,False,0.0
1276,Box culvert,N1,B,165.99999999999682,False,0.0
1277,Box culvert,N1,A,40.000000000020464,False,0.0
1278,Box culvert,N1,A,149.99999999997726,False,0.0
1279,Box culvert,N1,A,388.0000000000337,False,0.0
1280,Bridge start,N1,A,36.99999999997772,False,0.0
1281,Bridge end,N1,A,256.00000000002865,False,0.0
1283,Bridge start,N1,D,50.99999999998772,False,0.0
1284,Bridge end,N1,D,530.0000000000296,False,0.0
1285,Bridge start,N1,A,16.999999999995907,True,72781.47197623999
1286,Bridge end,N1,A,55.00000000000682,False,0.0
1287,Box Culvert,N1,A,29.999999999972715,False,0.0
1289,Box Culvert,N1,A,254.99999999999545,False,0.0
1290,Bridge start,N1,B,37.99999999995407,False,0.0
1291,Bridge end,N1,B,232.0000000000277,False,0.0
1292,Box Culvert,N1,A,83.00000000002683,False,0.0
1293,Box culvert,N1,A,117.999999999995,False,0.0
1294,Box Culvert,N1,A,25.999999999953616,False,0.0
1296,Bridge start,N1,A,47.000000000025466,False,0.0
1297,Bridge end,N1,A,237.9999999999996,False,0.0
1298,Box Culvert,N1,A,122.99999999999044,False,0.0
1299,Box culvert,N1,A,145.99999999995816,False,0.0
1301,Box Culvert,N1,A,194.00000000001685,False,0.0
1302,Box Culvert,N1,A,103.00000000000864,False,0.0
1303,Box culvert,N1,A,310.9999999999786,False,0.0
1304,Bridge start,N1,A,36.000000000001364,False,0.0
1305,Bridge end,N1,A,112.99999999999956,False,0.0
1306,Box culvert,N1,A,164.0000000000441,False,0.0
1307,Bridge start,N1,A,46.99999999996862,False,0.0
1308,Bridge end,N1,A,14.999999999986358,True,74967.76827759472
1310,Box culvert,N1,A,52.99999999999727,False,0.0
1311,Box culvert,N1,A,209.9999999999796,False,0.0
1312,Bridge start,N1,A,33.00000000001546,False,0.0
1313,Bridge end,N1,A,46.99999999996862,False,0.0
1314,Box culvert,N1,A,218.9999999999941,False,0.0
1315,Box culvert,N1,A,84.00000000000318,False,0.0
1316,Box culvert,N1,A,103.00000000000864,False,0.0
1317,Bridge start,N1,A,24.00000000000091,False,0.0
1318,Bridge end,N1,A,105.0000000000182,False,0.0
1319,Box culvert,N1,A,79.00000000000773,False,0.0
1320,Box culvert,N1,A,20.999999999958163,False,0.0
1322,Bridge start,N1,A,19.99999999998181,False,0.0
1323,Bridge end,N1,A,55.99999999998317,False,0.0
1325,Bridge start,N1,B,14.999999999986358,True,74870.40426715586
1326,Bridge end,N1,B,257.99999999998136,False,0.0
1328,Box culvert,N1,A,473.9999999999896,False,0.0
1329,Box culvert,N1,C,430.9999999999832,False,0.0
1331,Bridge start,N1,C,43.00000000000637,False,0.0
1332,Bridge end,N1,C,793.9999999999827,False,0.0
1334,Box culvert,N1,Unknown,427.99999999999727,False,0.0
1335,Bridge start,N1,Unknown,42.00000000003001,False,0.0
1336,Bridge end,N1,Unknown,177.99999999999727,False,0.0
1342,Bridge start,N2,B,40.00000000000004,False,0.0
1343,Bridge end,N2,B,589.9999999999999,False,0.0
1358,Bridge start,N2,B,40.99999999999859,True,195239.18846663326
1359,Bridge end,N2,B,460.00000000000085,False,0.0
1361,Box culvert,N2,A,19.999999999999574,False,0.0
1364,Box culvert,N2,B,838.0000000000009,False,0.0
1366,Box culvert,N2,B,868.0000000000003,True,12139.611846228134
1368,Box culvert,N2,A,510.9999999999992,False,0.0
1369,Bridge start,N2,C,21.999999999998465,False,0.0
1370,Bridge end,N2,C,8.000000000002672,False,0.0
1372,Box culvert,N2,C,77.9999999999994,False,0.0
1374,Box culvert,N2,A,245.99999999999864,True,12119.629534670456
1377,Box Culvert,N2,B,272.99999999999966,False,0.0
1379,Box culvert,N2,A,324.9999999999993,False,0.0
1381,Box culvert,N2,A,661.9999999999991,False,0.0
1382,Box culvert,N2,A,50.00000000000071,False,0.0
1384,Box culvert,N2,B,79.00000000000063,False,0.0
1387,Box culvert,N2,A,646.0000000000008,False,0.0
1388,Box culvert,N2,A,32.00000000000003,False,0.0
1390,Box culvert,N2,A,399.0000000000009,False,0.0
1391,Box culvert,N2,A,141.99999999999946,False,0.0
1397,Box culvert,N2,A,503.0000000000001,False,0.0
1398,Box culvert,N2,A,309.99999999999875,False,0.0
1400,Box culvert,N2,A,909.0000000000024,False,0.0
1402,Bridge start,N2,A,34.00000000000247,False,0.0
1403,Bridge end,N2,A,482.999999999997,False,0.0
1404,Box culvert,N2,A,233.0000000000005,False,0.0
1406,Box culvert,N2,C,1019.9999999999995,False,0.0
1408,Box culvert,N2,A,335.00000000000085,False,0.0
1411,Box culvert,N2,Unknown,321.9999999999956,False,0.0
1413,Box culvert,N2,Unknown,473.9999999999967,False,0.0
1414,Box culvert,N2,A,100.99999999999908,False,0.0
1416,Box culvert,N2,A,754.9999999999955,True,11980.467325355594
1418,Bridge start,N2,A,27.999999999998693,False,0.0
1419,Bridge end,N2,A,807.9999999999998,False,0.0
1421,Bridge start,N2,A,64.00000000000006,False,0.0
1422,Bridge end,N2,A,348.99999999999665,False,0.0
1423,Box culvert,N2,A,323.99999999999807,False,0.0
1425,Box culvert,N2,A,893.9999999999984,False,0.0
1426,Box culvert,N2,A,85.00000000000085,False,0.0
1428,Box culvert,N2,A,524.9999999999986,False,0.0
1429,Box culvert,N2,A,222.0000000000013,False,0.0
1431,Box culvert,N2,B,257.9999999999956,False,0.0
1432,Box culvert,N2,A,512.0000000000005,False,0.0
1434,Box culvert,N2,A,362.9999999999996,False,0.0
1435,Box culvert,N2,B,426.9999999999996,False,0.0
1436,Box culvert,N2,B,170.0000000000017,False,0.0
1438,Box culvert,N2,A,648.0000000000032,True,12012.370441599955
1440,Box culvert,N2,A,30.000000000001137,False,0.0
1442,Box culvert,N2,A,301.00000000000193,False,0.0
1444,Box culvert,N2,A,87.0000000000033,False,0.0
1446,Box culvert,N2,A,670.0000000000017,False,0.0
1448,Bridge start,N2,A,104.99999999999687,False,0.0
1449,Bridge end,N2,A,307.00000000000216,False,0.0
1450,Box culvert,N2,A,39.99999999999915,False,0.0
1452,Box culvert,N2,A,256.9999999999979,False,0.0
1453,Box culvert,N2,A,608.0000000000041,False,0.0
1455,Box culvert,N2,A,884.999999999998,False,0.0
1456,Box culvert,N2,A,105.00000000000398,False,0.0
1458,Box culvert,N2,A,50.99999999999483,True,350118.4758524986
1460,Box culvert,N2,A,731.9999999999993,False,0.0
1462,Box culvert,N2,A,147.9999999999961,False,0.0
1464,Box culvert,N2,A,399.9999999999986,False,0.0
1466,Box culvert,N2,A,292.0000000000016,False,0.0
1468,Box culvert,N2,A,791.0000000000039,False,0.0
1469,Box culvert,N2,A,27.999999999998693,False,0.0
1472,Box culvert,N2,A,271.99999999999847,False,0.0
1474,Box cuylvert,N2,A,418.0000000000064,False,0.0
1475,Bridge start,N2,A,17.999999999993577,False,0.0
1476,Bridge end,N2,A,404.00000000000347,False,0.0
1478,Box culvert,N2,A,155.9999999999988,False,0.0
1479,Box culvert,N2,A,390.99999999999824,False,0.0
1480,Box culvert,N2,B,282.0000000000036,False,0.0
1482,Bridge start,N2,C,157.00000000000358,False,0.0
1483,Bridge end,N2,C,109.00000000000176,False,0.0
1484,Bridge start,N2,A,34.99999999999659,False,0.0
1485,Bridge end,N2,A,90.00000000000341,True,347934.1545359524
1487,Box culvert,N2,A,420.0000000000017,False,0.0
1490,Bridge start,N2,A,40.99999999999682,False,0.0
1491,Bridge end,N2,A,438.0000000000024,False,0.0
1492,Box culvert,N2,A,411.99999999999903,False,0.0
1494,Box culvert,N2,A,675.0000000000043,False,0.0
1496,Bridge start,N2,A,15.000000000000568,False,0.0
1497,Bridge end,N2,A,356.00000000000165,False,0.0
1499,Bridge start,N2,A,12.999999999998124,False,0.0
1500,Bridge end,N2,A,890.0000000000006,True,12088.067034108095
1502,Box culvert,N2,A,201.99999999999812,False,0.0
1504,Bridge start,N2,A,14.000000000010004,False,0.0
1505,Bridge end,N2,A,64.99999999999773,False,0.0
1508,Box culvert,N2,A,212.0000000000033,False,0.0
1510,Bridge start,N2,A,16.000000000005343,False,0.0
1511,Bridge end,N2,A,288.99999999998727,False,0.0
1512,Box culvert,N2,A,260.0000000000051,False,0.0
1514,Box culvert,N2,B,259.9999999999909,False,0.0
1515,Box culvert,N2,B,295.0000000000017,False,0.0
1517,Bridge start,N2,C,430.0000000000068,False,0.0
1518,Bridge end/ Start of Kishoreganj road Division / Bridge end/ Start of Kishoreganj road Division,N2,C,311.9999999999976,True,12065.528548589551
1520,Bridge start,N2,A,27.999999999991587,False,0.0
1521,Bridge end,N2,C,463.0000000000081,False,0.0
1522,Box culvert,N2,A,90.99999999999396,False,0.0
1523,Box culvert,N2,C,301.00000000000193,True,12144.01578179058
1528,Box Culvert,N2,A,182.99999999999272,False,0.0
1529,Bhairab Bridge,N2,A,277.000000000001,False,0.0
1531,Bridge end,N2,A,66.0000000000025,False,0.0
1533,Over pass,N2,A,159.9999999999966,False,0.0
1536,Box Culvert,N2,B,64.99999999999773,False,0.0
1537,Box Culvert,N2,B,165.99999999999682,True,351208.37757419236
1539,Box culvert,N2,C,271.0000000000008,True,11951.156188259289
1540,Box culvert,N2,C,260.9999999999957,False,0.0
1541,Box culvert,N2,C,19.000000000005457,False,0.0
1543,Bridge start,N2,A,85.99999999999852,False,0.0
1544,Bridge end,N2,C,331.99999999999363,False,0.0
1546,Box culvert,N2,A,983.9999999999948,False,0.0
1548,Box culvert,N2,A,316.99999999999307,True,11976.765672793117
1549,Box culvert,N2,A,108.00000000000408,False,0.0
1551,Box culvert,N2,A,60.000000000002274,False,0.0
1553,Box culvert,N2,A,73.99999999999807,False,0.0
1555,Box culvert,N2,A,379.99999999999545,False,0.0
1556,Box culvert,N2,A,102.00000000000388,False,0.0
1558,Box culvert,N2,A,418.0000000000064,False,0.0
1559,Box culvert,N2,Unknown,9.999999999990903,False,0.0
1562,Box culvert,N2,A,421.999999999997,False,0.0
1564,Box culvert,N2,A,950.0000000000028,False,0.0
1565,Box culvert,N2,Unknown,15.000000000000568,False,0.0
1570,Bridge start,N2,A,24.99999999999148,False,0.0
1571,Bridge end,N2,A,61.00000000000705,False,0.0
1573,Box culvert,N2,A,76.00000000000762,False,0.0
1575,Bridge start,N2,A,25.000000000005684,False,0.0
1576,Bridge end,N2,A,87.99999999999386,False,0.0
1578,Bridge start,N2,C,19.000000000005457,False,0.0
1579,Bridge end,N2,C,337.99999999999386,False,0.0
1581,Bridge start,N2,B,46.99999999999704,False,0.0
1582,Bridge end,N2,B,781.0000000000059,False,0.0
1584,Box culvert,N2,A,680.9999999999974,False,0.0
1585,Bridge start,N2,A,57.00000000000216,False,0.0
1586,Bridge end,N2,A,168.99999999999693,False,0.0
1588,Box culvert,N2,C,714.9999999999892,True,17424.615984190783
1590,Bridge start,N2,A,207.00000000000784,False,0.0
1591,Bridge end,N2,A,421.999999999997,False,0.0
1592,Bridge start,N2,A,28.0000000000058,False,0.0
1593,Bridge end,N2,A,146.99999999999136,False,0.0
1595,Box culvert,N2,A,197.9999999999933,False,0.0
1597,Box culvert,N2,A,194.0000000000026,False,0.0
1599,Box culvert,N2,A,412.9999999999967,False,0.0
1600,Bridge start,N2,A,66.99999999999307,False,0.0
1601,Bridge end,N2,A,225.00000000000853,False,0.0
1603,Bridge start,N2,C,36.99999999999193,False,0.0
1604,Bridge end,N2,A,591.0000000000082,False,0.0
1606,Bridge start,N2,A,27.999999999991587,False,0.0
1607,Bridge end,N2,A,796.0000000000065,False,0.0
1609,Box culvert,N2,A,311.00000000000705,False,0.0
1611,Bridge start,N2,A,66.99999999999307,False,0.0
1612,Bridge end,N2,A,382.000000000005,False,0.0
1614,Box culvert,N2,A,396.0000000000008,False,0.0
1615,Box culvert,N2,Unknown,105.00000000000398,False,0.0
1617,Box culvert,N2,B,168.99999999999693,False,0.0
1619,Box culvert,N2,A,529.0000000000106,False,0.0
1620,Box culvert,N2,A,143.99999999999125,False,0.0
1622,Box culvert,N2,A,301.00000000000193,False,0.0
1624,Box culvert,N2,A,49.99999999999716,False,0.0
1626,Box culvert,N2,B,419.0000000000112,False,0.0
1627,Box culvert,N2,A,131.00000000000023,False,0.0
1629,Bridge start/ Start of Habiganj road Division / Bridge start/ Start of Habiganj road Division,N2,A,64.99999999999773,False,0.0
1630,Bridge end,N2,A,234.00000000000887,False,0.0
1632,Box culvert,N2,A,562.0000000000118,False,0.0
1634,Bridge start,N2,C,21.99999999999136,False,0.0
1635,Bridge end,N2,A,481.0000000000088,False,0.0
1637,Bridge start,N2,A,37.9999999999967,False,0.0
1638,Bridge end,N2,C,710.000000000008,False,0.0
1640,Box culvert,N2,A,504.99999999999545,False,0.0
1642,Bridge start,N2,A,34.000000000006025,False,0.0
1643,Bridge end,N2,A,549.9999999999972,False,0.0
1645,Bridge start,N2,A,25.99999999999625,False,0.0
1646,Bridge end,N2,A,453.00000000000296,False,0.0
1648,Bridge start,N2,A,42.00000000000159,False,0.0
1649,Bridge end,N2,A,680.9999999999974,False,0.0
1651,Bridge start,N2,B,21.99999999999136,False,0.0
1652,Bridge end,N2,A,658.0000000000013,False,0.0
