bridge_id,bridge_name,road_name,condition,length,is_broken,total_wait_time
1654,Box culvert,N2,A,164.00000000000148,False,0.0
1656,Box culvert,N2,A,205.0000000000125,False,0.0
1657,Box culvert,N2,C,286.9999999999919,False,0.0
1658,Box culvert,N2,C,85.99999999999852,False,0.0
1660,Box culvert,N2,A,353.9999999999992,False,0.0
1661,Box culvert,N2,A,162.9999999999967,False,0.0
1662,Box culvert,N2,A,293.0000000000064,False,0.0
1663,Box culvert,N2,A,48.99999999999238,False,0.0
1665,Box culvert,N2,A,218.9999999999941,False,0.0
1666,Box culvert,N2,B,348.0000000000132,False,0.0
1667,Box culvert,N2,A,163.99999999998727,False,0.0
1668,Box culvert,N2,A,92.00000000001296,False,0.0
1670,Box culvert,N2,A,233.0000000000041,False,0.0
1671,Box culvert,N2,A,466.9999999999988,False,0.0
1672,Box culvert,N2,A,106.00000000000875,False,0.0
1674,Box culvert,N2,A,404.0000000000106,False,0.0
1676,Box culvert,N2,A,346.00000000000364,False,0.0
1677,Box culvert,N2,A,406.9999999999965,False,0.0
1679,Box culvert,N2,A,429.0000000000021,True,14397.621445304223
1680,Box culvert,N2,A,209.9999999999937,True,14365.312757736796
1681,Box culvert,N2,A,310.0000000000023,False,0.0
1683,Box culvert,N2,A,144.99999999999602,False,0.0
1684,Box culvert,N2,A,251.9999999999953,False,0.0
1685,Bridge start,N2,A,33.00000000000125,False,0.0
1686,Bridge end,N2,A,421.0000000000065,False,0.0
1688,Box culvert,N2,A,649.9999999999915,False,0.0
1689,Box culvert,N2,A,158.00000000000125,False,0.0
1690,Box culvert,N2,A,178.00000000001148,False,0.0
1691,Box culvert,N2,A,12.99999999999102,False,0.0
1693,Box culvert,N2,A,286.00000000000136,False,0.0
1694,Box culvert,N2,A,448.99999999999807,False,0.0
1695,Box culvert,N2,A,63.00000000000239,False,0.0
1696,Box culvert,N2,A,9.999999999990903,False,0.0
1698,Box culvert,N2,A,429.0000000000021,False,0.0
1699,Box culvert,N2,A,109.00000000000888,False,0.0
1700,Box culvert,N2,A,345.9999999999894,False,0.0
1702,Box culvert,N2,A,304.9999999999926,False,0.0
1703,Box culvert,N2,A,602.0000000000039,False,0.0
1705,Box culvert,N2,A,350.0000000000085,False,0.0
1706,Box culvert,N2,A,334.99999999997954,False,0.0
1707,Box culvert,N2,A,324.0000000000123,False,0.0
1709,Box culvert,N2,A,348.99999999998954,False,0.0
1710,Box culvert,N2,A,306.0000000000116,False,0.0
1711,Box culvert,N2,A,137.9999999999768,False,0.0
1712,Box culvert,N2,B,163.0000000000109,False,0.0
1714,Box culvert,N2,B,243.99999999999977,False,0.0
1715,Box culvert,N2,A,490.9999999999855,False,0.0
1718,Box culvert,N2,A,114.00000000000432,False,0.0
1719,Box culvert,N2,A,146.000000000015,False,0.0
1721,Box culvert,N2,A,959.0000000000032,False,0.0
1723,Bridge start,N2,A,84.00000000000318,False,0.0
1724,Bridge end,N2,A,371.9999999999857,False,0.0
1725,Box culvert,N2,A,197.0000000000028,False,0.0
1726,Box culvert,N2,A,217.00000000001296,False,0.0
1727,Box culvert,N2,A,85.99999999998431,False,0.0
1729,Box culvert,N2,A,307.9999999999927,False,0.0
1732,Box culvert,N2,A,781.9999999999823,False,0.0
1734,Box culvert,N2,A,485.0000000000136,False,0.0
1736,Box culvert,N2,A,488.9999999999759,False,0.0
1738,Box culvert,N2,A,483.0000000000041,False,0.0
1739,Box culvert,N2,A,495.9999999999809,False,0.0
1740,Box culvert,N2,A,10.000000000019329,False,0.0
1742,Box culvert,N2,A,498.9999999999952,False,0.0
1743,Box culvert,N2,A,7.000000000005002,False,0.0
1745,Box culvert,N2,A,373.9999999999952,False,0.0
1747,Box culvert,N2,A,251.0000000000048,False,0.0
1749,Bridge start,N2,A,195.99999999999795,False,0.0
1750,Bridge end,N2,A,207.00000000002208,False,0.0
1754,Bridge start,N2,A,27.00000000001524,False,0.0
1755,Bridge end,N2,A,849.9999999999943,False,0.0
1757,Box culvert,N2,C,278.00000000002,False,0.0
1758,Box culvert,N2,C,365.9999999999855,False,0.0
1760,Box culvert,N2,A,639.00000000001,False,0.0
1763,Box culvert,N2,A,295.99999999999227,False,0.0
1764,Box culvert,N2,A,287.9999999999825,False,0.0
1765,Box culvert,N2,A,122.0000000000141,False,0.0
1767,Box culvert,N2,A,362.0000000000232,False,0.0
1768,Box Culvert / Box culvert,N2,A,298.0000000000018,False,0.0
1770,Box culvert,N2,A,544.0000000000111,False,0.0
1772,Box culvert,N2,A,522.9999999999961,False,0.0
1773,Bridge start,N2,A,45.99999999999227,False,0.0
1774,Bridge end,N2,A,170.00000000001592,False,0.0
1776,Box culvert,N2,A,655.0000000000011,False,0.0
1778,Box culvert,N2,A,447.00000000000273,False,0.0
1779,Box culvert,N2,A,141.9999999999959,False,0.0
1780,Box culvert,N2,A,174.0000000000066,False,0.0
1781,Box culvert,N2,A,179.00000000000205,False,0.0
1783,Box culvert,N2,A,340.0000000000034,False,0.0
1784,Box culvert,N2,A,304.9999999999784,False,0.0
1785,Box culvert,N2,B,239.00000000000432,False,0.0
1787,Bridge start,N2,B,66.0000000000025,False,0.0
1788,Bridge end,N2,A,201.99999999999812,False,0.0
1789,Box culvert,N2,A,383.9999999999861,False,0.0
1791,Box culvert,N2,A,453.9999999999793,False,0.0
1793,Bridge start,N2,A,18.000000000000682,False,0.0
1794,Bridge end,N2,A,592.000000000013,False,0.0
1795,Box culvert,N2,A,230.9999999999945,True,14367.205250925306
1797,Box culvert,N2,A,552.0000000000209,False,0.0
1798,Bridge start,N2,A,15.999999999991132,False,0.0
1799,Bridge end,N2,A,132.000000000005,False,0.0
1801,Box culvert,N2,A,73.0000000000075,False,0.0
1803,Box culvert,N2,A,419.0000000000112,False,0.0
1804,Box culvert,N2,A,204.00000000000773,False,0.0
1805,Box culvert,N2,A,143.00000000000068,False,0.0
1807,Box culvert,N2,A,414.999999999992,False,0.0
1808,Box culvert,N2,A,294.00000000001114,False,0.0
1809,Bridge start,N2,C,19.99999999998181,True,230000.32782340833
1810,Bridge end,N2,C,98.0000000000132,False,0.0
1812,Box culvert,N2,A,276.00000000001046,False,0.0
1813,Box culvert,N2,A,669.0000000000111,False,0.0
1815,Box culvert,N2,A,316.0000000000025,False,0.0
1816,Box culvert,N2,A,153.99999999999636,True,415588.5956115072
1817,Box culvert,N2,A,157.0000000000107,False,0.0
1818,Box culvert,N2,A,256.0000000000002,False,0.0
1819,Box culvert,N2,A,48.00000000000182,False,0.0
1821,Bridge start,N2,A,38.000000000010914,False,0.0
1822,Bridge end,N2,A,139.00000000001,False,0.0
1823,Box culvert,N2,A,145.99999999998658,False,0.0
1824,Box culvert,N2,A,217.9999999999893,False,0.0
1825,Box culvert,N2,A,325.00000000001705,False,0.0
1827,Box culvert,N2,A,548.0000000000018,False,0.0
1828,Box culvert,N2,A,40.99999999999682,False,0.0
1829,Bridge start,N2,A,15.00000000001478,False,0.0
1830,Bridge end,N2,A,334.0000000000032,False,0.0
1831,Box culvert,N2,B,49.99999999998295,False,0.0
1833,Bridge start,N2,B,24.00000000000091,False,0.0
1834,Bridge end,N2,A,121.99999999998568,False,0.0
1835,Box culvert,N2,A,166.00000000002524,False,0.0
1836,Box culvert,N2,A,435.0000000000023,False,0.0
1838,Box culvert,N2,A,48.00000000000182,False,0.0
1839,Box culvert,N2,C,240.0000000000091,False,0.0
1840,Box culvert,N2,A,169.9999999999875,False,0.0
1841,Box culvert,N2,A,270.00000000001023,False,0.0
1842,Box culvert,N2,A,139.00000000001,False,0.0
1844,Box culvert,N2,A,350.9999999999991,False,0.0
1845,Box culvert,N2,A,99.99999999999432,False,0.0
1846,Box culvert,N2,A,521.000000000015,False,0.0
1847,Bridge start,N2,A,55.99999999998317,False,0.0
1848,Bridge end,N2,A,139.00000000001,False,0.0
1850,Bridge start,N2,A,23.00000000002456,False,0.0
1851,Bridge end,N2,A,217.9999999999893,False,0.0
1852,Box culvert,N2,A,355.99999999999454,False,0.0
1854,Box culvert,N2,A,275.0000000000057,False,0.0
1855,Box culvert,N2,A,235.99999999999,False,0.0
1856,Box culvert,N2,A,125.0,False,0.0
1857,Box culvert,N2,A,123.99999999999524,False,0.0
1858,Box culvert,N2,A,80.0000000000125,False,0.0
1860,Box culvert,N2,A,46.99999999999704,False,0.0
1861,Box culvert,N2,A,444.0000000000168,False,0.0
1862,Bridge start,N2,A,27.999999999991587,False,0.0
1863,Bridge end,N2,A,162.9999999999825,False,0.0
1864,Box culvert,N2,A,55.00000000000682,False,0.0
1865,Box culvert,N2,A,62.00000000001182,False,0.0
1866,Box culvert,N2,A,76.99999999999818,False,0.0
1867,Box culvert,N2,A,48.00000000000182,False,0.0
1868,Box culvert,N2,A,63.99999999999295,False,0.0
1870,Box culvert,N2,A,99.00000000001796,False,0.0
1871,Box culvert,N2,A,137.00000000000043,False,0.0
1872,Box culvert,N2,A,61.9999999999834,False,0.0
1873,Box culvert,N2,A,51.00000000001614,False,0.0
1874,Box culvert,N2,A,117.999999999995,True,418185.8715238081
1875,Box culvert,N2,A,283.9999999999918,False,0.0
1876,Box culvert,N2,A,161.00000000000136,False,0.0
1878,Box culvert,N2,A,82.00000000002206,True,416928.18704652955
1879,Box culvert,N2,A,134.9999999999909,False,0.0
1880,Box culvert,N2,A,135.99999999999568,False,0.0
1881,Box culvert,N2,A,353.00000000000864,False,0.0
1882,Box culvert,N2,B,134.9999999999909,False,0.0
1884,Box culvert,N2,A,469.99999999999886,False,0.0
1885,Box culvert,N2,A,164.99999999999204,False,0.0
1887,Bridge start,N2,A,15.00000000001478,False,0.0
1888,Bridge end,N2,A,221.99999999998,False,0.0
1889,Box culvert,N2,A,204.00000000000773,False,0.0
1890,Box culvert,N2,A,311.00000000000705,False,0.0
1891,Box culvert,N2,A,206.99999999999363,False,0.0
1893,Box culvert,N2,A,567.9999999999836,False,0.0
1894,Box culvert,N2,A,180.00000000000682,False,0.0
1895,Box culvert,N2,A,132.000000000005,False,0.0
1896,Box culvert,N2,A,34.99999999999659,False,0.0
1898,Box culvert,N2,A,144.00000000000546,True,414721.24007363507
1899,Box culvert,N2,A,218.9999999999941,False,0.0
1900,Box culvert,N2,A,165.99999999999682,False,0.0
1901,Box culvert,N2,A,219.9999999999989,True,14399.533340751968
1902,Box culvert,N2,A,139.00000000001,False,0.0
1903,Box culvert,N2,A,57.99999999999272,False,0.0
1905,Box culvert,N2,A,383.9999999999861,False,0.0
1906,Bridge start,N2,A,54.000000000002046,False,0.0
1907,Bridge end,N2,A,276.9999999999868,False,0.0
1909,Bridge start,N2,A,146.99999999999136,False,0.0
1910,Bridge end,N2,A,129.99999999999545,False,0.0
1911,Bridge start,N2,A,36.000000000001364,False,0.0
1912,Bridge end,N2,A,248.99999999999525,False,0.0
1913,Box culvert,N2,A,308.9999999999975,False,0.0
1914,Box culvert,N2,A,58.9999999999975,False,0.0
1916,Box culvert,N2,A,376.0000000000048,False,0.0
1917,Bridge start,N2,A,20.999999999986585,False,0.0
1918,Bridge end,N2,A,216.00000000000816,False,0.0
1920,Bridge start,N2,A,15.00000000001478,True,231364.0266008406
1921,Bridge end,N2,A,576.9999999999982,False,0.0
1922,Box culvert,N2,A,329.00000000000773,False,0.0
1924,Bridge start,N2,A,52.99999999999727,False,0.0
1925,Bridge end,N2,A,207.9999999999984,False,0.0
1926,Box culvert,N2,A,242.999999999995,False,0.0
1927,Bridge start,N2,A,43.00000000000637,False,0.0
1928,Bridge end,N2,A,188.99999999999287,False,0.0
1930,Box culvert,N2,A,252.9999999999859,False,0.0
1931,Box culvert,N2,A,189.00000000002137,False,0.0
1933,Box culvert,N2,A,296.0000000000207,False,0.0
1935,Box culvert,N2,A,405.00000000000114,False,0.0
1936,Box culvert,N2,A,288.0000000000109,True,14331.547802254654
1937,Box culvert,N2,A,225.9999999999991,False,0.0
1939,Bridge start,N2,A,61.00000000000705,False,0.0
1940,Bridge end,N2,A,338.99999999999864,False,0.0
1941,Box culvert,N2,A,112.99999999999956,False,0.0
1942,Box culvert,N2,A,20.000000000010232,False,0.0
1944,Box culvert,N2,A,606.9999999999993,False,0.0
1946,Box culvert,N2,A,138.00000000000523,False,0.0
1947,Box culvert,N2,A,216.9999999999845,False,0.0
1948,Box culvert,N2,A,218.0000000000177,False,0.0
1950,Bridge start,N2,A,58.9999999999975,False,0.0
1951,Bridge end,N2,A,37.99999999998249,False,0.0
1953,Bridge start,N2,A,16.000000000019554,False,0.0
1954,Bridge end,N2,A,93.99999999999407,False,0.0
1956,Box culvert,N2,A,353.00000000000864,False,0.0
1958,Bridge start,N2,A,32.00000000001069,False,0.0
1959,Bridge end,N2,A,403.9999999999964,False,0.0
1961,Bridge start,N2,A,18.000000000000682,False,0.0
1962,Bridge end,N2,A,102.00000000000388,False,0.0
1964,Box culvert,N2,A,400.0000000000057,False,0.0
1967,Bridge start,N2,C,280.00000000000114,False,0.0
1968,Bridge end,N2,C,656.0000000000059,False,0.0
1971,Bridge start,N2,C,163.0000000000109,False,0.0
1972,Bridge end,N2,A,907.0000000000108,False,0.0
1973,Bridge start,N2,A,26.99999999998681,False,0.0
1974,Bridge end,N2,A,39.99999999999204,False,0.0
1977,Box culvert,N2,A,689.9999999999977,False,0.0
1979,Bridge start,N2,A,64.99999999999773,False,0.0
1980,Bridge end,N2,A,817.0000000000073,False,0.0
1982,Bridge start,N2,A,14.000000000010004,False,0.0
1983,Bridge end,N2,A,909.9999999999966,False,0.0
1984,Box culvert,N2,A,28.99999999999636,False,0.0
1986,Bridge start,N2,A,24.00000000000091,False,0.0
1987,Bridge end,N2,A,299.0000000000066,False,0.0
1988,Box culvert,N2,A,347.9999999999848,False,0.0
1990,Bridge start,N2,A,26.00000000001046,False,0.0
1991,Bridge end,N2,A,241.99999999999025,False,0.0
1992,Box culvert,N2,A,605.0000000000182,False,0.0
1993,Box culvert,N2,A,90.99999999997976,False,0.0
1995,Box culvert,N2,A,730.9999999999945,True,9299.062793618881
1996,Box culvert,N2,A,20.000000000010232,False,0.0
1999,Box culvert,N2,A,890.0000000000148,True,9314.600590398006
2002,Box Culvert,N2,A,525.0000000000057,False,0.0
2005,Box culvert,N2,A,695.999999999998,False,0.0
2006,Box culvert,N2,A,22.99999999999613,False,0.0
2008,Box culvert,N2,A,576.9999999999982,False,0.0
2010,Box culvert,N2,A,349.9999999999943,False,0.0
2012,Box culvert,N2,A,447.9999999999791,False,0.0
2013,Box culvert,N2,A,296.0000000000207,False,0.0
2015,Box culvert,N2,A,337.0000000000175,False,0.0
2017,Box culvert,N2,A,277.00000000001523,True,9319.843855349209
2018,Box culvert,N2,A,444.9999999999932,False,0.0
2020,Box culvert,N2,A,361.9999999999948,False,0.0
2022,Box culvert,N2,A,569.9999999999932,False,0.0
2023,Box culvert,N2,A,61.9999999999834,False,0.0
2025,Box culvert,N2,A,514.9999999999864,False,0.0
2026,Box culvert,N2,A,105.0000000000182,False,0.0
2028,Box culvert,N2,A,206.99999999999363,False,0.0
2030,Box culvert,N2,A,359.9999999999852,True,9282.484843285358
2032,Box culvert,N2,A,405.9999999999775,False,0.0
2036,Box culvert,N2,A,781.9999999999823,False,0.0
2038,Bridge start,N2,B,32.99999999998704,False,0.0
2039,Bridge end,N2,B,433.9999999999975,True,9304.589001452803
2041,Box culvert,N2,A,968.999999999994,False,0.0
2043,Box culvert,N2,B,557.9999999999927,False,0.0
2044,Box culvert,N2,B,448.0000000000075,False,0.0
2046,Box culvert,N2,A,250.0,False,0.0
2048,Box culvert,N2,A,516.0000000000196,False,0.0
2050,Bridge start,N2,A,44.00000000001114,False,0.0
2051,Bridge end,N2,A,300.00000000001137,False,0.0
2053,Box culvert,N2,A,657.999999999987,False,0.0
2056,Box culvert,N2,A,135.99999999999568,False,0.0
2057,Box culvert,N2,A,500.0,False,0.0
2058,Box culvert,N2,A,127.9999999999859,False,0.0
2060,Box culvert,N2,B,685.0000000000023,False,0.0
2062,Bridge start,N2,A,18.999999999977035,False,0.0
2063,Bridge end,N2,A,169.00000000001114,False,0.0
2066,Under Pass R250,N2,A,198.0000000000075,False,0.0
2067,Bridge start,N2,B,317.99999999998363,False,0.0
2068,Bridge end,N2,B,289.0000000000157,False,0.0
2070,Box culvert,N2,A,114.00000000000432,True,145407.68835942727
2071,Box culvert,N2,A,586.0000000000127,False,0.0
2073,Box culvert,N2,A,81.00000000001728,False,0.0
2074,Road to Keen Bridge(N206),N2,A,286.00000000000136,False,0.0
2075,Box culvert,N2,A,216.9999999999845,False,0.0
2076,Box culvert,N2,A,257.000000000005,False,0.0
2077,Box culvert,N2,A,145.00000000001023,False,0.0
2079,Box culvert,N2,A,854.0000000000134,False,0.0
2081,Box culvert,N2,A,724.9999999999943,False,0.0
2082,Box culvert,N2,B,164.0000000000157,False,0.0
2084,Box culvert,N2,A,20.000000000010232,False,0.0
2087,Box culvert,N2,A,650.0000000000057,True,5018.2258582589
2088,Box culvert,N2,A,110.00000000001364,False,0.0
2090,Bridge start,N2,A,10.000000000019329,False,0.0
2091,Bridge end,N2,A,310.0000000000023,False,0.0
2093,Bridge start,N2,B,16.999999999995907,False,0.0
2094,Bridge end,N2,B,228.00000000000864,False,0.0
2095,Box culvert,N2,A,191.0000000000025,False,0.0
2099,Box culvert,N2,A,306.0000000000116,False,0.0
2100,Box culvert,N2,A,668.0000000000064,False,0.0
2102,Bridge start,N2,B,16.999999999995907,True,81958.68454687078
2103,Bridge end,N2,B,205.0000000000125,False,0.0
2104,Box culvert,N2,A,96.00000000000364,False,0.0
2106,Box culvert,N2,A,343.00000000001774,False,0.0
2108,Bridge start,N2,A,15.00000000001478,False,0.0
2109,Bridge end,N2,A,700.9999999999934,False,0.0
2110,Box culvert,N2,A,60.000000000002274,False,0.0
2113,Box culvert,N2,A,326.9999999999982,False,0.0
2115,Bridge start,N2,A,12.000000000000457,False,0.0
2116,Bridge end,N2,A,641.0000000000196,False,0.0
2117,Box culvert,N2,A,173.99999999997817,False,0.0
2119,Box culvert,N2,A,948.999999999984,False,0.0
2120,Box culvert,N2,A,32.00000000001069,False,0.0
2122,Box Culvert,N2,A,468.9999999999941,True,5012.813998161264
2124,Box culvert,N2,A,146.99999999999136,False,0.0
2126,Box culvert,N2,A,819.0000000000168,False,0.0
2128,Box culvert,N2,A,848.0000000000132,False,0.0
2130,Bridge start,N2,A,98.99999999998954,False,0.0
2131,Bridge end,N2,A,883.0000000000098,False,0.0
2133,Bridge start,N2,B,88.99999999999864,False,0.0
2134,Bridge end,N2,B,354.0000000000134,False,0.0
2137,Bridge start,N2,B,38.000000000010914,False,0.0
2138,Bridge end,N2,B,459.0000000000032,False,0.0
2141,Bridge start,N2,B,42.99999999994952,False,0.0
2142,Bridge end,N2,B,477.0000000000323,False,0.0
2144,Bridge start,N2,A,62.99999999998818,False,0.0
2145,Bridge end,N2,A,6.000000000028649,False,0.0
2148,Box culvert,N2,A,281.99999999998226,False,0.0
2150,Box culvert,N2,A,324.99999999998863,False,0.0
2151,Box culvert,N2,A,141.9999999999959,False,0.0
2153,Box culvert,N2,A,675.0000000000114,False,0.0
2156,Bridge start,N2,A,28.00000000002001,False,0.0
2157,Bridge end,N2,A,581.9999999999936,False,0.0
2160,Bridge start,N2,A,22.99999999996772,False,0.0
2161,Bridge end,N2,A,699.0000000000123,False,0.0
2164,Bridge start,N2,A,195.9999999999696,True,146430.69377428785
2165,Bridge end,N2,A,569.0000000000168,False,0.0
2167,Bridge start,N2,A,27.000000000043656,False,0.0
2168,Bridge end,N2,A,529.9999999999727,False,0.0
2171,Bridge start,N2,A,86.00000000001273,False,0.0
2172,Bridge end,N2,A,8.999999999957708,False,0.0
2174,Bridge start,N2,A,28.00000000002001,False,0.0
2175,Bridge end,N2,A,218.9999999999941,False,0.0
2176,Bridge start,N2,A,26.99999999998681,False,0.0
2177,Bridge end,N2,A,14.000000000010004,False,0.0
2179,Bridge start,N2,A,80.00000000004093,False,0.0
2180,Bridge end,N2,A,31.999999999982265,False,0.0
2182,Bridge start,N2,A,19.000000000005457,False,0.0
2183,Bridge end,N2,A,795.9999999999923,False,0.0
2185,Bridge start,N2,A,64.99999999999773,False,0.0
2186,Bridge end,N2,A,312.9999999999882,False,0.0
2188,Bridge start,N2,A,47.000000000025466,False,0.0
2189,Bridge end,N2,A,159.99999999996817,False,0.0
2190,Bridge start,N2,A,18.000000000029104,False,0.0
2191,Bridge end,N2,A,187.00000000001185,False,0.0
2192,Bridge start,N2,B,40.99999999999682,False,0.0
2193,Bridge end,N2,B,448.9999999999554,False,0.0
2195,Bridge start,N2,A,81.99999999999363,False,0.0
2196,Bridge end,N2,A,658.0000000000155,False,0.0
2198,Bridge start,N2,A,38.99999999998727,False,0.0
2199,Bridge end,N2,A,951.9999999999982,False,0.0
2204,Bridge start,N2,A,40.99999999999682,False,0.0
2205,Bridge end,N2,A,72.00000000000273,False,0.0
2207,Bridge start,N2,A,28.99999999999636,False,0.0
2208,Bridge end,N2,A,882.000000000005,False,0.0
2212,Box culvert,N2,A,444.0000000000168,False,0.0
2213,Box culvert,N2,A,319.9999999999932,True,5031.696153434537
2215,Box culvert,N2,A,158.00000000001546,True,147962.24296102574
2216,Box culvert,N2,A,307.9999999999927,False,0.0
2218,Box culvert,N2,A,324.99999999998863,False,0.0
2219,Box culvert,N2,Unknown,380.9999999999718,False,0.0
2221,Bridge start,N2,Unknown,38.000000000010914,False,0.0
2222,Bridge end,N2,Unknown,199.99999999998863,False,0.0
2223,Box culvert,N2,Unknown,256.00000000002865,False,0.0
2226,Box Culvert,N102,Unknown,665.9999999999999,False,0.0
2227,Box Culvert,N102,A,5.000000000000004,False,0.0
2230,Box Culvert,N102,A,301.00000000000017,False,0.0
2231,Box Culvert,N102,A,154.9999999999998,False,0.0
2232,Box Culvert,N102,A,480.0,False,0.0
2235,Box Culvert,N102,B,738.9999999999999,False,0.0
2239,Box Culvert,N102,C,1000.9999999999994,False,0.0
2241,Bridge start,N102,A,16.99999999999946,False,0.0
2242,Bridge End,N102,A,496.00000000000045,False,0.0
2244,Box Culvert,N102,A,326.99999999999994,False,0.0
2248,Box Culvert,N102,A,92.99999999999996,False,0.0
2249,Box Culvert,N102,C,7.999999999999119,False,0.0
2254,Box Culvert,N102,A,864.0000000000008,False,0.0
2257,Box Culvert,N102,A,614.0000000000008,False,0.0
2259,Box Culvert,N102,C,751.0000000000013,False,0.0
2261,Box Culvert,N102,A,359.00000000000176,False,0.0
2262,Box Culvert,N102,A,460.00000000000085,True,7347.130890628513
2266,Box Culvert,N102,B,390.99999999999824,False,0.0
2267,Box Culvert,N102,A,446.0000000000015,False,0.0
2269,Box Culvert,N102,A,283.00000000000125,False,0.0
2271,Bridge start,N102,A,36.000000000001364,False,0.0
2272,Bridge End,N102,A,343.9999999999976,True,7337.290776908868
2275,Bridge start,N102,A,120.000000000001,False,0.0
2276,Bridge End,N102,A,28.999999999999915,False,0.0
2279,Box Culvert,N102,A,152.00000000000102,False,0.0
2281,Box Culvert,N102,A,347.999999999999,False,0.0
2283,Box Culvert,N102,B,69.00000000000261,False,0.0
2285,Bridge start,N102,C,51.9999999999996,False,0.0
2286,Bridge End,N102,C,447.00000000000273,False,0.0
2287,Box Culvert,N102,A,327.99999999999943,False,0.0
2289,Box Culvert,N102,A,222.99999999999892,False,0.0
2290,Bridge start,N102,A,60.99999999999994,False,0.0
2291,Bridge End,N102,A,294.9999999999982,False,0.0
2292,Box Culvert,N102,A,44.00000000000048,False,0.0
2294,Bridge start,N102,B,28.999999999999915,False,0.0
2295,Bridge End,N102,B,347.999999999999,False,0.0
2297,Box Culvert,N102,B,195.00000000000028,False,0.0
2298,Box Culvert,N102,B,624.9999999999965,False,0.0
2299,Bridge start,N102,C,13.00000000000523,False,0.0
2300,Bridge End,N102,C,16.999999999995907,False,0.0
2302,Box Culvert,N102,C,287.9999999999967,True,7275.221567789382
2304,Bridge start,N102,C,12.000000000000457,False,0.0
2305,Bridge End,N102,C,598.9999999999966,False,0.0
2306,Bridge start,N102,A,10.000000000005116,False,0.0
2307,Bridge End,N102,C,309.9999999999952,False,0.0
2309,Box Culvert,N102,C,556.0000000000045,False,0.0
2310,Box Culvert,N102,A,410.9999999999943,False,0.0
2312,Bridge start,N102,C,354.0000000000063,False,0.0
2313,Bridge end,N102,C,453.9999999999935,False,0.0
2314,Bridge start,N102,B,15.000000000000568,False,0.0
2315,Bridge end,N102,A,36.000000000001364,True,117371.11913512892
2317,Box Culvert,N102,A,488.9999999999972,False,0.0
2318,Bridge start,N102,A,17.000000000003013,False,0.0
2319,Bridge End,N102,A,166.9999999999945,False,0.0
2320,Bridge start,N102,A,12.000000000000457,False,0.0
2321,Bridge End,N102,A,79.00000000000063,False,0.0
2323,Bridge start,N102,C,11.000000000002784,False,0.0
2324,Bridge End,N102,C,531.9999999999965,False,0.0
2325,Box Culvert,N102,A,26.00000000000336,False,0.0
2328,Bridge start,N102,A,24.00000000000091,False,0.0
2329,Bridge End,N102,A,448.99999999999807,False,0.0
2330,Box Culvert,N102,A,21.999999999998465,False,0.0
2332,Bridge start,N102,B,26.00000000000336,False,0.0
2333,Bridge End,N102,B,256.0000000000002,False,0.0
2336,Bridge start / Bridge End,N102,A,664.0000000000015,True,7293.464923183139
2338,Box Culvert,N102,B,689.9999999999977,True,7266.10252865504
2341,Culvert under Constriction,N102,A,33.00000000000125,False,0.0
2342,Divission Road,N102,A,181.99999999999503,False,0.0
2345,Bridge start,N102,A,39.99999999999915,False,0.0
2346,Bridge End,N102,B,287.9999999999967,False,0.0
2347,Bridge start,N102,B,30.000000000001137,True,116664.42062908807
2348,Bridge End,N102,B,240.000000000002,False,0.0
2350,Box Culvert,N102,A,711.9999999999961,False,0.0
2352,Bridge start,N102,A,19.99999999999602,False,0.0
2353,Bridge End,N102,A,226.0000000000062,False,0.0
2355,Box Culvert,N102,C,464.9999999999963,True,7161.412009848345
2357,Box Culvert,N102,B,375.99999999999767,False,0.0
2359,Bridge start,N102,B,18.99999999999835,False,0.0
2360,Bridge End,N102,B,811.0,False,0.0
2362,Box Culvert,N102,A,371.9999999999999,False,0.0
2363,Bridge start,N102,A,15.000000000000568,False,0.0
2364,Bridge End,N102,A,103.9999999999992,False,0.0
2366,Box Culvert,N102,B,146.9999999999985,False,0.0
2368,Bridge start,N102,A,53.00000000000438,False,0.0
2369,Bridge End,N102,A,415.9999999999968,False,0.0
2371,Bridge start,N102,B,43.99999999999693,False,0.0
2372,Bridge end,N102,B,679.000000000002,False,0.0
2375,Bridge start,N102,B,14.0000000000029,False,0.0
2376,Bridge End,N102,A,277.000000000001,False,0.0
2377,Box Culvert,N102,A,651.9999999999939,False,0.0
2380,Bridge start,N102,A,174.99999999999716,False,0.0
2381,Bridge End,N102,A,43.99999999999693,False,0.0
2384,Bridge start,N102,A,36.000000000001364,False,0.0
2385,Bridge End,N102,B,242.999999999995,False,0.0
2387,Box Culvert,N102,B,536.0000000000014,False,0.0
2388,Bridge start,N102,C,15.999999999998238,False,0.0
2389,Bridge End,N102,C,257.9999999999956,False,0.0
2390,Km post missing / Bridge start,N102,B,964.0000000000056,False,0.0
2391,Bridge End,N102,B,35.99999999999426,True,115289.01040214482
2395,Box Culvert,N102,A,667.0000000000016,False,0.0
2396,Box Culvert,N102,A,46.99999999999704,False,0.0
2398,Bridge start,N102,A,24.00000000000091,False,0.0
2399,Bridge End,N102,A,727.9999999999944,False,0.0
2402,Bridge start,N102,A,52.00000000000671,False,0.0
2403,Bridge End,N102,A,394.999999999996,False,0.0
2405,Box Culvert,N102,A,343.0000000000035,False,0.0
2407,Box Culvert,N102,A,344.0000000000083,False,0.0
2409,Box Culvert,N102,B,833.999999999989,False,0.0
2410,Start of Bridge,N102,D,53.00000000001148,True,207630.30956718954
