truck_id,source_id,sink_id,generated_at_step,removed_at_step,total_driving_time
Truck1270086,3122,0,0,16,16
Truck1270098,0,1339,5,17,12
Truck1270134,0,3122,15,31,16
Truck1270162,1339,0,20,32,12
Truck1270152,0,3122,20,36,16
Truck1270132,2822,2998,10,46,36
Truck1270188,0,3122,30,46,16
Truck1270252,1339,3122,45,49,4
Truck1270206,0,3122,35,51,16
Truck1270224,0,1339,40,52,12
Truck1270221,2821,2822,35,70,35
Truck1270222,2822,2998,35,70,35
Truck1270306,1339,0,60,72,12
Truck1270097,2998,2655,0,75,75
Truck1270240,2822,2821,40,76,36
Truck1270302,3122,0,60,76,16
Truck1270346,2656,3331,70,78,8
Truck1270258,2822,2821,45,82,37
Truck1270382,2656,3331,80,87,7
Truck1270312,2822,2998,60,97,37
Truck1270194,3122,3238,30,98,68
Truck1270115,2998,2436,5,99,94
Truck1270169,2998,3238,20,99,79
Truck1270205,2998,2656,30,102,72
Truck1270450,1339,3122,100,104,4
Truck1270213,3238,0,35,109,74
Truck1270187,2998,0,25,111,86
Truck1270482,3122,1339,110,116,6
Truck1270267,3238,3122,50,117,67
Truck1270133,2998,2822,10,120,110
Truck1270241,2998,2436,40,120,80
Truck1270500,3122,1339,115,121,6
Truck1270303,3238,3122,60,129,69
Truck1270321,3238,1339,65,129,64
Truck1270151,2998,2437,15,130,115
Truck1270285,3238,0,55,130,75
Truck1270339,3238,1339,70,134,64
Truck1270561,3331,2656,130,138,8
Truck1270536,3122,0,125,141,16
Truck1270314,0,3238,65,142,77
Truck1270259,2998,2225,45,143,98
Truck1270277,2998,2437,50,143,93
Truck1270223,2998,2821,35,144,109
Truck1270349,2998,2225,70,144,74
Truck1270579,3331,2656,135,144,9
Truck1270548,0,3122,130,146,16
Truck1270220,2656,3239,35,149,114
Truck1270393,3238,1339,85,149,64
Truck1270331,2998,2821,65,151,86
Truck1270313,2998,3238,60,155,95
Truck1270295,2998,3121,55,156,101
Truck1270432,1339,3238,95,158,63
Truck1270309,3331,3239,60,159,99
Truck1270311,2821,2998,60,164,104
Truck1270385,2998,2999,80,165,85
Truck1270367,2998,1339,75,167,92
Truck1270121,3121,2999,10,169,159
Truck1270174,2999,2437,25,169,144
Truck1270362,3239,3331,75,171,96
Truck1270582,2822,2224,135,171,36
Truck1270138,2999,3121,15,172,157
Truck1270457,2998,2655,100,172,72
Truck1270666,1339,0,160,172,12
Truck1270465,3238,3122,105,173,68
Truck1270698,3122,1339,170,176,6
Truck1270706,2656,3331,170,178,8
Truck1270130,2656,2821,10,180,170
Truck1270090,1339,2437,0,181,181
Truck1270421,2998,2822,90,189,99
Truck1270439,2998,2225,95,190,95
Truck1270654,2822,2821,155,190,35
Truck1270475,2998,2821,105,193,88
Truck1270403,2998,2821,85,194,109
Truck1270334,2437,2999,70,196,126
Truck1270511,2998,2822,115,196,81
Truck1270168,2822,3331,20,198,178
Truck1270301,3121,2999,60,198,138
Truck1270778,2656,3331,190,198,8
Truck1270283,3121,2999,55,199,144
Truck1270554,3122,3238,130,199,69
Truck1270167,2821,3331,20,201,181
Truck1270093,3331,2821,0,210,210
Truck1270810,1339,0,200,212,12
Truck1270493,2998,3239,110,215,105
Truck1270744,2822,2821,180,215,35
Truck1270255,3331,2822,45,216,171
Truck1270800,0,3122,200,216,16
Truck1270627,3238,3122,150,217,67
Truck1270601,2998,2821,140,219,79
Truck1270602,0,3238,145,220,75
Truck1270166,2656,2998,20,222,202
Truck1270644,3122,3238,155,222,67
Truck1270562,2656,3239,130,223,93
Truck1270867,3331,2656,215,223,8
Truck1270619,2998,3121,145,224,79
Truck1270148,2656,2224,15,226,211
Truck1270854,0,1339,215,227,12
